Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Anopheles atroparvus gene stable ID,Anopheles atroparvus chromosome/scaffold,Anopheles atroparvus start (bp),Anopheles atroparvus end (bp),Anopheles gambiae gene stable ID,Anopheles gambiae chromosome/scaffold,Anopheles gambiae start (bp),Anopheles gambiae end (bp)
AALB008758,2R,45304517,45305104,1,AATE006650,KI421885,11834351,11834914,AGAP003927,2R,46365499,46366232
AALB001464,2L,35512464,35522340,-1,AATE009484,KI421890,6837848,6852168,AGAP009290,3R,30859656,30868952
AALB003971,3R,22336277,22337445,1,AATE013979,KI421893,4681671,4706396,,,,
AALB006993,3R,24754302,24756126,-1,AATE005764,KI421910,369157,372952,AGAP010961,3L,13839175,13841038
AALB009860,3R,3825750,3826232,-1,AATE013347,KI421890,714416,716469,,,,
AALB008300,2R,29382147,29382521,1,,,,,,,,
AALB005108,3L,19671241,19674435,-1,AATE010255,KI421884,12506742,12511934,AGAP007422,2L,46555886,46559055
AALB005275,3L,21745423,21746296,-1,AATE013230,KI421891,862578,865788,,,,
AALB004664,3L,12930789,12939449,1,AATE012578,KI421884,3475851,3485456,AGAP005639,2L,18093303,18104524
AALB002053,2R,23367577,23368438,1,AATE011767,KI421883,4692322,4695836,AGAP001617,2R,6827828,6831707
AALB015842,2L,338785,342821,1,AATE020939,KI421900,1812012,1815070,AGAP010214,3R,50841072,50845226
AALB002179,2R,20986317,20986925,1,AATE001456,KI421888,5689060,5690124,AGAP001975,2R,13017723,13018831
AALB005444,3L,23631805,23633550,1,AATE015917,KI421884,11858255,11860026,AGAP007531,2L,47241956,47243721
AALB001388,2L,36629137,36632560,1,AATE010139,KI421882,20070740,20074585,AGAP007944,3R,3248131,3249703
AALB006070,3L,31130536,31132606,1,AATE013354,AXCP01008560,1206,3284,AGAP012109,3L,37753454,37755154
AALB014458,3L,17611427,17613645,-1,,,,,,,,
AALB000879,2L,10500097,10505216,-1,AATE012427,KI421889,958734,963922,AGAP010025,3R,47950588,47953388
AALB001603,2L,33664385,33666403,-1,AATE011463,KI421882,18654605,18656473,AGAP009503,3R,34959674,34961344
AALB002679,2R,10336630,10341064,-1,,,,,,,,
AALB015803,2R,40969770,40970404,1,AATE018432,KI421883,934060,936135,AGAP013369,2R,24953935,24954646
AALB015803,2R,40969770,40970404,1,AATE018432,KI421883,934060,936135,AGAP013050,2R,24949912,24950590
AALB015803,2R,40969770,40970404,1,AATE018432,KI421883,934060,936135,AGAP013113,2R,24950967,24951681
AALB015803,2R,40969770,40970404,1,AATE018432,KI421883,934060,936135,AGAP013264,2R,24948720,24949426
AALB015803,2R,40969770,40970404,1,AATE018432,KI421883,934060,936135,AGAP013448,2R,24955085,24955774
AALB009826,3R,3410239,3411630,1,,,,,AGAP013136,X,18313949,18315389
AALB007552,3R,31891204,31899591,-1,,,,,AGAP010388,3L,2456304,2461278
AALB003715,3R,47851,49216,-1,,,,,,,,
AALB005766,3L,27494257,27504740,1,AATE014014,KI421891,3055234,3056454,AGAP007110,2L,42914490,42939104
AALB000188,2L,22090459,22091494,-1,,,,,,,,
AALB015130,2R,16498718,16498789,1,,,,,,,,
AALB000537,2L,16094333,16097323,-1,AATE016568,KI421890,905701,906801,AGAP009691,3R,38897086,38897907
AALB000537,2L,16094333,16097323,-1,AATE016568,KI421890,905701,906801,AGAP009692,3R,38899431,38900289
AALB000537,2L,16094333,16097323,-1,AATE006523,KI421890,903569,904633,AGAP009691,3R,38897086,38897907
AALB000537,2L,16094333,16097323,-1,AATE006523,KI421890,903569,904633,AGAP009692,3R,38899431,38900289
AALB009016,2R,6757553,6761325,-1,AATE017211,KI421885,3244778,3248145,AGAP004293,2R,54137852,54140712
AALB000353,2L,19503795,19520599,1,AATE010046,KI421882,888059,911034,AGAP009170,3R,28062574,28102738
AALB001138,2L,5356654,5361536,-1,AATE015832,KI421882,15581101,15592894,AGAP009893,3R,44900146,44902267
AALB009203,2R,4156782,4191063,1,AATE011230,KI421888,2272169,2279786,AGAP012950,2R,2466313,2468758
AALB002561,2R,12632419,12633066,1,AATE004324,KI421883,10957180,10959125,AGAP003841,2R,44262536,44263585
AALB009606,2R,24339715,24341947,1,AATE020662,KI421904,836303,839953,AGAP004487,2R,56844471,56847032
AALB000467,2L,17286343,17292011,1,AATE018332,KI421889,6996000,6998778,AGAP008839,3R,19293273,19296611
AALB004784,3L,14686527,14692362,1,AATE004845,KI421891,5404774,5412811,AGAP005892,2L,23218990,23223867
AALB008133,2R,31695252,31696484,1,AATE019231,KI421885,6486285,6488565,AGAP002134,2R,16220719,16222461
AALB000071,2L,24916140,24916701,-1,AATE012190,KI421889,1775259,1785546,,,,
AALB015716,3L,11799261,11801043,-1,AATE001426,KI421894,2472115,2474855,AGAP004855,2L,4492189,4494085
AALB007307,3L,419298,421292,-1,AATE005773,KI421884,8399717,8400964,AGAP004933,2L,6194335,6195585
AALB002406,2R,14501884,14502303,1,AATE018859,KI421883,7036060,7038140,AGAP003025,2R,31232794,31234277
AALB007208,2R,17100699,17104366,-1,AATE013190,KI421897,1288253,1289882,AGAP003501,2R,38740383,38741717
AALB007273,2R,16135290,16136693,-1,AATE015399,KI421883,12267865,12275543,AGAP003136,2R,33122812,33125038
AALB003632,2R,39371349,39372188,-1,AATE017904,KI421883,14987129,14987611,AGAP003306,2R,35434051,35434604
AALB009983,3R,5927361,5936393,-1,AATE020454,KI421901,3956711,3961250,AGAP012259,3L,39513202,39520263
AALB001035,2L,7318932,7332830,-1,AATE004591,KI421882,9196596,9209326,AGAP009257,3R,29998728,30013192
AALB014351,2R,39761437,39762679,-1,,,,,,,,
AALB003406,2R,42467510,42469192,-1,AATE021077,KI421892,64616,66298,AGAP001600,2R,6631784,6633758
AALB010046,3R,6982416,6986979,1,AATE008343,KI421899,680923,710480,,,,
AALB010438,3R,13600539,13601723,-1,AATE006141,KI421899,3735263,3736525,AGAP010978,3L,14424845,14426089
AALB014883,2R,25768518,25768947,1,,,,,,,,
AALB005863,3L,28643755,28647160,-1,AATE011383,KI421886,8613984,8635240,AGAP006347,2L,30175822,30340409
AALB009605,2R,24330346,24338954,-1,AATE015440,KI421904,840363,842493,AGAP004488,2R,56847471,56849441
AALB005314,3L,22299684,22304964,1,AATE002175,KI421884,291109,297794,AGAP006830,2L,39087872,39093776
AALB007492,3R,32555969,32559568,1,AATE017543,KI421931,18802,26425,AGAP004728,2L,2824043,2831367
AALB010388,3R,12820715,12821928,1,,,,,AGAP010576,3L,6465288,6466437
AALB008658,2R,46823393,46824094,-1,AATE015756,KI421883,4921739,4922446,,,,
AALB000168,2L,22718633,22733647,1,AATE008274,KI421882,12367418,12376294,AGAP008245,3R,7674355,7789192
AALB000168,2L,22718633,22733647,1,AATE008274,KI421882,12367418,12376294,AGAP012478,UNKN,5488330,5488952
AALB008632,2R,47245057,47246306,1,AATE016325,KI421915,628150,648446,,,,
AALB002604,2R,11556552,11558202,-1,AATE003262,KI421883,5908452,5943770,AGAP002115,2R,15783899,15802524
AALB008682,2R,46371641,46372568,-1,AATE003198,KI421883,631803,634073,AGAP002666,2R,25260024,25261685
AALB001843,2L,29035758,29037568,1,AATE007794,KI421882,13461418,13463711,AGAP028420,3R,6698035,6698445
AALB001905,2L,27901512,27916255,1,AATE005623,KI421889,2746797,2770294,AGAP007847,3R,1975248,1991158
AALB015539,3L,12169110,12173200,1,AATE007685,KI421886,21789,26928,AGAP005619,2L,17923835,17928180
AALB010290,3R,11415535,11418408,-1,,,,,,,,
AALB003032,2R,35539567,35540976,1,,,,,,,,
AALB010687,3R,17792868,17797993,1,AATE004249,KI421887,3538094,3553506,AGAP010795,3L,10466587,10473091
AALB014941,3R,9600470,9600769,-1,,,,,,,,
AALB009574,2R,23883618,23888371,1,AATE007883,KI421883,3414151,3416326,AGAP002540,2R,22498678,22499919
AALB001782,2L,29728498,29731101,-1,AATE014649,KI421882,13637292,13639946,AGAP009607,3R,36981128,36983767
AALB007257,2R,16449431,16451504,-1,AATE015697,KI421883,12638020,12639369,AGAP003974,2R,47401884,47403108
AALB010393,3R,12872089,12873193,-1,AATE020984,KI421901,3324581,3325921,AGAP010586,3L,6547454,6548556
AALB005273,3L,21593553,21594610,-1,AATE017640,KI421891,1030582,1031581,AGAP006789,2L,38280545,38281646
AALB003881,3R,28277841,28280894,1,,,,,,,,
AALB008008,2L,2454311,2454670,-1,AATE019008,KI421889,8429029,8429520,AGAP007780,3R,755091,760964
AALB008008,2L,2454311,2454670,-1,AATE014648,KI421889,8440388,8440757,AGAP007780,3R,755091,760964
AALB009521,2R,404793,407834,1,AATE018080,KI421883,9262733,9263655,AGAP003239,2R,34371666,34373175
AALB014133,3R,31679395,31679749,-1,,,,,,,,
AALB015213,3R,2109839,2109910,-1,,,,,,,,
AALB004033,3R,21427250,21431649,-1,AATE014434,KI421893,5008128,5013816,AGAP011119,3L,17321524,17326732
AALB005204,3L,20734018,20734613,1,AATE003169,KI421884,8708026,8720479,AGAP006439,2L,31893753,32017610
AALB000115,2L,24107850,24115794,-1,AATE019238,KI421882,7105994,7147940,AGAP009727,3R,41808324,41812817
AALB014171,2L,32514237,32514670,1,,,,,,,,
AALB009661,2R,24874301,24875668,1,,,,,,,,
AALB009894,3R,4293056,4293322,-1,,,,,,,,
AALB002721,2R,9971007,9972914,-1,AATE013434,KI421888,5151411,5153282,AGAP001948,2R,12766675,12768198
AALB001631,2L,32938860,32950431,1,,,,,AGAP009468,3R,34006805,34009475
AALB002938,2R,51106743,51109115,-1,,,,,AGAP012633,UNKN,21818699,21819604
AALB002938,2R,51106743,51109115,-1,,,,,AGAP012603,UNKN,19198917,19199822
AALB010307,3R,11813508,11817637,-1,AATE009906,KI421887,6387503,6399431,AGAP011666,3L,31103582,31122893
AALB014039,2L,17775140,17776737,-1,,,,,,,,
AALB005148,3L,20010185,20012290,1,AATE016914,KI421884,12183338,12185436,AGAP007498,2L,46923249,46925420
AALB007117,3R,26890118,26893047,-1,AATE015912,KI421907,1548927,1550192,AGAP000468,X,8090847,8094135
AALB003156,2R,37770945,37775638,1,,,,,,,,
AALB004151,3L,4675422,4681180,1,AATE001068,KI421886,6804594,6808410,AGAP005711,2L,19260916,19275432
AALB014521,3L,27657973,27659472,1,,,,,,,,
AALB004871,3L,16480845,16490588,1,AATE004048,KI421894,5129732,5143290,AGAP004864,2L,4586760,4591451
AALB000264,2L,20927796,20928602,-1,AATE008228,KI421882,2660995,2661531,AGAP008909,3R,20628255,20628875
AALB001922,2L,27703426,27705614,1,AATE015817,KI421882,4909398,4913822,,,,
AALB014930,3R,7444236,7446729,1,,,,,,,,
AALB002978,2R,34621987,34624707,-1,AATE008234,KI421904,1503565,1509201,AGAP004549,2R,57532036,57536666
AALB003085,2R,36610931,36615205,1,AATE014373,KI421885,660025,665929,,,,
AALB002245,2R,19654517,19659078,1,AATE003365,KI421885,6872508,6878695,AGAP002145,2R,16414468,16419095
AALB002245,2R,19654517,19659078,1,AATE003365,KI421885,6872508,6878695,AGAP002146,2R,16419559,16420771
AALB002082,2R,22828011,22828832,1,AATE017695,KI421885,10011010,10012558,,,,
AALB008188,2R,30957306,30959171,-1,AATE004235,KI421897,3217763,3219824,AGAP003592,2R,40369001,40370901
AALB003251,3L,2773932,2775351,-1,AATE014562,KI421884,1969537,1970785,AGAP006262,2L,28753210,28756556
AALB015457,2R,21120899,21125103,1,,,,,,,,
AALB008964,2R,7514499,7518591,1,AATE009284,KI421884,10928551,10929058,,,,
AALB002542,2R,13041699,13046348,1,AATE001677,KI421888,3040250,3047691,AGAP002488,2R,21962023,21965934
AALB002542,2R,13041699,13046348,1,AATE001677,KI421888,3040250,3047691,AGAP000071,X,1113633,1115173
AALB008228,2R,30452543,30454102,1,AATE002786,KI421883,3006451,3008611,AGAP002563,2R,22870786,22871836
AALB001716,2L,30544477,30552113,-1,AATE020276,KI421890,3087764,3094388,AGAP028187,3R,25608348,25612261
AALB001716,2L,30544477,30552113,-1,AATE020276,KI421890,3087764,3094388,AGAP009102,3R,25614154,25619629
AALB001716,2L,30544477,30552113,-1,AATE020276,KI421890,3087764,3094388,AGAP009103,3R,25621289,25628279
AALB001716,2L,30544477,30552113,-1,AATE020276,KI421890,3087764,3094388,AGAP028206,3R,25603095,25605716
AALB001716,2L,30544477,30552113,-1,AATE015788,KI421890,3101624,3107371,AGAP028187,3R,25608348,25612261
AALB001716,2L,30544477,30552113,-1,AATE015788,KI421890,3101624,3107371,AGAP009102,3R,25614154,25619629
AALB001716,2L,30544477,30552113,-1,AATE015788,KI421890,3101624,3107371,AGAP009103,3R,25621289,25628279
AALB001716,2L,30544477,30552113,-1,AATE015788,KI421890,3101624,3107371,AGAP028206,3R,25603095,25605716
AALB001716,2L,30544477,30552113,-1,AATE015544,KI421890,3109028,3116273,AGAP028187,3R,25608348,25612261
AALB001716,2L,30544477,30552113,-1,AATE015544,KI421890,3109028,3116273,AGAP009102,3R,25614154,25619629
AALB001716,2L,30544477,30552113,-1,AATE015544,KI421890,3109028,3116273,AGAP009103,3R,25621289,25628279
AALB001716,2L,30544477,30552113,-1,AATE015544,KI421890,3109028,3116273,AGAP028206,3R,25603095,25605716
AALB001725,2L,30438823,30444948,1,AATE005696,KI421890,7707685,7718318,AGAP009085,3R,25470858,25477994
AALB007415,3R,27155817,27157632,1,AATE001443,KI421902,327597,340906,AGAP011296,3L,20675462,20677080
AALB014322,3L,2507993,2509024,1,,,,,,,,
AALB002354,2R,15320152,15324461,-1,AATE017496,KI421892,5054801,5056426,AGAP001397,2R,4181464,4183005
AALB008181,2R,30987855,30988451,-1,AATE020519,KI421897,3187577,3188403,AGAP002025,2R,14069095,14069749
AALB015208,2R,9499922,9499993,-1,,,,,,,,
AALB001802,2L,29378161,29380357,-1,AATE018840,KI421889,6328599,6331111,AGAP008870,3R,20126358,20129552
AALB008509,3R,23326659,23327663,1,AATE013596,KI421887,2831892,2832855,AGAP012881,UNKN,36222436,36223348
AALB008509,3R,23326659,23327663,1,AATE006562,KI421887,2837227,2839049,AGAP012881,UNKN,36222436,36223348
AALB008509,3R,23326659,23327663,1,AATE004818,KI421887,2840799,2844072,AGAP012881,UNKN,36222436,36223348
AALB009903,3R,4349336,4350253,1,,,,,,,,
AALB004189,3L,5213208,5217552,1,AATE005157,KI421891,5941923,5946664,AGAP005108,2L,10198419,10202718
AALB010634,3R,16862844,16877399,1,AATE007393,KI421901,1857618,1866930,AGAP010854,3L,12049444,12058049
AALB002995,2R,34800823,34805441,-1,AATE016876,KI421904,1305074,1311030,AGAP004521,2R,57333937,57335960
AALB007939,2L,1500933,1502221,-1,AATE020073,KI421889,273782,275488,AGAP010089,3R,48805823,48807270
AALB004191,3L,5218766,5220557,1,AATE016387,KI421891,5932498,5940815,AGAP005110,2L,10203864,10206481
AALB014446,3L,14819420,14820174,1,AATE006034,KI421886,6507765,6531392,AGAP005720,2L,19595051,19595932
AALB008942,2R,7720628,7733342,1,AATE006746,KI421906,1397247,1420904,AGAP002739,2R,26428070,26440703
AALB010621,3R,16738953,16740011,1,AATE005384,KI421901,2048512,2049827,AGAP010842,3L,11872437,11873586
AALB004633,3L,12297148,12298041,-1,AATE002694,KI421894,144788,146319,AGAP007021,2L,41003811,41005107
AALB002482,2R,13580208,13587163,1,AATE005044,KI421906,913067,927527,AGAP003754,2R,43010882,43024164
AALB000941,2L,9423908,9424288,-1,AATE019527,KI421890,2866314,2866760,,,,
AALB000729,2L,12629621,12631609,-1,,,,,AGAP009616,3R,37041535,37042324
AALB010753,3R,18887507,18889531,-1,AATE001462,KI421893,5412555,5414525,AGAP011103,3L,16954658,16956454
AALB001878,2L,28364943,28374164,1,AATE004676,KI421889,2202159,2209271,AGAP009641,3R,37469761,37481185
AALB008880,2R,8392874,8398015,1,AATE011819,KI421883,8240144,8247994,AGAP002036,2R,14119307,14124417
AALB006177,3L,32615759,32616868,-1,AATE016748,KI421886,10230119,10235739,AGAP013757,3R,4992166,4992783
AALB006177,3L,32615759,32616868,-1,AATE016748,KI421886,10230119,10235739,AGAP006749,2L,37748960,37750518
AALB006177,3L,32615759,32616868,-1,AATE004589,KI421882,4703309,4704097,AGAP013757,3R,4992166,4992783
AALB006177,3L,32615759,32616868,-1,AATE004589,KI421882,4703309,4704097,AGAP006749,2L,37748960,37750518
AALB007612,3R,29822610,29823295,1,,,,,AGAP009078,3R,25444002,25444765
AALB002738,2R,45077928,45084184,-1,AATE011285,KI421885,7435603,7467946,,,,
AALB004967,3L,17638376,17640149,-1,AATE006780,KI421886,509179,512392,AGAP006936,2L,40157852,40161112
AALB002793,2R,44530226,44536306,-1,AATE014818,KI421883,4082498,4083681,AGAP003891,2R,45613913,45615103
AALB010872,2R,49087144,49092253,1,AATE020639,KI421885,902360,903974,AGAP003684,2R,41933502,41935088
AALB002044,2L,26043602,26046764,-1,AATE015999,KI421882,4838582,4841836,AGAP008048,3R,4857721,4860656
AALB005137,3L,19942212,19943988,-1,AATE011763,KI421884,12244258,12246601,AGAP007483,2L,46852123,46853808
AALB003139,2R,37596659,37598813,1,AATE013539,KI421892,4373655,4376389,AGAP003805,2R,43477704,43480103
AALB014287,2R,50237781,50241907,-1,,,,,,,,
AALB001009,2L,7978298,7979092,-1,AATE014284,KI421882,9816442,9817269,AGAP008398,3R,10317255,10317835
AALB001009,2L,7978298,7979092,-1,AATE001885,KI421901,657585,658377,AGAP008398,3R,10317255,10317835
AALB001009,2L,7978298,7979092,-1,AATE016469,KI421901,274978,275599,AGAP008398,3R,10317255,10317835
AALB005358,3L,22648474,22649310,1,,,,,AGAP006685,2L,36682467,36687107
AALB015720,2L,17879912,17881370,-1,,,,,AGAP009393,3R,32036388,32037837
AALB015720,2L,17879912,17881370,-1,,,,,AGAP009392,3R,32033307,32034744
AALB004898,3L,16904944,16918472,1,AATE011327,KI421886,8040543,8047749,AGAP006379,2L,30926200,30931779
AALB008498,3R,23393023,23394725,1,AATE011680,KI421893,6116435,6118388,AGAP011707,3L,31719478,31720952
AALB003850,3R,1769931,1771915,1,AATE006651,KI421887,5257002,5282047,AGAP011610,3L,29694403,29696388
AALB003569,2R,40278397,40279249,1,AATE020430,KI421885,7757067,7758703,AGAP009696,3R,38988757,38990755
AALB003569,2R,40278397,40279249,1,AATE020430,KI421885,7757067,7758703,AGAP002205,2R,17577495,17580929
AALB003569,2R,40278397,40279249,1,AATE020430,KI421885,7757067,7758703,AGAP002207,2R,17589571,17591529
AALB001632,2L,32939790,32941694,-1,,,,,,,,
AALB010109,3R,7912697,7929002,-1,AATE005652,KI421887,3632701,3645171,,,,
AALB014089,2L,8534876,8538551,1,,,,,,,,
AALB010679,3R,17626000,17632351,-1,AATE016240,KI421887,33726,48666,AGAP011194,3L,18962211,18980340
AALB014856,2R,2506361,2507691,1,,,,,,,,
AALB001901,2L,28027372,28027980,1,AATE015624,KI421896,2376474,2381997,AGAP000767,X,13819940,13824507
AALB015146,3R,1023840,1023923,-1,,,,,,,,
AALB003188,3L,1430275,1445821,-1,AATE009796,KI421891,6493634,6502906,AGAP005162,2L,10820811,10847221
AALB004811,3L,15032807,15035487,-1,AATE004441,KI421894,339592,345084,AGAP005398,2L,15016928,15020798
AALB010743,3R,18491750,18493510,-1,AATE006045,AXCP01008010,7614,9737,,,,
AALB008423,2R,27068124,27073992,1,AATE010156,KI421885,5971921,5978595,AGAP004272,2R,53526477,53531311
AALB008393,2R,27659357,27661030,-1,AATE007245,KI421885,4679312,4680943,AGAP004222,2R,52064171,52065775
AALB003882,3R,28289937,28298364,1,AATE015092,KI421909,1046122,1049619,AGAP012465,UNKN,4489520,4491661
AALB007968,2L,1818449,1831504,-1,AATE016357,KI421889,467022,481804,AGAP010055,3R,48451436,48466287
AALB015791,2R,10728436,10729794,-1,AATE017436,KI421883,12936665,12938027,AGAP013423,2R,47694437,47696167
AALB002199,2R,20705439,20707572,1,AATE020207,KI421897,2408980,2411565,AGAP001997,2R,13321240,13322751
AALB000534,2L,16270691,16271350,-1,,,,,AGAP009686,3R,38668747,38669409
AALB000734,2L,12601519,12603043,1,AATE002932,KI421882,5505746,5514470,AGAP009621,3R,37081806,37089264
AALB006015,3L,30519458,30521453,-1,AATE003447,KI421891,1259768,1262559,AGAP006087,2L,26288620,26289713
AALB002145,2R,21329690,21333230,-1,AATE017482,KI421888,8948573,8950586,AGAP004122,2R,50343921,50346516
AALB002145,2R,21329690,21333230,-1,AATE017482,KI421888,8948573,8950586,AGAP004123,2R,50350559,50354332
AALB000300,2L,20338306,20348915,-1,AATE000150,KI421890,6990684,7002868,AGAP008026,3R,4499175,4507999
AALB002887,2R,50284617,50286167,1,AATE004825,KI421908,815561,816118,,,,
AALB014262,2R,45028114,45029968,-1,,,,,,,,
AALB005751,3L,27309884,27330180,1,AATE005754,KI421884,10826857,10846858,AGAP007388,2L,46254049,46272207
AALB008306,2R,29107579,29109293,-1,AATE013309,KI421885,7784438,7788561,AGAP002212,2R,17618864,17653542
AALB010539,3R,15260693,15262451,1,AATE001426,KI421894,2472115,2474855,AGAP004855,2L,4492189,4494085
AALB007936,2L,1455493,1456700,1,,,,,,,,
AALB015535,2R,19389795,19392774,1,AATE003744,KI421888,6884091,6887566,AGAP002419,2R,21065272,21067725
AALB009508,2R,542125,544330,1,AATE017967,KI421883,9481890,9485092,AGAP003266,2R,34608436,34611023
AALB006197,3L,32910550,32920741,1,AATE012591,KI421884,13459088,13466270,AGAP007600,2L,48140640,48145310
AALB002798,2R,44512731,44516665,1,AATE003003,KI421885,1752454,1764276,AGAP004059,2R,49258258,49263090
AALB001619,2L,33381547,33387153,-1,,,,,AGAP009482,3R,34576921,34579363
AALB008677,2R,46383823,46398377,1,AATE001005,KI421883,606012,615641,AGAP002671,2R,25281239,25287524
AALB002112,2R,22086385,22091094,-1,,,,,,,,
AALB005262,3L,21465127,21466895,1,AATE005607,KI421891,1168340,1171320,AGAP006775,2L,38126859,38128644
AALB014432,3L,10164993,10167602,-1,,,,,,,,
AALB008376,2R,28125112,28126609,1,AATE019282,KI421896,865486,867378,AGAP010685,3L,8357467,8358218
AALB000172,2L,22548127,22557433,-1,AATE004659,KI421882,12566656,12576319,AGAP008242,3R,7598243,7606034
AALB015417,2L,14610218,14610412,1,,,,,,,,
AALB005389,3L,23096077,23098557,1,,,,,,,,
AALB005493,3L,24209514,24215332,1,AATE018503,KI421905,1958538,1964671,AGAP007302,2L,45100101,45105159
AALB010127,3R,8497722,8506297,1,AATE015883,KI421893,2907474,2919766,,,,
AALB010288,3R,11382862,11383768,1,AATE017550,KI421887,8543191,8543994,AGAP011858,3L,34275367,34275973
AALB004394,3L,8118238,8120065,-1,AATE001444,KI421894,3416393,3416875,AGAP005283,2L,13624375,13626179
AALB003430,2R,42132645,42134621,-1,AATE020892,KI421888,7530285,7532265,AGAP003123,2R,32933968,32935969
AALB001339,2L,37052636,37058437,-1,AATE019513,KI421882,19340686,19343249,AGAP012655,UNKN,22658646,22661074
AALB001339,2L,37052636,37058437,-1,AATE019513,KI421882,19340686,19343249,AGAP009548,3R,35946697,35950446
AALB014457,3L,17504260,17505794,-1,,,,,,,,
AALB002163,2R,21091140,21092168,1,AATE000599,KI421888,9224669,9225653,AGAP004137,2R,50674440,50675668
AALB002163,2R,21091140,21092168,1,AATE000599,KI421888,9224669,9225653,AGAP004139,2R,50680828,50682277
AALB002588,2R,11904458,11905548,1,,,,,AGAP003360,2R,36734479,36735626
AALB007213,2R,17075177,17075934,1,AATE002429,KI421897,1321148,1322603,AGAP003507,2R,38774943,38776091
AALB001560,2L,34268767,34271481,-1,AATE011646,KI421882,2060293,2062109,AGAP008952,3R,21793684,21795505
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP028508,3L,16277341,16279624
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP028685,3L,16291477,16294103
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP028690,3L,16301946,16303656
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP005475,2L,16071490,16072584
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP005307,2L,13947985,13949275
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP012588,UNKN,17957254,17958303
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP012450,UNKN,2427726,2428785
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP005474,2L,16070116,16071133
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP028506,3L,16268386,16269706
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP005106,2L,10154540,10167856
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP012715,UNKN,24752722,24753779
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP028687,3L,16294306,16296556
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP028689,3L,16299706,16301476
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP028509,3L,16280225,16285347
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP005478,2L,16077354,16078327
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP011072,3L,16270658,16272199
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP028688,3L,16296926,16299016
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP006696,2L,36781826,36783642
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP011074,3L,16284786,16285537
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP028444,2L,10195914,10198064
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP012552,UNKN,15195478,15196445
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP005477,2L,16074785,16075897
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP001067,X,22364083,22365231
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP011073,3L,16275349,16276944
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP028686,3L,16286561,16291120
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP005476,2L,16073528,16074438
AALB014116,2L,4935824,4937165,1,AATE005009,KI421891,2477852,2479108,AGAP011071,3L,16266478,16267977
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP028508,3L,16277341,16279624
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP028685,3L,16291477,16294103
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP028690,3L,16301946,16303656
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP005475,2L,16071490,16072584
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP005307,2L,13947985,13949275
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP012588,UNKN,17957254,17958303
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP012450,UNKN,2427726,2428785
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP005474,2L,16070116,16071133
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP028506,3L,16268386,16269706
AALB014116,2L,4935824,4937165,1,AATE004225,KI421882,5444470,5445549,AGAP005106,2L,10154540,10167856
