Gene stable ID,Chromosome/scaffold name,Gene start (bp),Gene end (bp),Strand,Anopheles atroparvus gene stable ID,Anopheles atroparvus chromosome/scaffold,Anopheles atroparvus start (bp),Anopheles atroparvus end (bp),Anopheles gambiae gene stable ID,Anopheles gambiae chromosome/scaffold,Anopheles gambiae start (bp),Anopheles gambiae end (bp)
AALB015532,X,10066616,10069634,1,AATE001403,KI421895,4255270,4258162,AGAP000737,X,13437823,13440589
AALB006643,X,4097654,4099313,-1,AATE014626,KI421898,4002472,4008836,AGAP000067,X,1035905,1037155
AALB006801,X,1968882,1971928,-1,AATE007402,KI421896,867824,870863,AGAP001047,X,20424066,20427902
AALB006617,X,4428769,4430002,-1,AATE014011,KI421898,3586717,3589607,AGAP000091,X,1532552,1534866
AALB006697,X,3348536,3349210,1,AATE017697,KI421896,2198046,2200063,AGAP000392,X,7190193,7191535
AALB003294,X,10091119,10092566,1,AATE002042,KI421884,504585,505064,AGAP012107,3L,37745207,37746664
AALB003294,X,10091119,10092566,1,AATE002042,KI421884,504585,505064,AGAP011076,3L,16303999,16304695
AALB006428,X,6425638,6426372,-1,,,,,AGAP000132,X,2083769,2084444
AALB007696,X,9362324,9364769,1,AATE001740,KI421896,3181156,3183934,AGAP000137,X,2108015,2110819
AALB006532,X,5429805,5430419,-1,AATE018249,KI421895,168148,168753,AGAP000605,X,10822501,10823703
AALB006775,X,2128008,2132249,1,AATE000997,KI421896,2738879,2745052,,,,
AALB007723,X,9628761,9635749,1,AATE014205,KI421896,2383873,2390080,AGAP000243,X,4524427,4528734
AALB007760,X,10936768,10939416,1,AATE020486,KI421896,1022000,1023760,AGAP000118,X,1937074,1938427
AALB007760,X,10936768,10939416,1,AATE020486,KI421896,1022000,1023760,AGAP006572,2L,34197256,34197923
AALB007731,X,9719794,9723349,1,AATE012355,KI421898,543967,559586,AGAP000185,X,3032330,3045852
AALB014581,X,5154259,5163295,1,,,,,,,,
AALB007784,X,10665565,10669073,-1,AATE000116,KI422040,12259,13770,AGAP000733,X,13412128,13413801
AALB006347,X,7771143,7772906,-1,AATE007833,KI421889,5635185,5636661,AGAP001314,2R,2874535,2875630
AALB006719,X,3033081,3039994,1,AATE017943,KI421898,636875,650082,AGAP000898,X,16961686,16977498
AALB006398,X,6805053,6830517,1,AATE009068,KI421895,2252807,2263906,AGAP000222,X,4133151,4163649
AALB014615,X,783819,784300,-1,,,,,,,,
AALB015066,X,2410627,2410705,1,,,,,,,,
AALB006588,X,4602789,4607519,1,AATE001687,KI421895,3394633,3397267,AGAP000211,X,3480446,3482704
AALB007662,X,8964514,8966019,1,AATE004884,KI421907,1632773,1633660,AGAP000439,X,7768368,7769746
AALB006407,X,6642417,6651574,-1,AATE005058,KI421895,3511038,3527132,AGAP013397,X,6063203,6066834
AALB006922,X,380045,381029,-1,,,,,,,,
AALB006410,X,6569682,6571259,1,AATE006470,KI421896,116963,124588,AGAP013476,X,5934317,5936196
AALB006283,X,8455890,8457822,1,AATE017957,KI421895,3228703,3232761,AGAP000179,X,2992904,2997011
AALB006346,X,7778482,7788890,-1,AATE011504,KI421895,3042322,3051262,AGAP000099,X,1609322,1620721
AALB006434,X,6396199,6397657,-1,AATE017590,KI421919,21006,23160,AGAP000832,X,15378924,15383302
AALB006689,X,3380067,3390288,-1,AATE007872,KI421926,124411,129254,AGAP001004,X,19057427,19061021
AALB006629,X,4272163,4277370,-1,AATE014495,KI421898,3768427,3775427,AGAP000078,X,1264727,1266777
AALB006546,X,5201906,5216468,1,AATE020471,KI422028,11990,38363,AGAP000032,X,408841,425073
AALB006439,X,6372716,6377169,-1,AATE015551,KI421896,4094394,4097989,AGAP000549,X,9839687,9843870
AALB006303,X,8341967,8348568,-1,AATE013006,KI421898,2126182,2150160,AGAP000703,X,12597182,12610383
AALB006650,X,3958286,3967441,-1,AATE009369,KI421887,4937008,4941234,AGAP000520,X,9291162,9297115
AALB006548,X,5178442,5178735,-1,,,,,,,,
AALB007752,X,11108515,11113087,1,,,,,,,,
AALB006767,X,2310229,2311565,-1,AATE002603,KI421918,444463,445807,AGAP012432,UNKN,465890,466427
AALB006788,X,2023073,2032543,1,AATE004528,KI421895,3988950,4009901,AGAP000561,X,9946097,9963268
AALB006659,X,3903973,3910746,-1,AATE011780,KI421907,1535655,1540157,AGAP000467,X,8075013,8087489
AALB006659,X,3903973,3910746,-1,AATE012206,AXCP01008924,1203,3074,AGAP000467,X,8075013,8087489
AALB006396,X,6968092,6969457,1,AATE002569,KI421895,2466944,2471780,,,,
AALB006575,X,4822555,4829156,-1,AATE019877,KI421907,1422401,1430720,AGAP000453,X,7904010,7913810
AALB003316,X,10247043,10254393,1,AATE009218,KI421896,2184509,2190355,AGAP013009,X,7206188,7213763
AALB006470,X,6060861,6065985,-1,AATE007338,KI421895,426667,430100,AGAP000429,X,7638218,7644733
AALB006344,X,7796254,7800162,-1,AATE000873,KI421895,3069815,3075241,AGAP000097,X,1574720,1576305
AALB007714,X,9556133,9565379,1,AATE020511,KI421907,1506004,1514435,AGAP000463,X,8024673,8035855
AALB006948,X,15226,15488,1,,,,,AGAP000693,X,12440533,12441132
AALB006780,X,2064684,2069336,1,AATE010644,KI421896,2661726,2669089,AGAP000142,X,2170814,2177965
AALB014589,X,4278049,4278603,1,,,,,,,,
AALB006618,X,4417685,4424440,1,AATE019112,KI421898,3594898,3602820,AGAP000090,X,1521813,1527249
AALB006736,X,2857846,2858547,1,,,,,AGAP013440,X,13736818,13737299
AALB014711,X,10620469,10621195,-1,,,,,,,,
AALB014708,X,10860247,10870023,-1,,,,,,,,
AALB006928,X,348133,350777,1,AATE013484,KI421919,57829,61958,AGAP000327,X,5751978,5755535
AALB006545,X,5222909,5227309,1,AATE015233,KI422050,1061,8928,AGAP000033,X,432496,439671
AALB014707,X,10919512,10919907,-1,,,,,,,,
AALB006359,X,7571011,7571386,1,,,,,,,,
AALB006757,X,2526639,2531895,-1,AATE016804,KI421907,1634142,1641606,AGAP000440,X,7772090,7780456
AALB006506,X,5731141,5732729,-1,AATE016954,KI421896,4331493,4333003,AGAP000230,X,4332624,4333934
AALB015507,X,9292799,9294423,1,AATE001120,KI421920,326009,327535,AGAP013490,X,1459302,1460959
AALB006726,X,2948972,2950198,-1,AATE015114,KI421895,4263630,4265016,AGAP000739,X,13489256,13490740
AALB007674,X,9057639,9062350,-1,AATE019686,KI421898,2855206,2867562,AGAP004896,2L,5501708,5504831
AALB006898,X,652906,656911,1,AATE011831,KI421907,1343114,1348434,AGAP006388,2L,31043506,31047651
AALB007717,X,9586016,9588577,1,AATE015625,KI421896,2359520,2363973,AGAP000769,X,13845732,13852853
AALB006327,X,7981046,7984423,-1,AATE010015,KI421895,4193384,4216656,AGAP000731,X,13371220,13377313
AALB007657,X,8936858,8939453,-1,AATE000362,KI421895,2408244,2437987,AGAP013147,X,14355393,14361143
AALB007657,X,8936858,8939453,-1,AATE000362,KI421895,2408244,2437987,AGAP000789,X,14362710,14366014
AALB007657,X,8936858,8939453,-1,AATE019954,KI422235,4181,5457,AGAP013147,X,14355393,14361143
AALB007657,X,8936858,8939453,-1,AATE019954,KI422235,4181,5457,AGAP000789,X,14362710,14366014
AALB007657,X,8936858,8939453,-1,AATE009803,KI421895,2202394,2204759,AGAP013147,X,14355393,14361143
AALB007657,X,8936858,8939453,-1,AATE009803,KI421895,2202394,2204759,AGAP000789,X,14362710,14366014
AALB007657,X,8936858,8939453,-1,AATE009709,KI421895,2800844,2817058,AGAP013147,X,14355393,14361143
AALB007657,X,8936858,8939453,-1,AATE009709,KI421895,2800844,2817058,AGAP000789,X,14362710,14366014
AALB007657,X,8936858,8939453,-1,AATE004409,KI421895,2818219,2825935,AGAP013147,X,14355393,14361143
AALB007657,X,8936858,8939453,-1,AATE004409,KI421895,2818219,2825935,AGAP000789,X,14362710,14366014
AALB007749,X,11173693,11177261,-1,AATE008593,KI421907,144448,146009,AGAP000055,X,894175,898770
AALB006419,X,6499976,6515743,1,AATE015925,KI421896,1869140,1893058,AGAP000123,X,2001189,2014165
AALB003325,X,10399048,10403453,-1,AATE016220,KI421895,2847169,2857507,AGAP000941,X,18244403,18251267
AALB007745,X,11282615,11283559,-1,,,,,,,,
AALB006616,X,4431495,4433685,1,AATE017458,KI421898,3580079,3581729,AGAP000092,X,1537681,1539215
AALB006490,X,5926091,5928468,-1,AATE003983,KI421898,598655,599863,AGAP000757,X,13765206,13766963
AALB006454,X,6239963,6243946,-1,AATE001371,KI421895,3297451,3301155,AGAP000529,X,9483283,9488015
AALB007666,X,8986203,8994084,1,,,,,,,,
AALB006720,X,3020286,3024273,-1,AATE010080,KI421896,96041,97846,AGAP000341,X,5898219,5899477
AALB006405,X,6700866,6702715,-1,AATE013285,KI421895,3584232,3588402,AGAP000347,X,6135743,6139283
AALB006903,X,624886,626539,1,AATE015333,KI421896,1209488,1212845,AGAP000421,X,7554571,7561857
AALB006903,X,624886,626539,1,AATE015333,KI421896,1209488,1212845,AGAP011534,3L,26893430,26896048
AALB006903,X,624886,626539,1,AATE017970,KI421894,1112339,1115257,AGAP000421,X,7554571,7561857
AALB006903,X,624886,626539,1,AATE017970,KI421894,1112339,1115257,AGAP011534,3L,26893430,26896048
AALB014885,X,12314265,12314958,1,,,,,,,,
AALB006790,X,2015256,2018689,-1,AATE004509,KI421898,825933,829178,AGAP000269,X,4978232,4981700
AALB006560,X,4929513,4938667,-1,AATE011314,KI421895,526523,538097,AGAP000893,X,16803740,16812325
AALB003698,X,11855992,11858536,1,AATE015772,KI421896,1973121,1976096,AGAP000883,X,16712626,16715100
AALB007699,X,9372739,9375129,-1,AATE016049,KI421896,601086,604685,AGAP000251,X,4601136,4604672
AALB007677,X,9067710,9072057,1,,,,,,,,
AALB006881,X,986462,995094,-1,AATE019972,KI421907,550195,554082,,,,
AALB006298,X,8391778,8393456,-1,,,,,,,,
AALB003293,X,10084716,10085839,-1,,,,,AGAP000498,X,8762002,8764579
AALB006626,X,4280153,4286556,-1,AATE020883,KI421898,3607559,3613975,AGAP000247,X,4570338,4586224
AALB006869,X,1173250,1174259,-1,,,,,,,,
AALB003285,X,10005646,10006732,-1,AATE017622,KI421896,725304,728173,AGAP000820,X,15282061,15283387
AALB006718,X,3041921,3044287,-1,AATE020982,KI421896,1983088,1985780,AGAP000897,X,16954635,16956590
AALB007700,X,9375829,9378560,1,AATE016042,KI421896,1465925,1468608,AGAP001037,X,19938332,19941402
AALB003706,X,11989522,11989888,-1,,,,,,,,
AALB014624,X,23882,24363,1,,,,,,,,
AALB006319,X,8061089,8068393,-1,AATE013205,KI421919,332232,341416,AGAP000307,X,5433339,5444836
AALB007734,X,9744070,9752753,1,AATE001529,KI421896,1615140,1622594,AGAP000622,X,11240599,11252784
AALB006530,X,5484319,5485059,1,AATE011508,KI421895,113112,114254,AGAP000603,X,10719350,10720140
AALB006819,X,1699822,1704651,-1,AATE005528,KI421907,322373,327613,AGAP000189,X,3084792,3090951
AALB006819,X,1699822,1704651,-1,AATE005528,KI421907,322373,327613,AGAP028457,2L,31880080,31882953
AALB006737,X,2852042,2857578,-1,AATE019498,KI421898,611380,616849,AGAP000754,X,13740179,13748423
AALB007783,X,10669915,10672890,1,AATE002482,KI421896,2754188,2761702,AGAP000149,X,2338747,2346372
AALB015831,X,5896693,5898228,-1,AATE001391,KI421919,350499,352211,AGAP000310,X,5468373,5469640
AALB006494,X,5880466,5886760,1,AATE017423,KI421896,4100937,4108481,AGAP000550,X,9846923,9854196
AALB003320,X,10305158,10306011,-1,AATE011669,KI421889,898107,899420,AGAP003737,2R,42767485,42768614
AALB006275,X,8505112,8513877,-1,,,,,,,,
AALB014610,X,1980613,1980973,-1,,,,,,,,
AALB014702,X,9652749,9653392,-1,,,,,,,,
AALB006591,X,4581772,4583764,1,AATE004555,KI421895,2877608,2881408,AGAP000620,X,11229218,11231403
AALB006288,X,8431799,8438161,-1,AATE014702,KI421895,3251364,3256268,AGAP000184,X,3012698,3021784
AALB006360,X,7557946,7560961,1,AATE014872,KI421972,66465,71316,AGAP000671,X,11847967,11853440
AALB006893,X,707975,718064,-1,AATE006920,KI421898,55607,67472,AGAP000708,X,12682362,12698181
AALB006639,X,4138772,4141339,1,AATE008268,KI421898,3934188,3944777,AGAP007278,X,1091287,1097023
AALB006763,X,2326964,2329843,1,AATE017128,KI421895,675338,678671,,,,
AALB006713,X,3156808,3159899,-1,AATE013203,KI421906,573772,575097,AGAP002773,2R,26955106,27016799
AALB006713,X,3156808,3159899,-1,AATE000855,KI421906,578729,586849,AGAP002773,2R,26955106,27016799
AALB006387,X,7319980,7326152,-1,AATE017047,KI421896,1813146,1816983,AGAP013520,X,12767186,12769138
AALB006381,X,7361367,7363244,-1,AATE005137,KI421895,1985995,1987200,AGAP000967,X,18569272,18570787
AALB006318,X,8071090,8072040,1,AATE009039,KI421919,305361,309490,AGAP000304,X,5401645,5405666
AALB014363,X,11873416,11873926,-1,,,,,,,,
AALB006331,X,7892914,7894080,-1,AATE004539,KI421898,560167,561318,AGAP000890,X,16762946,16764551
AALB007777,X,10719638,10726739,-1,AATE021144,KI421895,3840811,3850042,AGAP006455,2L,32340716,32341589
AALB007777,X,10719638,10726739,-1,AATE021144,KI421895,3840811,3850042,AGAP000042,X,528363,534266
AALB007777,X,10719638,10726739,-1,AATE002579,KI421886,1701317,1703341,AGAP006455,2L,32340716,32341589
AALB007777,X,10719638,10726739,-1,AATE002579,KI421886,1701317,1703341,AGAP000042,X,528363,534266
AALB014593,X,3672520,3673254,1,,,,,,,,
AALB006878,X,1039633,1047692,-1,AATE011158,KI421907,479210,488107,AGAP000194,X,3190903,3200783
AALB006313,X,8171445,8172999,-1,AATE018169,KI421943,33032,35116,,,,
AALB006664,X,3681608,3691649,-1,AATE018011,KI421907,756882,762625,AGAP000875,X,16526579,16535047
AALB006664,X,3681608,3691649,-1,AATE000335,KI421907,764021,767848,AGAP000875,X,16526579,16535047
AALB003295,X,10092881,10096648,1,AATE014563,KI421895,3754278,3756363,AGAP028166,3L,21387632,21388417
AALB007780,X,10692394,10693751,-1,AATE007047,KI421895,3185804,3188775,AGAP000047,X,752557,754633
AALB006797,X,1977949,1979906,1,,,,,,,,
AALB006691,X,3375254,3375700,-1,AATE009232,KI421926,142673,144913,AGAP000997,X,18996231,18997417
AALB006424,X,6439822,6447640,1,AATE008220,KI421898,25182,35492,AGAP000275,X,5008876,5020582
AALB006799,X,1974780,1976571,1,AATE009560,KI422213,905,11631,AGAP001046,X,20392220,20415876
AALB007748,X,11200839,11214848,-1,,,,,AGAP000054,X,850501,891167
AALB006486,X,5962419,5964514,1,,,,,,,,
AALB006882,X,986705,988428,1,,,,,AGAP000199,X,3259796,3264654
AALB006415,X,6533155,6542654,-1,AATE016215,KI421919,406311,411255,AGAP000281,X,5045651,5068835
AALB006826,X,1645720,1654942,-1,,,,,AGAP000037,X,461137,472416
AALB006710,X,3214722,3219657,-1,AATE016900,KI421896,3655102,3661787,AGAP000107,X,1754563,1759112
AALB006636,X,4226412,4227700,1,AATE013063,KI421898,3824834,3827432,AGAP013127,X,1205360,1206634
AALB007651,X,8885202,8886494,1,,,,,,,,
AALB006286,X,8442489,8444777,1,AATE012360,KI421895,3242328,3245399,AGAP000182,X,3006198,3008379
AALB006554,X,5122975,5123649,-1,AATE009094,KI421920,194105,199749,AGAP000316,X,5542940,5544636
AALB007757,X,10974207,10986786,1,AATE005256,KI421898,686917,702734,AGAP000659,X,11733475,11747287
AALB014696,X,8792351,8792530,-1,,,,,,,,
AALB007751,X,11141371,11143014,1,AATE002063,KI421898,170161,192619,AGAP012451,UNKN,2642148,2643305
AALB006740,X,2815603,2820740,-1,AATE012791,KI421896,2523934,2543115,AGAP000906,X,17099581,17107525
AALB006657,X,3915452,3927727,1,AATE016467,KI421896,22994,28770,AGAP000829,X,15355731,15364742
AALB014603,X,2950543,2953061,-1,,,,,,,,
AALB006702,X,3325752,3327235,-1,AATE007139,KI421896,3846883,3848570,AGAP000491,X,8681589,8682217
AALB007763,X,10917934,10918452,1,,,,,AGAP000021,X,314467,315701
AALB006363,X,7543683,7545122,1,AATE018218,KI421898,3538365,3539771,AGAP006891,2L,39426797,39428212
AALB006363,X,7543683,7545122,1,AATE018218,KI421898,3538365,3539771,AGAP000794,X,14441808,14444177
AALB006602,X,4515852,4516764,1,AATE006728,KI421907,1553802,1556591,AGAP000470,X,8105206,8110152
AALB014600,X,3223616,3228341,1,,,,,,,,
AALB006946,X,21033,23658,1,AATE010211,KI421898,2296742,2297287,AGAP000690,X,12430903,12431759
AALB014613,X,1020924,1025904,-1,,,,,,,,
AALB006568,X,4866835,4870233,-1,AATE001857,KI421896,1268241,1272120,AGAP001034,X,19832541,19834953
AALB006831,X,1592944,1603851,-1,AATE020851,KI421895,3902801,3918766,AGAP000567,X,10043203,10071070
AALB006906,X,582193,601405,1,AATE010832,KI421898,264676,280734,AGAP000017,X,212901,233685
AALB015525,X,1060668,1063017,-1,AATE002634,KI421907,448505,452239,AGAP000193,X,3181145,3184530
AALB007746,X,11238139,11241913,-1,,,,,,,,
AALB006352,X,7674892,7678752,-1,AATE002650,KI421907,74138,78938,AGAP000061,X,954969,961877
AALB006349,X,7755641,7757802,1,AATE019429,KI422065,8627,15551,AGAP001493,X,1646371,1647834
AALB007648,X,8857218,8862228,-1,AATE019392,KI421896,1912453,1934791,,,,
AALB006781,X,2053462,2063051,-1,AATE006024,KI421896,2652556,2659530,AGAP000141,X,2158496,2166394
AALB003699,X,11903592,11910591,1,AATE013516,KI421895,3206058,3216907,AGAP000048,X,779762,787862
AALB006843,X,1436220,1437773,-1,AATE000800,KI421898,2027719,2029197,AGAP000878,X,16635818,16636981
AALB007733,X,9741427,9743213,-1,AATE009256,KI421906,541436,543361,AGAP002778,2R,27047795,27049627
AALB014616,X,736361,737664,-1,,,,,,,,
AALB014606,X,2506481,2507452,-1,,,,,,,,
AALB006325,X,8015110,8016378,-1,,,,,,,,
AALB006539,X,5262123,5264834,-1,AATE020732,KI421896,2267991,2275569,AGAP000386,X,7083142,7096399
AALB006539,X,5262123,5264834,-1,AATE012852,AXCP01008819,1,5113,AGAP000386,X,7083142,7096399
AALB006444,X,6347011,6350717,1,AATE015377,KI421898,1110174,1114027,AGAP000539,X,9649892,9653790
AALB006861,X,1219928,1223528,-1,,,,,,,,
AALB006651,X,3953643,3957136,1,AATE018298,KI421907,1310066,1311430,AGAP000372,X,6807763,6813322
AALB006651,X,3953643,3957136,1,AATE001633,KI421907,1313691,1315181,AGAP000372,X,6807763,6813322
AALB006397,X,6958329,6958855,1,AATE002569,KI421895,2466944,2471780,,,,
AALB006914,X,492800,498203,1,AATE017027,KI421898,3531401,3536959,AGAP013289,X,14447354,14456147
AALB006935,X,283340,286966,1,AATE005799,KI421919,165000,168407,AGAP000985,X,18918716,18924434
AALB007704,X,9462008,9470006,1,AATE011724,KI421896,889821,898113,AGAP000668,X,11832305,11837951
AALB006293,X,8410324,8411898,-1,AATE002783,KI421884,565174,567377,AGAP008153,3R,6237569,6239315
AALB006416,X,6531655,6532606,1,AATE014122,KI421919,341877,343600,AGAP000308,X,5447851,5449889
AALB006386,X,7326346,7328277,1,AATE000549,KI421896,1817146,1826079,AGAP013409,X,12762561,12764534
AALB006907,X,571660,581243,-1,,,,,,,,
AALB007707,X,9497605,9498023,-1,AATE013980,KI421896,923122,929200,,,,
AALB006354,X,7656280,7658379,1,AATE019182,KI421907,53132,55471,AGAP000063,X,980089,983261
AALB006900,X,640140,645758,-1,AATE014271,KI421907,1366034,1369216,AGAP013258,X,4895939,4898713
AALB006707,X,3239081,3248345,-1,AATE002869,KI421896,3692767,3707794,AGAP000113,X,1805859,1816077
AALB006925,X,355869,356804,-1,AATE004167,KI422160,16271,16855,AGAP000324,X,5732642,5734589
AALB003324,X,10354055,10360181,-1,AATE002125,KI421895,2712110,2721508,AGAP000940,X,18135303,18239622
AALB003328,X,10419350,10425378,-1,AATE007173,KI421896,1233980,1241279,AGAP000945,X,18285704,18293666
AALB006332,X,7890253,7890793,1,AATE000857,KI421898,562664,577560,AGAP000889,X,16748348,16758001
AALB006685,X,3414147,3423282,1,AATE010226,KI421907,554819,567438,AGAP000685,X,12160909,12169682
AALB006842,X,1450400,1452263,1,AATE010434,KI421898,2010727,2013103,AGAP000877,X,16619141,16621269
AALB006511,X,5691682,5692095,1,AATE002798,KI421896,4406970,4408719,,,,
AALB007753,X,11102789,11103469,1,,,,,,,,
AALB006785,X,2041722,2043012,-1,,,,,AGAP007841,3R,1841751,1842669
AALB015556,X,8548051,8549089,-1,AATE007485,KI421898,592992,594555,AGAP000761,X,13784275,13785443
AALB006404,X,6705413,6711232,-1,AATE018726,KI421895,3591910,3599168,AGAP000348,X,6141381,6154000
AALB006652,X,3939493,3940820,-1,AATE007167,KI421896,1223612,1225410,AGAP000949,X,18322896,18324357
AALB006584,X,4705169,4705932,-1,AATE010574,KI421967,180273,185813,AGAP000254,X,4773428,4792432
AALB007642,X,8789487,8791211,-1,AATE004157,KI421898,304951,315501,AGAP000354,X,6307404,6318998
AALB006333,X,7876494,7877636,-1,AATE016980,KI421898,607590,609965,AGAP000755,X,13749445,13753936
AALB006722,X,3017811,3019979,-1,,,,,AGAP000340,X,5890502,5892255
AALB006852,X,1308839,1309672,1,AATE001290,KI421898,3208871,3241208,AGAP000804,X,14745061,14749716
AALB006585,X,4640845,4642757,1,,,,,AGAP013046,X,4687819,4688934
AALB006735,X,2858606,2859385,1,,,,,AGAP000752,X,13735945,13736706
AALB006936,X,281016,282819,-1,AATE016722,KI421899,3387004,3388493,AGAP012228,3L,39155289,39156368
AALB006936,X,281016,282819,-1,AATE012364,KI421919,171523,173413,AGAP012228,3L,39155289,39156368
AALB006784,X,2043448,2044015,1,,,,,AGAP013093,X,18805428,18806393
AALB006804,X,1944509,1944685,1,,,,,,,,
AALB007675,X,9064555,9066126,1,AATE020992,KI421896,4090451,4092691,AGAP000547,X,9831843,9834114
AALB006909,X,563170,564841,1,,,,,,,,
AALB006466,X,6109274,6112256,1,AATE009380,KI421896,2089903,2092755,AGAP000744,X,13623925,13626564
AALB006273,X,8518984,8521333,-1,AATE019030,KI421896,1827785,1841129,AGAP000713,X,12726946,12743043
AALB006440,X,6373281,6374087,1,AATE000965,KI421896,4090872,4096379,AGAP000548,X,9838280,9839504
AALB006864,X,1203426,1209810,1,AATE018114,KI421918,358676,376425,AGAP000776,X,13917965,13927924
AALB007797,X,10580587,10584959,1,AATE005968,KI421898,932419,937070,AGAP000413,X,7395054,7400773
AALB015830,X,5892489,5896025,-1,AATE001238,KI421896,4116029,4119552,AGAP000552,X,9865446,9869766
AALB006345,X,7793731,7795706,-1,AATE018199,KI421895,3067560,3069395,AGAP000098,X,1578806,1580422
AALB007644,X,8798749,8813813,1,AATE005521,KI421896,3491976,3502694,AGAP000595,X,10645005,10653152
AALB006509,X,5702316,5703906,1,,,,,,,,
AALB006357,X,7577539,7588675,-1,AATE020810,KI421940,65347,78173,AGAP000205,X,3395897,3424545
AALB006308,X,8241557,8243822,1,AATE017417,KI421895,2088520,2097785,AGAP000973,X,18649631,18659609
AALB007636,X,8760022,8760943,-1,AATE014477,KI422117,32881,35084,AGAP001042,X,20063115,20064156
AALB006356,X,7622888,7625166,-1,AATE001893,KI421940,114287,116773,,,,
AALB003334,X,10473486,10481855,-1,AATE011308,KI421919,175847,184484,AGAP000984,X,18904974,18913038
AALB014621,X,508103,509020,1,,,,,,,,
AALB006830,X,1605287,1606132,1,AATE007852,KI421895,3925678,3928947,AGAP000566,X,10037064,10038839
AALB007702,X,9425407,9426955,-1,AATE000352,KI421896,1396332,1399889,AGAP000473,X,8188246,8190883
AALB006421,X,6473341,6474868,1,AATE005119,KI421891,5768698,5769890,AGAP005909,2L,23605197,23606218
AALB006378,X,7368138,7380211,1,AATE002526,KI421891,2882666,2896550,AGAP005526,2L,16617187,16634182
AALB006899,X,650448,652712,-1,AATE014685,KI421898,885048,887094,AGAP000261,X,4919509,4921419
AALB006529,X,5485932,5490977,1,AATE012020,KI421895,106167,112799,AGAP000602,X,10709824,10717506
AALB006762,X,2346469,2351614,-1,AATE006534,KI421895,702406,727304,AGAP000974,X,18736744,18770916
AALB006326,X,8005968,8014471,-1,,,,,AGAP000728,X,13239846,13249547
AALB006886,X,818313,819681,1,AATE016198,KI421895,1355522,1373101,AGAP001012,X,19361656,19362964
AALB006886,X,818313,819681,1,AATE011933,KI422126,19467,20704,AGAP001012,X,19361656,19362964
AALB006715,X,3087167,3089893,-1,,,,,,,,
AALB006690,X,3372847,3379503,1,AATE004201,KI421926,137729,143488,AGAP000998,X,19000322,19100511
AALB006952,X,5678,6238,1,AATE018992,KI421898,2270043,2284225,AGAP013437,X,12450966,12451681
AALB006422,X,6460413,6470786,1,AATE009719,KI421896,1633833,1641665,AGAP001052,X,20969559,21116865
AALB003305,X,10169761,10171113,-1,AATE011039,KI421896,1198182,1200075,,,,
AALB007646,X,8840525,8845541,-1,AATE005672,KI421896,1906229,1910536,AGAP000592,X,10595978,10604125
AALB015506,X,9295104,9296905,1,AATE001120,KI421920,326009,327535,AGAP013490,X,1459302,1460959
AALB007768,X,10889360,10889752,1,AATE010795,KI421888,7678335,7679589,AGAP000515,X,9111112,9111880
AALB007768,X,10889360,10889752,1,AATE010795,KI421888,7678335,7679589,AGAP000516,X,9114570,9115737
AALB006875,X,1114731,1115901,1,AATE002956,KI421907,364341,378141,,,,
AALB006513,X,5675635,5683002,1,AATE010406,KI421896,4419947,4423733,AGAP000234,X,4388904,4408998
AALB006628,X,4278741,4280189,1,AATE011338,KI421898,3605896,3607730,AGAP000246,X,4567668,4569131
AALB006800,X,1972605,1974082,1,AATE002273,KI421900,1613044,1615272,AGAP004208,2R,51869977,51871422
AALB006285,X,8445266,8447171,-1,AATE020775,KI421895,3240055,3242336,AGAP000181,X,3003900,3005691
AALB007775,X,10782763,10784540,1,AATE020139,KI421896,2245593,2249878,AGAP000388,X,7118528,7120376
AALB003304,X,10160500,10167218,-1,AATE005273,KI421896,1200800,1209490,AGAP000629,X,11320151,11323879
AALB003304,X,10160500,10167218,-1,AATE005273,KI421896,1200800,1209490,AGAP013491,X,11307447,11308273
AALB006731,X,2866572,2871662,-1,AATE015072,KI421918,422925,434995,AGAP000512,X,9067175,9086241
AALB007672,X,9046092,9047348,1,AATE003077,KI421898,2877271,2879569,AGAP009012,3R,23537793,23539141
AALB007742,X,9773188,9775627,-1,AATE001894,KI421903,911977,916975,AGAP001653,2R,7320004,7323349
AALB007742,X,9773188,9775627,-1,AATE015340,KI421895,2940856,2944194,AGAP001653,2R,7320004,7323349
AALB003317,X,10256505,10263645,1,AATE014374,KI421898,1067868,1070822,AGAP000535,X,9590751,9594805
AALB006476,X,6021932,6024960,-1,AATE008898,KI421895,2134991,2137807,AGAP000784,X,14272803,14275118
AALB006353,X,7660174,7663575,-1,AATE009201,KI421907,59017,62556,AGAP000062,X,965551,978390
AALB015073,X,8928301,8928378,-1,,,,,,,,
AALB006896,X,680520,686424,1,AATE017428,KI421896,3964271,3982124,,,,
AALB007676,X,9066683,9067021,-1,,,,,AGAP000546,X,9828179,9829456
AALB006817,X,1707833,1708786,-1,AATE004842,KI421896,1627543,1628535,AGAP011729,3L,32595068,32615939
AALB006586,X,4610866,4615934,-1,AATE015344,KI421895,3400186,3409508,AGAP000214,X,3484493,3493483
AALB006489,X,5929418,5931614,1,AATE011614,KI421896,489031,492074,AGAP000220,X,4089326,4094219
AALB006456,X,6228006,6232052,1,AATE011814,KI421895,3280391,3283920,AGAP000526,X,9460831,9469965
AALB006549,X,5164113,5165585,1,AATE012728,KI421927,220397,221869,AGAP000028,X,357391,364560
AALB006711,X,3214048,3214855,1,,,,,,,,
