"alb_id";"alb_chr";"alb_start";"alb_end";"alb_strand";"atr_id";"atr_chr";"atr_start";"atr_end";"atr_strand";"gam_id";"gam_chr";"gam_start";"gam_end";"gam_strand";"sin_id";"sin_chr";"sin_start";"sin_end";"sin_strand"
"AALB008808";"2R";21689225;21690523;1;"AATE010502";"3R";107749873;107752224;1;"AGAP001919";"2R";36352284;36354266;1;"ASIC008172";"3R";55997116;55997568;1
"AALB008813";"2R";21618395;21619974;1;"AATE014546";"3R";107674450;107678538;1;"AGAP001913";"2R";36275670;36278220;1;"ASIC008160";"3R";55926589;55926665;1
"AALB002989";"2R";46904961;46907257;1;"AATE021045";"3R";159094870;159099833;-1;"AGAP004531";"2R";81684081;81685360;-1;"ASIC021904";"3R";61931479;61931577;1
"AALB002690";"2R";22446457;22448561;-1;"AATE014189";"3R";108519974;108522363;-1;"AGAP001343";"2R";27586339;27599573;-1;"ASIC008251";"3R";56753130;56753381;-1
"AALB001680";"2L";95159717;95161199;-1;"AATE007388";"2R";41731025;41732650;-1;"AGAP009130";"3R";161459967;161461443;1;"ASIC015790";"2R";28273162;28273287;-1
"AALB010588";"3R";117958863;117967585;-1;"AATE008551";"3L";162276572;162281882;-1;"AGAP011227";"3L";207751756;207757547;-1;"ASIC012737";"3L";63880479;63881267;-1
"AALB010585";"3R";117819507;117820597;1;"AATE009306";"3L";162091191;162092276;1;"AGAP011220";"3L";207597571;207598957;1;"ASIC012715";"3L";63688945;63689047;1
"AALB006528";"X";5494720;5495094;1;"AATE016009";"X";4597650;4598003;-1;"AGAP013348";"X";10699414;10700449;-1;"ASIC006345";"X";7776981;7777322;1
"AALB015563";"3R";125311623;125315443;1;"AATE003801";"3L";164463367;164467580;1;"AGAP011464";"3L";213086031;213089973;-1;"ASIC015492";"3L";70823407;70823507;1
"AALB005415";"3L";159965524;159970137;1;"AATE012987";"3L";168132691;168143160;-1;"AGAP005006";"2L";93480126;93484353;1;"ASIC005069";"3L";65030106;65030180;-1
"AALB006635";"X";4228436;4232026;-1;"AATE016997";"X";11437422;11442535;-1;"AGAP000074";"X";1207398;1210353;-1;"ASIC005126";"X";235800;237280;1
"AALB009769";"3R";104706109;104707308;-1;"AATE017462";"3L";186554666;186556202;-1;"AGAP012029";"3L";224802432;224803632;-1;"ASIC005101";"3L";65339817;65340683;-1
"AALB000810";"2L";75194016;75195207;1;"AATE003630";"2R";28076230;28077818;1;"AGAP009787";"3R";178307702;178309159;-1;"ASIC017225";"2R";22676799;22676831;1
"AALB003779";"3R";102586014;102589950;-1;"AATE012236";"3L";169165079;169166716;1;"AGAP028038";"3L";223699742;223700979;-1;"ASIC018028";"3L";78288036;78288122;-1
"AALB006592";"X";4579067;4581289;-1;"AATE010993";"X";7378087;7380633;1;"AGAP000621";"X";11233957;11236530;1;"ASIC005208";"X";1230414;1230872;-1
"AALB001411";"2L";100193795;100197710;1;"AATE007162";"2R";16614626;16621141;-1;"AGAP007920";"3R";137834978;137842174;1;"ASIC007430";"2R";13167798;13168052;-1
"AALB007650";"X";8882418;8883803;-1;"AATE008229";"X";15188770;15191303;1;"AGAP000704";"X";12622062;12623732;-1;"ASIC009669";"X";3590296;3590347;1
"AALB000646";"2L";77814529;77815989;1;"AATE006395";"2R";40759085;40760394;1;"AGAP028017";"3R";162708844;162710218;-1;"ASIC015874";"2R";27246145;27246221;1
"AALB015761";"2L";76065979;76067775;1;"AATE010640";"2R";36229563;36231690;1;"AGAP008772";"3R";152408601;152410295;-1;"ASIC006608";"2R";18430913;18432412;-1
"AALB004845";"3L";152686926;152687789;-1;"AATE018438";"2L";71017344;71018579;1;"AGAP006134";"2L";112743856;112744658;-1;"ASIC019893";"2L";51919143;51919418;1
"AALB000625";"2L";78264088;78265728;-1;"AATE014148";"2R";21829615;21831452;-1;"AGAP009852";"3R";179367284;179368423;-1;"ASIC014577";"2R";19534645;19534689;1
"AALB009686";"2R";37540474;37540938;1;"AATE018239";"3R";118012544;118012987;1;"AGAP002604";"2R";48085224;48086020;-1;"ASIC021865";"3R";61741947;61742390;1
"AALB006855";"X";1288346;1289712;1;"AATE002819";"X";12077395;12080192;-1;"AGAP000807";"X";14803452;14825980;-1;"ASIC020463";"X";5311444;5311580;1
"AALB010580";"3R";117785690;117790771;1;"AATE003381";"3L";162052703;162055151;1;"AGAP011216";"3L";207559966;207561770;1;"ASIC012706";"3L";63649126;63650402;1
"AALB010761";"3R";120903404;120906056;1;"AATE019911";"3L";184423007;184425886;-1;"AGAP012139";"3L";226118844;226120637;-1;"ASIC019313";"3L";74840219;74840344;-1
"AALB009820";"3R";105197865;105198491;-1;"AATE002581";"3L";164502235;164502858;1;"AGAP028413";"3L";213060444;213061064;-1;"ASIC015497";"3L";70852400;70853008;1
"AALB004874";"3L";153131789;153134728;-1;"AATE005882";"2L";76718975;76726873;-1;"AGAP005161";"2L";96484128;96489264;1;"ASIC012331";"2L";42436116;42438835;-1
"AALB010346";"3R";114379942;114380741;-1;"AATE001487";"3L";168616017;168616727;-1;"AGAP011416";"3L";212171948;212172664;1;"ASIC017956";"3L";78839284;78839343;1
"AALB008638";"2R";59328019;59341003;-1;"AATE014202";"3R";149910489;149924799;-1;"AGAP004144";"2R";74972753;74985151;-1;"ASIC021809";"3R";61292254;61292373;1
"AALB006039";"3L";167417921;167419300;1;"AATE018260";"2L";81581014;81582369;-1;"AGAP005414";"2L";101010951;101012922;-1;"ASIC016276";"2L";34325331;34326701;-1
"AALB004679";"3L";149660765;149661760;1;"AATE006515";"2L";65107281;65108252;1;"AGAP006214";"2L";114131625;114132563;-1;"ASIC018895";"2L";48486310;48487272;1
"AALB001369";"2L";100719819;100721834;-1;"AATE001118";"2R";16146370;16149327;1;"AGAP007909";"3R";137690783;137692123;-1;"ASIC007407";"2R";12710330;12712105;1
"AALB006099";"3L";168094193;168095141;-1;"AATE013503";"2L";90798941;90800794;1;"AGAP005772";"2L";106100268;106102185;1;"ASIC018469";"2L";39971170;39971890;-1
"AALB009778";"3R";104812480;104812992;-1;"AATE003341";"3L";186713133;186713696;-1;"AGAP012042";"3L";224947952;224948966;-1;"ASIC004973";"3L";65503979;65504542;-1
"AALB001884";"2L";92285550;92290647;1;"AATE018262";"2R";54264892;54271381;1;"AGAP009637";"3R";172411094;172418334;1;"ASIC017205";"2R";21341678;21341803;1
"AALB006816";"X";1709789;1713301;-1;"AATE015238";"X";13882900;13886656;-1;"AGAP000861";"X";15861007;15868268;-1;"ASIC016948";"X";10115194;10115310;1
"AALB006950";"X";10139;11335;1;"AATE011475";"X";12972260;12974981;-1;"AGAP000695";"X";12443351;12444668;-1;"ASIC009501";"X";2671606;2671707;1
"AALB003092";"2R";48860523;48870256;1;"AATE016788";"3R";118063359;118072020;1;"AGAP002597";"2R";48023400;48030846;-1;"ASIC021936";"3R";59949625;59949944;1
"AALB001332";"2L";101207261;101213845;-1;"AATE017886";"2R";17206419;17212138;-1;"AGAP009538";"3R";170629542;170634250;1;"ASIC007171";"2R";13742654;13742976;-1
"AALB000755";"2L";76239876;76241028;-1;"AATE001981";"2R";36465948;36466901;-1;"AGAP008765";"3R";152234587;152235504;1;"ASIC006592";"2R";18288993;18289946;1
"AALB006917";"X";466059;466890;-1;"AATE000652";"X";1545382;1548414;1;"AGAP000477";"X";8293985;8359883;1;"ASIC017042";"X";11036062;11036143;1
"AALB004230";"3L";142230290;142238584;-1;"AATE011515";"2L";62749992;62754399;1;"AGAP005575";"2L";103012053;103016148;-1;"ASIC018830";"2L";46158164;46158216;1
"AALB006794";"X";1989878;1992477;1;"AATE007781";"X";5139273;5143334;1;"AGAP000434";"X";7701644;7706535;-1;"ASIC006338";"X";7103913;7104000;-1
"AALB007342";"3L";137887571;137889407;1;"AATE000868";"2L";89094445;89096405;1;"AGAP005007";"2L";93488564;93490402;-1;"ASIC016516";"2L";38338915;38339028;-1
"AALB003208";"3L";138966934;138969028;-1;"AATE019944";"2L";83618290;83621221;-1;"AGAP005189";"2L";97821632;97824537;-1;"ASIC018956";"2L";45629076;45629645;1
"AALB006663";"X";3753318;3758303;-1;"AATE007603";"X";10385947;10389157;1;"AGAP000874";"X";16431518;16435201;1;"ASIC009627";"X";1545771;1546627;-1
"AALB004467";"3L";146359670;146360344;-1;"AATE006645";"2L";68895993;68900039;-1;"AGAP005801";"2L";106867715;106869319;1;"ASIC016404";"2L";35228413;35229084;-1
"AALB001196";"2L";68051014;68051843;1;"AATE012479";"2R";45764647;45765705;1;"AGAP008828";"3R";154117612;154118683;-1;"ASIC008583";"2R";28565553;28565736;-1
"AALB008824";"2R";21556392;21560024;1;"AATE020320";"3R";107612641;107616005;1;"AGAP001897";"2R";36204786;36208085;1;"ASIC008343";"3R";55861920;55864702;1
"AALB010394";"3R";114805115;114808821;1;"AATE016604";"3L";186189619;186193580;-1;"AGAP010587";"3L";194662864;194666350;1;"ASIC017924";"3L";79357392;79357515;1
"AALB010173";"3R";111578243;111579822;1;"AATE005638";"3L";183072625;183074084;-1;"AGAP010622";"3L";195470412;195471724;-1;"ASIC019371";"3L";73658413;73658661;-1
"AALB009316";"2R";14947464;14948834;-1;"AATE001151";"3R";103678535;103680985;1;"AGAP001127";"2R";24769113;24771756;1;"ASIC011563";"3R";53385607;53386986;-1
"AALB002011";"2L";90410239;90411700;1;"AATE005496";"2R";54428821;54431026;-1;"AGAP008621";"3R";148742174;148744141;1;"ASIC017269";"2R";21498521;21498614;-1
"AALB001003";"2L";72015618;72018328;-1;"AATE018022";"2R";26406379;26409403;1;"AGAP008387";"3R";145260481;145263024;1;"ASIC017569";"2R";25828022;25828408;-1
"AALB015494";"3R";106257409;106279855;1;"AATE021692";"3L";183491217;183519051;1;"AGAP011070";"3L";204355716;204377839;-1;"ASIC019463";"3L";74050903;74053530;1
"AALB007442";"3R";128926135;128927367;-1;"AATE019811";"3L";175404825;175406012;1;"AGAP012120";"3L";225951069;225952283;-1;"ASIC019352";"3L";75087648;75088799;-1
"AALB001667";"2L";95861192;95865370;1;"AATE013312";"2R";19386433;19393693;-1;"AGAP009416";"3R";167521067;167522245;1;"ASIC007397";"2R";15807973;15808151;-1
"AALB000131";"2L";87522975;87524091;1;"AATE001157";"2R";29835361;29841899;-1;"AGAP009709";"3R";174302374;174307260;-1;"ASIC022020";"2R";24644268;24644495;1
"AALB006927";"X";350991;351996;-1;"AATE011345";"X";15729794;15730991;-1;"AGAP000326";"X";5748669;5749740;1;"ASIC007644";"X";11586054;11586926;1
"AALB003845";"3R";103560184;103560918;-1;"AATE008918";"3L";167006728;167007444;1;"AGAP011615";"3L";217985942;217986759;1;"ASIC017535";"3L";67111349;67112062;1
"AALB004518";"3L";147470328;147472511;-1;"AATE001940";"2L";71997546;72001255;-1;"AGAP007349";"2L";131664377;131670356;-1;"ASIC019720";"2L";52908048;52908444;-1
"AALB000727";"2L";76602395;76603825;1;"AATE014143";"2R";49055845;49062438;-1;"AGAP009613";"3R";172026706;172027605;-1;"ASIC006886";"2R";32921197;32921569;1
"AALB006862";"X";1219333;1219714;1;"AATE005918";"X";756656;765147;1;"AGAP000299";"X";5327170;5337482;1;"ASIC020376";"X";4901265;4901386;1
"AALB007769";"X";10885440;10887123;-1;"AATE009750";"X";13467196;13469453;-1;"AGAP011684";"3L";219470450;219471448;1;"ASIC009638";"X";1454081;1454167;-1
"AALB006155";"3L";168896725;168897628;-1;"AATE004420";"2L";95537012;95538071;-1;"AGAP006074";"2L";111774051;111807936;-1;"ASIC019032";"2L";44378322;44378540;1
"AALB002940";"2R";63309065;63311903;-1;"AATE020830";"2R";58747942;58751158;-1;"AGAP010282";"3R";187053514;187058225;1;"ASIC013461";"2R";33529332;33529368;-1
"AALB015683";"2R";57464418;57465398;-1;"AATE001370";"3R";150412563;150413341;1;"AGAP004382";"2R";79763604;79764501;-1;"ASIC021751";"3R";60800544;60800630;-1
"AALB004500";"3L";147203713;147212467;1;"AATE018484";"2L";71705056;71707228;1;"AGAP006646";"2L";121326304;121327952;1;"ASIC019665";"2L";52612324;52613358;1
"AALB000767";"2L";76064925;76065587;-1;"AATE020479";"2R";36224792;36229004;-1;"AGAP008774";"3R";152411703;152412790;1;"ASIC006609";"2R";18432989;18433816;1
"AALB003800";"3R";102828572;102829248;1;"AATE016218";"3L";168866277;168867766;-1;"AGAP012415";"3L";229942613;229943377;-1;"ASIC017992";"3L";78587385;78587679;1
"AALB000519";"2L";80509295;80516470;1;"AATE006507";"2R";20988345;20992007;1;"AGAP010787";"3L";198464495;198468921;-1;"ASIC014610";"2R";20420406;20423308;-1
"AALB006627";"X";4282601;4284484;1;"AATE011020";"X";11651351;11653240;-1;"AGAP000248";"X";4572839;4574704;1;"ASIC005163";"X";36007;36852;-1
"AALB010829";"3R";121920868;121922037;1;"AATE005503";"2L";73545875;73548787;-1;"AGAP011775";"3L";221251784;221252963;1;"ASIC018520";"2L";39581955;39582146;-1
"AALB007706";"X";9471616;9478174;1;"AATE010948";"X";899466;906099;1;"AGAP000483";"X";8442607;8451330;1;"ASIC007708";"X";12108220;12108322;-1
"AALB005455";"3L";160403297;160404238;-1;"AATE013369";"2L";73112960;73113916;1;"AGAP007542";"2L";133109287;133110240;-1;"ASIC019862";"2L";48842177;48843616;-1
"AALB004173";"3L";141604292;141605224;-1;"AATE013178";"2L";77067369;77069001;-1;"AGAP005313";"2L";99688607;99690426;1;"ASIC012208";"2L";42791598;42791688;1
"AALB003733";"3R";102087048;102088265;-1;"AATE002601";"3L";169797991;169799971;1;"AGAP011895";"3L";222786714;222788246;1;"ASIC018123";"3L";77663715;77663864;-1
"AALB005451";"3L";160332005;160339638;1;"AATE005336";"2L";73178951;73201531;-1;"AGAP007538";"2L";133025755;133041613;1;"ASIC019858";"2L";48918435;48918977;-1
"AALB009873";"3R";105956340;105957686;-1;"AATE021020";"3L";183079472;183081216;-1;"AGAP010624";"3L";195476740;195478350;-1;"ASIC019394";"3L";73663724;73664308;1
"AALB002716";"2R";22236136;22237305;1;"AATE013120";"3R";108274840;108276485;-1;"AGAP001942";"2R";36936813;36938268;-1;"ASIC008215";"3R";56506007;56506068;-1
"AALB009321";"2R";14902230;14903910;-1;"AATE002843";"3R";103736289;103738130;1;"AGAP001136";"2R";24820031;24821734;1;"ASIC011555";"3R";53339706;53339739;-1
"AALB007773";"X";10831497;10833725;-1;"AATE000573";"2R";45767606;45768904;1;"AGAP000719";"X";13067590;13073526;-1;"ASIC008582";"2R";28566197;28567495;1
"AALB010275";"3R";112914758;112916236;1;"AATE019643";"3L";183861359;183864167;-1;"AGAP011061";"3L";203921977;203923102;1;"ASIC019489";"3L";74386154;74386169;-1
"AALB006552";"X";5129787;5139740;1;"AATE017228";"X";15486830;15499103;1;"AGAP000314";"X";5511709;5522791;-1;"ASIC017165";"X";10487824;10488349;-1
"AALB001679";"2L";95162460;95165680;1;"AATE016921";"2R";41707965;41712666;-1;"AGAP009133";"3R";161491423;161493534;1;"ASIC015795";"2R";28248768;28248790;-1
"AALB007739";"X";9767802;9769436;1;"AATE008973";"X";7431991;7433711;1;"AGAP001051";"X";20951119;20953313;1;"ASIC020304";"X";6031927;6032061;1
"AALB010297";"3R";113530019;113533626;1;"AATE007830";"3L";167737567;167746511;1;"AGAP011648";"3L";218903068;218905365;1;"ASIC005071";"3L";64215837;64215939;1
"AALB003206";"3L";138907580;138908969;1;"AATE003466";"2L";83549878;83551250;1;"AGAP005185";"2L";97719120;97720473;1;"ASIC019216";"2L";45698431;45698526;-1
"AALB006417";"X";6527727;6530459;-1;"AATE012817";"X";618357;621515;-1;"AGAP000814";"X";14915762;14918629;1;"ASIC004477";"X";4696815;4696964;-1
"AALB007094";"3R";128487505;128498702;1;"AATE012000";"3L";186883126;186890704;1;"AGAP011737";"3L";220779227;220836723;-1;"ASIC005000";"3L";65682891;65682917;1
"AALB007087";"3R";128354751;128356605;-1;"AATE000888";"3L";186734797;186736954;-1;"AGAP012047";"3L";224970049;224979681;-1;"ASIC004979";"3L";65528785;65529490;1
"AALB005754";"3L";163950797;163951662;-1;"AATE020911";"2L";72227671;72235588;1;"AGAP007383";"2L";131891366;131892080;1;"ASIC019692";"2L";49946306;49946615;-1
"AALB002281";"2R";31494389;31499222;-1;"AATE019869";"3R";114634054;114639056;-1;"AGAP002781";"2R";51308960;51313892;1;"ASIC012534";"3R";59310011;59310213;1
"AALB007729";"X";9694361;9709465;1;"AATE017079";"X";1323423;1332456;-1;"AGAP001035";"X";19923244;19929520;-1;"ASIC017120";"X";10781250;10781370;-1
"AALB006901";"X";634634;639582;1;"AATE000895";"X";9862297;9869460;1;"AGAP000256";"X";4900441;4905540;-1;"ASIC006219";"X";8287349;8287611;1
"AALB006874";"X";1125658;1129312;1;"AATE008369";"X";10876529;10879652;1;"AGAP000190";"X";3120259;3158051;1;"ASIC020371";"X";6559230;6559505;-1
"AALB006107";"3L";168143405;168149165;1;"AATE014503";"2L";90735381;90737102;-1;"AGAP005762";"2L";106011747;106021888;-1;"ASIC018455";"2L";40047032;40047126;1
"AALB007737";"X";9759458;9760932;1;"AATE003856";"X";1214530;1217234;1;"AGAP000992";"X";18978097;18979392;1;"ASIC017146";"X";10635797;10636412;1
"AALB009428";"2R";13572557;13578503;1;"AATE014732";"3R";105090616;105096931;-1;"AGAP001141";"2R";24836525;24842206;1;"ASIC011481";"3R";54710995;54712260;-1
"AALB009984";"3R";107869433;107870888;-1;"AATE009520";"3L";185547150;185552348;1;"AGAP012261";"3L";227638465;227640095;-1;"ASIC017863";"3L";79847286;79847528;-1
"AALB006649";"X";3978130;3984844;-1;"AATE012799";"X";10481623;10490290;-1;"AGAP000519";"X";9215504;9266532;1;"ASIC009449";"X";3048322;3048456;1
"AALB006706";"X";3235870;3260111;1;"AATE017200";"X";3721914;3726413;1;"AGAP000112";"X";1798381;1835932;1;"ASIC016999";"X";9666360;9666640;1
"AALB015527";"X";1053227;1058272;-1;"AATE007038";"X";10765166;10770434;-1;"AGAP010414";"3L";191071101;191084686;-1;"ASIC020381";"X";6667251;6667482;1
"AALB001484";"2L";99167101;99167799;-1;"AATE009883";"2R";26277971;26278978;1;"AGAP008374";"3R";145131321;145132124;1;"ASIC013614";"2R";30898252;30898489;1
"AALB010805";"3R";121638559;121640532;1;"AATE013936";"3L";163986712;163988847;-1;"AGAP012159";"3L";226236124;226236954;1;"ASIC015367";"3L";69616303;69616332;1
"AALB002209";"2R";32643807;32645265;1;"AATE011619";"3R";106654540;106656811;-1;"AGAP001810";"2R";35095975;35098522;-1;"ASIC008255";"3R";54933499;54933625;-1
"AALB004713";"3L";150171462;150181333;1;"AATE004493";"2L";73303576;73311335;1;"AGAP007530";"2L";132905306;132912565;-1;"ASIC019844";"2L";49028937;49029215;1
"AALB000102";"2L";88258761;88264834;-1;"AATE007242";"2R";28957148;28959831;1;"AGAP009737";"3R";177072208;177074629;-1;"ASIC022112";"2R";23672418;23672480;1
"AALB009206";"2R";16126557;16136614;-1;"AATE004517";"3R";105235572;105237128;-1;"AGAP001279";"2R";26472081;26477297;-1;"ASIC011510";"3R";54853180;54854733;-1
"AALB004505";"3L";147225186;147234906;1;"AATE006743";"2L";71730095;71746232;1;"AGAP006652";"2L";121355930;121367652;1;"ASIC019598";"2L";52635348;52636023;1
"AALB001331";"2L";101214597;101214923;-1;"AATE005556";"2R";17213510;17213836;-1;"AGAP009537";"3R";170625307;170627312;1;"ASIC007171";"2R";13742654;13742976;-1
"AALB004190";"3L";141806019;141806516;-1;"AATE016460";"2L";77270672;77271455;-1;"AGAP005109";"2L";95874977;95875864;-1;"ASIC012226";"2L";42995913;42996089;-1
"AALB007041";"3R";127819740;127821642;1;"AATE010243";"3L";179420938;179423114;-1;"AGAP011174";"3L";206348777;206350581;-1;"ASIC004781";"3L";67948966;67949022;1
"AALB006662";"X";3888235;3893317;1;"AATE007017";"X";13655488;13672047;-1;"AGAP000380";"X";6905029;6928907;-1;"ASIC009715";"X";3207846;3208063;1
"AALB009877";"3R";105990098;105990854;1;"AATE019433";"3L";183123505;183134552;1;"AGAP010629";"3L";195741295;195752030;1;"ASIC019418";"3L";73702573;73702724;1
"AALB007658";"X";8939570;8943539;1;"AATE018720";"X";6691819;6694570;-1;"AGAP000788";"X";14351163;14354721;-1;"ASIC005214";"X";671814;671930;-1
"AALB002189";"2R";33049051;33052804;1;"AATE018846";"3R";109026977;109032165;-1;"AGAP001985";"2R";37410441;37433819;-1;"ASIC004567";"3R";57025698;57025865;-1
"AALB002908";"2R";63041836;63046506;-1;"AATE001145";"3R";161241853;161268080;-1;"AGAP004664";"2R";84665380;84676607;-1;"ASIC010884";"3R";62662140;62662337;-1
"AALB010139";"3R";110717514;110719575;-1;"AATE013554";"3L";171724819;171728821;1;"AGAP012061";"3L";225308940;225309976;-1;"ASIC018269";"3L";76542485;76542584;-1
"AALB006278";"X";8479010;8492236;-1;"AATE018866";"X";10943572;10954189;1;"AGAP000175";"X";2943798;2950913;1;"ASIC020355";"X";6474125;6474316;1
"AALB004879";"3L";153161890;153162945;1;"AATE020537";"2L";76752822;76754408;1;"AGAP005158";"2L";96440922;96442334;-1;"ASIC012335";"2L";42466994;42467023;1
"AALB002705";"2R";22315293;22319045;-1;"AATE009110";"3R";108373673;108378645;-1;"AGAP001954";"2R";37051987;37055849;-1;"ASIC008227";"3R";56606056;56606104;-1
"AALB001478";"2L";99235331;99245508;1;"AATE018903";"2R";26182918;26195113;-1;"AGAP008360";"3R";145047128;145063431;-1;"ASIC013596";"2R";30781346;30781710;-1
"AALB002992";"2R";46953638;46954833;1;"AATE016431";"3R";159047862;159049243;-1;"AGAP004528";"2R";81647340;81648309;-1;"ASIC021920";"3R";61997851;61998117;1
"AALB006744";"X";2755365;2758080;1;"AATE008154";"X";12423935;12426476;-1;"AGAP000587";"X";10498796;10500896;1;"ASIC007590";"X";11341798;11342992;-1
"AALB006637";"X";4182720;4189585;-1;"AATE008442";"X";11374568;11386725;-1;"AGAP000073";"X";1160877;1165193;-1;"ASIC005121";"X";277750;277814;1
"AALB010219";"3R";112349464;112350723;-1;"AATE008100";"3L";176742780;176744595;-1;"AGAP010548";"3L";194288789;194290089;-1;"ASIC015470";"3L";68280427;68280484;1
"AALB009764";"3R";104694937;104696524;-1;"AATE009015";"3L";186538983;186540089;-1;"AGAP028148";"3L";224782855;224784060;-1;"ASIC017943";"3L";79097676;79098080;1
"AALB001964";"2L";90995020;90996535;1;"AATE005498";"2R";20007624;20010904;-1;"AGAP009329";"3R";166292446;166454097;1;"ASIC006759";"2R";16449975;16450172;-1
"AALB015759";"X";6082575;6092620;1;"AATE011329";"X";2066150;2068000;1;"AGAP000745";"X";13656841;13668016;-1;"ASIC009528";"X";2503557;2503619;-1
"AALB003757";"3R";102383561;102385461;1;"AATE000531";"X";14090445;14092230;-1;"AGAP002221";"2R";41958795;41960599;-1;"ASIC016965";"X";9913342;9913516;-1
"AALB001939";"2L";91282559;91283811;-1;"AATE008741";"2R";21841501;21842650;1;"AGAP009858";"3R";179379181;179380444;1;"ASIC014584";"2R";19523474;19524377;-1
"AALB005109";"3L";156263928;156270689;1;"AATE013774";"2L";73944004;73955863;-1;"AGAP007423";"2L";132233351;132237545;1;"ASIC019745";"2L";49640541;49640617;-1
"AALB015564";"3R";125302806;125304614;1;"AATE008230";"3L";164460337;164462775;1;"AGAP028626";"3L";213091516;213093490;-1;"ASIC015491";"3L";70819487;70819542;1
"AALB009779";"3R";104814531;104816904;1;"AATE011795";"3L";186716415;186717839;1;"AGAP012044";"3L";224951416;224952740;1;"ASIC004976";"3L";65513287;65514182;1
"AALB004369";"3L";144476642;144478343;-1;"AATE019882";"2L";101252427;101254927;1;"AGAP005210";"2L";98029364;98031207;1;"ASIC018654";"2L";40436375;40436531;1
"AALB003094";"2R";48910147;48911566;-1;"AATE017094";"3R";118112093;118123330;-1;"AGAP002596";"2R";47977412;47978666;1;"ASIC021943";"3R";60020895;60021213;-1
"AALB001652";"2L";96519609;96520924;1;"AATE005061";"2R";18719778;18721591;-1;"AGAP009439";"3R";168511739;168513222;1;"ASIC007355";"2R";15225655;15225729;-1
"AALB003307";"X";10190029;10191618;1;"AATE004062";"X";1174248;1177248;-1;"AGAP000633";"X";11369793;11372923;1;"ASIC007671";"X";11765314;11765330;1
"AALB010368";"3R";114581155;114583299;-1;"AATE019248";"3L";170246076;170251293;-1;"AGAP011849";"3L";222154403;222156414;1;"ASIC018174";"3L";77218327;77218708;1
"AALB010086";"3R";109504500;109506607;1;"AATE000715";"3L";181070676;181072003;-1;"AGAP012301";"3L";228037762;228039081;1;"ASIC017803";"3L";80270085;80270202;1
"AALB003901";"3R";130449917;130454807;-1;"AATE007145";"3L";197583233;197587140;-1;"AGAP010402";"3L";190835403;190836756;-1;"ASIC013915";"3L";62970076;62970353;1
"AALB002688";"2R";22469685;22471683;-1;"AATE007738";"3R";108547251;108550013;-1;"AGAP001344";"2R";27612860;27625151;-1;"ASIC008254";"3R";56770205;56770404;-1
"AALB001552";"2L";98490617;98492010;-1;"AATE007384";"3R";131972807;131982502;1;"AGAP001863";"2R";35842401;35844631;1;"ASIC008287";"3R";55536758;55536770;1
"AALB008000";"2L";66242765;66243419;-1;"AATE005265";"3R";149909214;149910470;1;"AGAP013209";"2R";74971356;74972684;1;"ASIC021810";"3R";61308413;61309693;-1
"AALB009708";"2R";37946135;37949623;1;"AATE008863";"3R";159384717;159396550;-1;"AGAP004573";"2R";81966167;81979390;-1;"ASIC021717";"3R";59774188;59774391;1
"AALB003727";"3R";102052309;102059190;1;"AATE004247";"3L";169834905;169840481;-1;"AGAP011888";"3L";222747804;222752383;1;"ASIC018134";"3L";77623278;77623396;1
"AALB002282";"2R";31488339;31492309;1;"AATE000309";"3R";114626820;114631268;1;"AGAP013378";"2R";51316700;51318015;-1;"ASIC012535";"3R";59321856;59322000;-1
"AALB001606";"2L";97466141;97470364;-1;"AATE007259";"2R";17801265;17819086;1;"AGAP009500";"3R";169787795;169789397;-1;"ASIC007248";"2R";14335372;14335432;1
"AALB006185";"3L";169295014;169296345;-1;"AATE014799";"2L";96267242;96268174;1;"AGAP006734";"2L";123092698;123093630;-1;"ASIC019139";"2L";43610378;43611304;-1
"AALB009419";"2R";13617826;13619006;1;"AATE016436";"3R";105046961;105048438;-1;"AGAP001154";"2R";24883510;24884731;1;"ASIC011467";"3R";54667224;54667304;-1
"AALB001733";"2L";94337122;94343774;1;"AATE018653";"2R";37883711;37890335;-1;"AGAP008412";"3R";145518124;145529083;-1;"ASIC006441";"2R";16901967;16902551;1
"AALB008836";"2R";21435658;21437412;-1;"AATE003852";"3R";107476449;107478174;-1;"AGAP001880";"2R";36059968;36061609;-1;"ASIC008315";"3R";55735846;55735879;-1
"AALB001144";"2L";69035618;69040582;-1;"AATE002590";"2R";20980428;20981273;1;"AGAP009901";"3R";180194203;180195187;1;"ASIC014607";"2R";20431443;20431538;-1
"AALB010737";"3R";120328002;120332741;1;"AATE002577";"3L";174152582;174156649;1;"AGAP010653";"3L";196132106;196135148;-1;"ASIC014491";"3L";73016285;73016341;-1
"AALB001912";"2L";91710691;91711464;1;"AATE019565";"2R";31475436;31475921;1;"AGAP013713";"3R";139867332;139868600;1;"ASIC006971";"2R";32087658;32088638;-1
"AALB003789";"3R";102735059;102736833;-1;"AATE012025";"3L";168993917;168995635;1;"AGAP012378";"3L";229422645;229424054;-1;"ASIC018006";"3L";78461690;78463402;-1
"AALB008833";"2R";21466795;21468678;-1;"AATE008821";"3R";107508141;107516013;-1;"AGAP001882";"2R";36093695;36095767;-1;"ASIC008318";"3R";55770493;55770510;-1
"AALB006551";"X";5145018;5148306;1;"AATE013372";"X";15504813;15530466;1;"AGAP000313";"X";5495763;5503866;-1;"ASIC017166";"X";10465658;10465963;-1
