orthology group;albimanus genes and  coordinates;;;;;atroparvus genes and  coordinates;;;;;gambiae genes and  coordinates;;;;;stephensi Indian genes and  coordinates;;;;
MZ22512954;AALB009509;alb-e2;538249;541684;-;AATE010428;atr-e2;21477421;21479152;-;AGAP003265;gam-e2;34606145;34607753;-;ASTEI10676;stI-e2;45147667;45149049;+
MZ22512956;AALB008247;alb-e2;30223706;30229756;-;AATE015898;atr-e2;47858543;47864056;+;AGAP003934;gam-e2;46532070;46537664;-;ASTEI00947;stI-e2;39537622;39545630;+
MZ22512959;AALB003605;alb-e2;39782817;39785535;+;AATE000053;atr-e2;35274085;35274924;+;AGAP013122;gam-e2;4784074;4785282;-;ASTEI03622;stI-e2;25087601;25088677;+
MZ22512965;AALB002666;alb-e2;10515553;10517945;+;AATE014896;atr-e2;5644630;5647226;+;AGAP001964;gam-e2;12971258;12973402;+;ASTEI00309;stI-e2;13399326;13401297;-
MZ22512971;AALB009689;alb-e2;25333710;25335371;-;AATE011336;atr-e2;14005016;14006569;-;AGAP002601;gam-e2;23818836;23820416;+;ASTEI04074;stI-e2;8253053;8254627;-
MZ22512989;AALB008391;alb-e2;27687024;27691400;-;AATE008561;atr-e2;40825822;40829679;+;AGAP013482;gam-e2;52002707;52006145;+;ASTEI03694;stI-e2;23289995;23296439;+
MZ22513011;AALB009484;alb-e2;838815;841562;-;AATE008326;atr-e2;21916593;21919267;-;AGAP002903;gam-e2;29124103;29126818;-;ASTEI00078;stI-e2;17128006;17130204;-
MZ22513014;AALB008160;alb-e2;31243848;31245038;-;AATE014902;atr-e2;7954039;7955268;-;AGAP003903;gam-e2;45768320;45770159;+;ASTEI00833;stI-e2;41303042;41303956;-
MZ22513061;AALB008433;alb-e2;26953227;26955715;-;AATE007982;atr-e2;42271376;42290070;+;AGAP013267;gam-e2;30163522;30177469;+;ASTEI00513;stI-e2;33578772;33590303;+
MZ22513081;AALB002949;alb-e2;33704706;33709872;+;AATE010708;atr-e2;28045587;28051275;-;AGAP002444;gam-e2;21477474;21489405;+;ASTEI00727;stI-e2;43385110;43395485;+
MZ22513096;AALB002261;alb-e2;22423056;22424856;-;AATE007596;atr-e2;6903266;6905216;+;AGAP002423;gam-e2;21086838;21088551;+;ASTEI00751;stI-e2;42885122;42886857;+
MZ22513102;AALB002671;alb-e2;10399044;10400186;+;AATE008620;atr-e2;5530300;5533583;+;AGAP001959;gam-e2;12841068;12843396;+;ASTEI03649;stI-e2;24638805;24639920;-
MZ22513109;AALB002684;alb-e2;10282701;10286499;-;AATE006105;atr-e2;5385037;5392479;-;AGAP001348;gam-e2;3384346;3388160;-;ASTEI07503;stI-e2;26517584;26521089;+
MZ22513112;AALB008668;alb-e2;46025980;46027661;-;AATE010522;atr-e2;12262770;12264654;+;AGAP002683;gam-e2;25609516;25611208;-;ASTEI03216;stI-e2;6692891;6694563;+
MZ22513142;AALB002374;alb-e2;15119249;15123063;-;AATE015926;atr-e2;49547923;49550930;-;AGAP002925;gam-e2;29677839;29681139;-;ASTEI00055;stI-e2;17647261;17648970;-
MZ22513168;AALB003148;alb-e2;36983213;36985673;+;AATE002950;atr-e2;32890091;32903926;-;AGAP003794;gam-e2;43360964;43385406;-;ASTEI00881;stI-e2;40611034;40619892;-
MZ22513173;AALB009190;alb-e2;4367563;4368672;-;AATE017927;atr-e2;2467611;2468720;-;AGAP001299;gam-e2;2654313;2656352;-;ASTEI05783;stI-e2;2527718;2528827;-
MZ22513183;AALB009582;alb-e2;24027471;24028739;+;AATE014026;atr-e2;15613797;15616656;+;AGAP001318;gam-e2;2979491;2982024;+;ASTEI05767;stI-e2;2826487;2827751;+
MZ22513189;AALB002790;alb-e2;37953600;37962972;-;AATE010381;atr-e2;16050231;16060554;+;AGAP003893;gam-e2;45636131;45675450;-;ASTEI00824;stI-e2;41450911;41454475;+
MZ22513193;AALB003180;alb-e2;37706739;37708264;-;AATE003986;atr-e2;37558920;37561751;+;AGAP004297;gam-e2;54160060;54162508;+;ASTEI00644;stI-e2;36572729;36574332;+
MZ22513199;AALB009656;alb-e2;24751363;24755580;+;AATE013296;atr-e2;44381422;44385412;-;AGAP002235;gam-e2;17971008;18005899;-;ASTEI03428;stI-e2;28644778;28649175;+
MZ22513209;AALB008830;alb-e2;9306628;9317864;-;AATE000444;atr-e2;4350502;4364599;-;AGAP001886;gam-e2;11888995;11894017;-;ASTEI08734;stI-e2;27581278;27585862;+
MZ22513211;AALB002760;alb-e2;38283684;38285520;+;AATE017042;atr-e2;34834168;34836438;-;AGAP003688;gam-e2;42038792;42041600;-;ASTEI07455;stI-e2;48474952;48476918;-
MZ22513215;AALB009540;alb-e2;156076;157309;-;AATE006009;atr-e2;20808141;20809202;-;AGAP003214;gam-e2;33994341;33995700;-;ASTEI00006;stI-e2;18407110;18408345;-
MZ22513221;AALB008836;alb-e2;9242826;9244580;-;AATE003852;atr-e2;4279430;4281155;-;AGAP001880;gam-e2;11805627;11807268;-;ASTEI08741;stI-e2;27658598;27660205;+
MZ22513234;AALB009545;alb-e2;75239;78520;-;AATE009368;atr-e2;20702079;20705322;-;AGAP003207;gam-e2;33885423;33887223;-;ASTEI00383;stI-e2;31241670;31243261;+
MZ22513237;AALB008383;alb-e2;27780012;27781379;+;AATE001280;atr-e2;13506595;13508264;-;AGAP002626;gam-e2;24326828;24328465;+;ASTEI04101;stI-e2;7820289;7821657;-
MZ22513243;AALB008227;alb-e2;30430182;30435706;+;AATE015957;atr-e2;14990658;15002278;-;AGAP002564;gam-e2;22874863;22892403;+;ASTEI10732;stI-e2;9121436;9127199;-
MZ22513254;AALB002302;alb-e2;23120201;23129427;-;AATE006952;atr-e2;20446507;20467960;-;AGAP001435;gam-e2;4948689;4992698;-;ASTEI03631;stI-e2;24895454;24914732;+
MZ22513259;AALB002610;alb-e2;11497816;11501219;-;AATE010452;atr-e2;17867179;17869690;-;AGAP002110;gam-e2;15742126;15743771;-;ASTEI00414;stI-e2;31835787;31837593;-
MZ22513268;AALB002246;alb-e2;22176698;22184736;+;AATE000721;atr-e2;43086488;43088440;-;AGAP002147;gam-e2;16422205;16424324;+;ASTEI00545;stI-e2;34193130;34195079;+
MZ22513276;AALB009230;alb-e2;3742521;3744614;-;AATE019955;atr-e2;8494021;8496274;+;AGAP001506;gam-e2;5698131;5700330;-;ASTEI05714;stI-e2;3446089;3447612;-
MZ22513293;AALB008453;alb-e2;26519291;26521105;+;AATE008437;atr-e2;7142298;7181047;-;AGAP002431;gam-e2;21309978;21325380;-;ASTEI00740;stI-e2;43182957;43186770;-
MZ22513295;AALB003163;alb-e2;37264890;37266215;-;AATE015870;atr-e2;32584610;32586089;+;AGAP004451;gam-e2;56364927;56366452;+;ASTEI04908;stI-e2;49314210;49315569;+
MZ22513309;AALB003344;alb-e2;44132469;44142977;-;AATE006139;atr-e2;38450074;38451390;+;AGAP004050;gam-e2;48703664;48792262;-;ASTEI07082;stI-e2;46794753;46799670;+
MZ22513315;AALB003010;alb-e2;34541060;34548005;-;AATE011739;atr-e2;30410400;30424362;-;AGAP001367;gam-e2;3590764;3632244;+;ASTEI07519;stI-e2;26254535;26259266;-
MZ22513334;AALB009480;alb-e2;856302;858356;+;AATE008383;atr-e2;21927890;21938918;+;AGAP002907;gam-e2;29144632;29146768;+;ASTEI00074;stI-e2;17146236;17148303;+
MZ22513340;AALB002324;alb-e2;15808301;15809326;-;AATE008618;atr-e2;34307769;34308776;+;AGAP002831;gam-e2;28086296;28088069;+;ASTEI00432;stI-e2;32152662;32153666;+
MZ22513352;AALB002976;alb-e2;33935010;33936329;+;AATE000471;atr-e2;54475613;54476691;-;AGAP004552;gam-e2;57542706;57544066;-;ASTEI04813;stI-e2;50443212;50445490;-
MZ22513365;AALB009083;alb-e2;5651867;5653214;+;AATE008966;atr-e2;18238669;18239944;-;AGAP002125;gam-e2;16083005;16084485;-;ASTEI03249;stI-e2;30598169;30599522;+
MZ22513370;AALB003003;alb-e2;34284785;34287552;-;AATE005393;atr-e2;30067724;30073376;-;AGAP001370;gam-e2;3840142;3879913;+;ASTEI07523;stI-e2;25995893;26001384;-
MZ22513378;AALB002172;alb-e2;20806860;20807798;-;AATE012940;atr-e2;44644548;44647739;+;AGAP002255;gam-e2;18224487;18225463;+;ASTEI03445;stI-e2;28420366;28421315;-
MZ22513381;AALB002797;alb-e2;37922864;37924787;-;AATE019829;atr-e2;37965251;37967244;+;AGAP004060;gam-e2;49264150;49266607;-;ASTEI07071;stI-e2;46243496;46245430;+
MZ22513406;AALB008541;alb-e2;48017363;48018396;-;AATE008325;atr-e2;42007805;42010593;-;AGAP004255;gam-e2;53327559;53329297;-;ASTEI03657;stI-e2;24403543;24404815;-
MZ22513408;AALB008099;alb-e2;32361019;32362238;-;AATE002655;atr-e2;40040075;40046702;+;AGAP002044;gam-e2;14476578;14477808;+;ASTEI05555;stI-e2;12010591;12011804;-
MZ22513418;AALB009574;alb-e2;23859279;23864032;+;AATE007883;atr-e2;15412525;15414700;+;AGAP002540;gam-e2;22498678;22499919;-;ASTEI07989;stI-e2;9453573;9454788;+
MZ22513443;AALB003158;alb-e2;37167790;37178992;+;AATE016232;atr-e2;32681583;32693792;-;AGAP004453;gam-e2;56483698;56565575;-;ASTEI04902;stI-e2;49433637;49452748;-
MZ22513454;AALB002349;alb-e2;15336446;15347887;-;AATE015879;atr-e2;33636602;33640875;+;AGAP001390;gam-e2;4142242;4145605;+;ASTEI07539;stI-e2;25721700;25724673;-
MZ22513457;AALB003081;alb-e2;35795783;35797566;+;AATE008621;atr-e2;36730453;36731725;+;AGAP003852;gam-e2;44556542;44557651;-;ASTEI00779;stI-e2;42433679;42434901;+
MZ22513475;AALB009052;alb-e2;6424457;6425945;-;AATE018158;atr-e2;47046135;47047521;-;AGAP002348;gam-e2;20506394;20507830;-;ASTEI04339;stI-e2;21064119;21065458;-
MZ22513485;AALB003187;alb-e2;37732855;37734474;+;AATE004627;atr-e2;36611657;36613300;+;AGAP013358;gam-e2;41346821;41348986;+;ASTEI07430;stI-e2;47943791;47945202;+
MZ22513502;AALB008204;alb-e2;30816997;30818614;+;AATE020515;atr-e2;42934698;42937379;-;AGAP002156;gam-e2;16572378;16574313;+;ASTEI00554;stI-e2;34323839;34325346;+
MZ22513520;AALB007229;alb-e2;17541271;17542481;-;AATE000651;atr-e2;51322872;51325173;+;AGAP003521;gam-e2;39106810;39108464;-;ASTEI09343;stI-e2;19427880;19429086;-
MZ22513530;AALB008853;alb-e2;8982773;8985190;+;AATE007757;atr-e2;43265497;43266741;-;AGAP002170;gam-e2;16833608;16834838;-;ASTEI00562;stI-e2;34551076;34552108;-
MZ22513551;AALB009531;alb-e2;203782;205204;+;AATE010841;atr-e2;20873528;20876861;+;AGAP003227;gam-e2;34048328;34049738;-;ASTEI09520;stI-e2;18450593;18452002;-
MZ22513554;AALB007143;alb-e2;16439478;16441061;-;AATE006172;atr-e2;50314088;50325834;-;AGAP002005;gam-e2;13533900;13535451;+;ASTEI00349;stI-e2;12881397;12882910;-
MZ22513564;AALB003034;alb-e2;34863866;34865845;+;AATE004973;atr-e2;11207570;11208838;-;AGAP003744;gam-e2;42821823;42823697;+;ASTEI10234;stI-e2;37250100;37251390;+
MZ22513590;AALB009346;alb-e2;2430773;2432392;-;AATE002813;atr-e2;802706;811192;+;AGAP001231;gam-e2;1730409;1745786;-;ASTEI08067;stI-e2;1634254;1642935;-
MZ22513597;AALB008307;alb-e2;29022461;29026256;-;AATE014851;atr-e2;44059249;44063686;+;AGAP002214;gam-e2;17670600;17674617;+;ASTEI03410;stI-e2;28919350;28923040;-
MZ22513608;AALB002098;alb-e2;19417269;19419048;+;AATE001133;atr-e2;53744667;53748415;-;AGAP002335;gam-e2;20003872;20007544;-;ASTEI00217;stI-e2;14835059;14836805;+
MZ22513650;AALB002999;alb-e2;34167649;34169421;-;AATE020852;atr-e2;8102980;8104179;-;AGAP001374;gam-e2;4001200;4002475;+;ASTEI07527;stI-e2;25869270;25870451;-
MZ22513656;AALB002715;alb-e2;10022606;10023864;-;AATE019966;atr-e2;5076320;5078893;+;AGAP001941;gam-e2;12681098;12682954;+;ASTEI10757;stI-e2;26823822;26825042;-
MZ22513677;AALB009316;alb-e2;2754632;2756002;-;AATE001151;atr-e2;481516;483966;+;AGAP001127;gam-e2;514772;517415;+;ASTEI09946;stI-e2;485235;486650;+
MZ22513711;AALB003519;alb-e2;41158946;41160986;-;AATE008252;atr-e2;12930211;12940521;+;AGAP002645;gam-e2;24944159;24959244;-;ASTEI04122;stI-e2;7278316;7280475;+
MZ22513716;AALB002469;alb-e2;13734718;13738833;+;AATE012573;atr-e2;52586292;52639968;-;AGAP001577;gam-e2;6374968;6432123;+;ASTEI05519;stI-e2;11583524;11587523;-
MZ22513718;AALB008662;alb-e2;46062745;46065830;-;AATE010330;atr-e2;12222365;12225112;+;AGAP002691;gam-e2;25648370;25650479;-;ASTEI03208;stI-e2;6655462;6657505;+
MZ22513721;AALB008659;alb-e2;46085363;46089200;+;AATE017583;atr-e2;16902695;16906855;+;AGAP001624;gam-e2;6980725;6984171;+;ASTEI05479;stI-e2;11012865;11015587;-
MZ22513753;AALB002083;alb-e2;19021770;19023023;-;AATE020269;atr-e2;46205779;46207744;+;AGAP004167;gam-e2;51025316;51026688;+;ASTEI07620;stI-e2;22600294;22601517;+
MZ22513761;AALB009173;alb-e2;4561543;4562733;-;AATE011681;atr-e2;2676191;2677751;-;AGAP002531;gam-e2;22443858;22445411;+;ASTEI07980;stI-e2;9504289;9505513;-
MZ22513779;AALB007283;alb-e2;18338023;18354095;-;AATE013578;atr-e2;34108996;34131045;-;AGAP003400;gam-e2;37363247;37400046;+;ASTEI03380;stI-e2;29427612;29429671;+
MZ22513787;AALB007198;alb-e2;17139858;17142927;+;AATE009410;atr-e2;36177983;36181099;+;AGAP004108;gam-e2;50045071;50046672;-;ASTEI04277;stI-e2;21792937;21794397;-
MZ22513791;AALB008410;alb-e2;27172552;27173871;+;AATE009958;atr-e2;40277991;40279409;-;AGAP002266;gam-e2;18378164;18382530;+;ASTEI03458;stI-e2;28276999;28278291;-
MZ22513835;AALB008827;alb-e2;9331604;9335392;-;AATE005372;atr-e2;4372591;4375050;-;AGAP001891;gam-e2;11913820;11916521;-;ASTEI08730;stI-e2;27562350;27563970;+
MZ22513841;AALB008578;alb-e2;47396557;47398406;-;AATE012523;atr-e2;9271129;9272399;+;AGAP001725;gam-e2;8936529;8938016;+;ASTEI03123;stI-e2;5335231;5336067;+
MZ22513861;AALB009636;alb-e2;24526271;24528183;-;AATE015941;atr-e2;34511753;34513698;-;AGAP003868;gam-e2;44700906;44702814;-;ASTEI00798;stI-e2;42255606;42256205;-
MZ22513878;AALB008162;alb-e2;31237180;31239320;+;AATE001300;atr-e2;7948145;7950224;+;AGAP003905;gam-e2;45774879;45775918;-;ASTEI00835;stI-e2;41296851;41298809;+
MZ22513883;AALB002485;alb-e2;13524960;13526293;+;AATE020440;atr-e2;10963637;10966657;+;AGAP013051;gam-e2;43067943;43069424;-;ASTEI00909;stI-e2;40343504;40345051;-
MZ22513908;AALB008704;alb-e2;45535356;45539575;+;AATE005621;atr-e2;37793157;37796927;-;AGAP004068;gam-e2;49448536;49460589;+;ASTEI07057;stI-e2;46031734;46034412;-
MZ22513924;AALB002788;alb-e2;38000130;38006823;-;AATE012213;atr-e2;35120216;35128308;+;AGAP004331;gam-e2;54670248;54678853;+;ASTEI08661;stI-e2;51820545;51830166;-
MZ22513933;AALB008554;alb-e2;47657095;47658369;+;AATE001936;atr-e2;41711679;41712998;+;AGAP013349;gam-e2;53001700;53002893;+;ASTEI03668;stI-e2;24136124;24137284;+
MZ22513949;AALB009189;alb-e2;4369441;4370649;+;AATE021091;atr-e2;2469188;2471131;+;AGAP013277;gam-e2;2656776;2658264;+;ASTEI05781;stI-e2;2533801;2535017;+
MZ22513958;AALB002291;alb-e2;22768828;22771061;-;AATE013594;atr-e2;10350209;10352693;+;AGAP002791;gam-e2;27319131;27321912;-;ASTEI00373;stI-e2;31075088;31077591;+
MZ22513971;AALB002585;alb-e2;11921865;11925404;-;AATE003096;atr-e2;23692367;23695245;+;AGAP003356;gam-e2;36679515;36681387;+;ASTEI00606;stI-e2;35361666;35363145;-
MZ22513973;AALB002612;alb-e2;11455265;11456632;+;AATE014637;atr-e2;17826991;17828323;+;AGAP002108;gam-e2;15705487;15706852;+;ASTEI00411;stI-e2;31800630;31801961;+
MZ22514016;AALB002802;alb-e2;48596561;48598189;-;AATE000358;atr-e2;37356924;37359587;-;AGAP003670;gam-e2;41551940;41555327;+;ASTEI07436;stI-e2;48141482;48143493;+
MZ22514036;AALB002461;alb-e2;13817700;13819269;-;AATE012580;atr-e2;28821966;28823488;+;AGAP001589;gam-e2;6496847;6498319;-;ASTEI05510;stI-e2;11503378;11504679;+
MZ22514043;AALB009491;alb-e2;730355;732703;-;AATE016509;atr-e2;21774650;21779203;-;AGAP003284;gam-e2;34946464;34949040;-;ASTEI08875;stI-e2;37617362;37621610;-
MZ22514044;AALB009702;alb-e2;25620931;25624834;+;AATE017680;atr-e2;54761539;54765229;-;AGAP013199;gam-e2;57869668;57870711;-;ASTEI04790;stI-e2;50738159;50739202;-
MZ22514046;AALB003362;alb-e2;43540448;43542077;-;AATE000927;atr-e2;39035032;39036975;+;AGAP004031;gam-e2;47973189;47975013;-;ASTEI07395;stI-e2;47514244;47515474;+
MZ22514077;AALB009368;alb-e2;2295652;2299052;+;AATE014327;atr-e2;960473;966851;-;AGAP001208;gam-e2;1564839;1569129;+;ASTEI08046;stI-e2;1481008;1482911;+
MZ22514097;AALB003666;alb-e2;38983063;38986191;+;AATE007752;atr-e2;39731513;39736828;-;AGAP004212;gam-e2;51937245;51941209;-;ASTEI03698;stI-e2;23239576;23243293;-
MZ22514104;AALB009172;alb-e2;4563285;4564480;+;AATE011907;atr-e2;2678409;2679825;+;AGAP002530;gam-e2;22441885;22443241;-;ASTEI07979;stI-e2;9506142;9507228;+
MZ22514107;AALB003425;alb-e2;42377882;42379412;-;AATE007518;atr-e2;47124907;47126391;-;AGAP003129;gam-e2;33004962;33006479;-;ASTEI00245;stI-e2;14518770;14520413;-
MZ22514126;AALB003659;alb-e2;39065207;39071255;-;AATE007688;atr-e2;28960196;28970006;-;AGAP002883;gam-e2;28651850;28663610;-;ASTEI00468;stI-e2;32676102;32686841;-
MZ22514131;AALB002804;alb-e2;48729072;48730639;-;AATE007128;atr-e2;37531820;37533991;+;AGAP003665;gam-e2;41349046;41350378;-;ASTEI07431;stI-e2;47945478;47946758;-
MZ22514136;AALB009233;alb-e2;3734619;3735701;+;AATE004792;atr-e2;8503724;8505573;-;AGAP001501;gam-e2;5689163;5690818;+;ASTEI05718;stI-e2;3437256;3438724;+
MZ22514143;AALB008175;alb-e2;31000557;31008447;-;AATE000321;atr-e2;49818536;49830411;-;AGAP002021;gam-e2;14014496;14021640;+;ASTEI10884;stI-e2;12442121;12443063;-
MZ22514146;AALB002727;alb-e2;9746974;9748191;+;AATE009388;atr-e2;4807904;4809921;+;AGAP001930;gam-e2;12389830;12392626;+;ASTEI10178;stI-e2;27071939;27073174;-
MZ22514168;AALB003645;alb-e2;39210417;39212493;-;AATE014534;atr-e2;27327884;27330449;+;AGAP003316;gam-e2;35839743;35842153;+;ASTEI00915;stI-e2;40199037;40200585;-
MZ22514190;AALB002209;alb-e2;21376790;21378248;-;AATE011619;atr-e2;3457521;3459792;-;AGAP001810;gam-e2;10841634;10844181;-;ASTEI00132;stI-e2;16391122;16392637;+
MZ22514240;AALB009714;alb-e2;25773328;25774710;-;AATE015004;atr-e2;27905051;27906319;+;AGAP013297;gam-e2;21634430;21635740;-;ASTEI00712;stI-e2;43572460;43573740;-
MZ22514246;AALB008264;alb-e2;29826000;29831537;-;AATE004258;atr-e2;44856322;44865689;-;AGAP002083;gam-e2;15086712;15111339;+;ASTEI07912;stI-e2;10135913;10140114;-
MZ22514249;AALB002522;alb-e2;13239672;13240750;-;AATE020412;atr-e2;6444975;6455535;+;AGAP003544;gam-e2;39358298;39359511;-;ASTEI09321;stI-e2;19651851;19652991;-
MZ22514250;AALB002829;alb-e2;48961206;48962893;+;AATE004960;atr-e2;52385357;52387330;+;AGAP013293;gam-e2;37880937;37882672;-;ASTEI09533;stI-e2;18530963;18532288;-
MZ22514295;AALB002673;alb-e2;10376671;10379069;+;AATE015859;atr-e2;5486804;5489725;+;AGAP001450;gam-e2;5232295;5234152;+;ASTEI03647;stI-e2;24658704;24659743;-
MZ22514321;AALB009066;alb-e2;5938116;5950549;-;AATE002600;atr-e2;46526423;46531724;-;AGAP003600;gam-e2;40407412;40425098;-;ASTEI04352;stI-e2;20580782;20585164;-
MZ22514334;AALB002446;alb-e2;14156702;14158183;+;AATE014715;atr-e2;19430930;19436880;-;AGAP001695;gam-e2;8713175;8718042;+;ASTEI03094;stI-e2;5124481;5125800;+
MZ22514335;AALB009724;alb-e2;25927888;25929834;+;AATE007115;atr-e2;27670864;27672764;-;AGAP002466;gam-e2;21828303;21829656;+;ASTEI00705;stI-e2;43796127;43797289;+
MZ22514367;AALB002987;alb-e2;34020526;34021545;+;AATE001586;atr-e2;54374043;54374858;-;AGAP004534;gam-e2;57455807;57457106;-;ASTEI04828;stI-e2;50353079;50354089;-
MZ22514373;AALB009711;alb-e2;25742251;25743603;-;AATE010002;atr-e2;54640099;54641457;+;AGAP013053;gam-e2;57707832;57709766;+;ASTEI04797;stI-e2;50604708;50605982;+
MZ22514378;AALB009419;alb-e2;1424994;1426174;+;AATE016436;atr-e2;1849942;1851419;-;AGAP001154;gam-e2;629169;630390;+;ASTEI09970;stI-e2;597849;599033;+
MZ22514400;AALB007178;alb-e2;16906234;16911454;+;AATE002917;atr-e2;6749434;6753935;+;AGAP002403;gam-e2;20966774;20968437;+;ASTEI08954;stI-e2;45872455;45873465;-
MZ22514408;AALB003396;alb-e2;42837919;42841579;-;AATE007488;atr-e2;34018455;34019646;-;AGAP003420;gam-e2;37510453;37511640;+;ASTEI03363;stI-e2;29515317;29518697;+
MZ22514454;AALB008832;alb-e2;9303951;9305162;-;AATE017761;atr-e2;4322049;4331358;+;AGAP001883;gam-e2;11855014;11857698;+;ASTEI08737;stI-e2;27614064;27615242;-
MZ22514470;AALB002353;alb-e2;15302714;15303910;+;AATE005726;atr-e2;33674485;33676442;-;AGAP001396;gam-e2;4179318;4181072;-;ASTEI07543;stI-e2;25685889;25687087;+
MZ22514491;AALB002306;alb-e2;23179239;23180674;+;AATE000744;atr-e2;20499680;20503859;+;AGAP001442;gam-e2;5057273;5058671;+;ASTEI03635;stI-e2;24847185;24848460;-
MZ22514492;AALB009242;alb-e2;3603383;3604459;-;AATE008520;atr-e2;31427577;31431129;-;AGAP001488;gam-e2;5545461;5555466;-;ASTEI05728;stI-e2;3305992;3307068;-
MZ22514493;AALB009575;alb-e2;23879372;23880627;-;AATE001193;atr-e2;15430684;15432505;-;AGAP002541;gam-e2;22481025;22482829;+;ASTEI07988;stI-e2;9469191;9470595;-
MZ22514511;AALB002279;alb-e2;22519818;22521926;+;AATE015776;atr-e2;10621681;10623763;-;AGAP002779;gam-e2;27051549;27053652;+;ASTEI00018;stI-e2;18227340;18229201;+
MZ22514515;AALB009522;alb-e2;376834;382979;-;AATE001896;atr-e2;21218574;21225547;-;AGAP003238;gam-e2;34321223;34365496;-;ASTEI08929;stI-e2;45419935;45429782;+
MZ22514527;AALB003144;alb-e2;36944430;36947449;+;AATE003400;atr-e2;32963405;32966593;-;AGAP003798;gam-e2;43442880;43444955;-;ASTEI00877;stI-e2;40674990;40676942;-
MZ22514540;AALB007126;alb-e2;15992712;15995935;+;AATE013010;atr-e2;49832745;49834403;+;AGAP002019;gam-e2;14010285;14011960;-;ASTEI00371;stI-e2;12447566;12448793;+
MZ22514562;AALB002128;alb-e2;20141270;20142339;-;AATE002863;atr-e2;54057903;54058965;+;AGAP004498;gam-e2;57078847;57080018;+;ASTEI04859;stI-e2;50086277;50087336;+
MZ22514564;AALB008137;alb-e2;31536604;31540572;+;AATE011506;atr-e2;42582978;42586495;+;AGAP002977;gam-e2;30503373;30506122;+;ASTEI00527;stI-e2;33875350;33878317;+
MZ22514574;AALB008141;alb-e2;31508023;31509353;-;AATE002146;atr-e2;42555121;42558080;-;AGAP013216;gam-e2;30470183;30471474;-;ASTEI00523;stI-e2;33843077;33844348;-
MZ22514577;AALB008369;alb-e2;28305278;28306789;+;AATE006340;atr-e2;13054621;13058722;-;AGAP002635;gam-e2;24811173;24812613;+;ASTEI04111;stI-e2;7379888;7381309;-
MZ22514585;AALB009506;alb-e2;555637;557173;-;AATE015211;atr-e2;21490606;21521479;-;AGAP003267;gam-e2;34653682;34654890;-;ASTEI08860;stI-e2;37369636;37370847;-
MZ22514599;AALB002700;alb-e2;10136933;10140111;+;AATE012594;atr-e2;5214667;5222133;+;AGAP001452;gam-e2;5252710;5261854;+;ASTEI07486;stI-e2;26674663;26679267;-
MZ22514608;AALB003610;alb-e2;39769067;39770368;-;AATE004598;atr-e2;36436456;36437581;+;AGAP004101;gam-e2;49762198;49763329;+;ASTEI04286;stI-e2;21549981;21551057;+
MZ22514609;AALB008169;alb-e2;31064907;31067506;-;AATE001082;atr-e2;7779521;7782879;-;AGAP003917;gam-e2;46255351;46258013;+;ASTEI00932;stI-e2;39827565;39828877;-
MZ22514611;AALB003095;alb-e2;36060594;36062295;+;AATE004246;atr-e2;14129488;14132165;+;AGAP002595;gam-e2;23695505;23696886;-;ASTEI04068;stI-e2;8363532;8365176;+
MZ22514612;AALB008873;alb-e2;8576084;8577986;+;AATE004538;atr-e2;19922404;19925728;-;AGAP003289;gam-e2;35082247;35085308;+;ASTEI08877;stI-e2;37787192;37788423;+
MZ22514645;AALB002874;alb-e2;49429330;49432627;+;AATE019130;atr-e2;44790622;44799702;+;AGAP001797;gam-e2;10541384;10585913;+;ASTEI00120;stI-e2;16673862;16677701;-
MZ22514646;AALB002793;alb-e2;37934547;37940627;-;AATE014818;atr-e2;16080872;16082055;+;AGAP003891;gam-e2;45613913;45615103;-;ASTEI00822;stI-e2;41484423;41485460;+
MZ22514654;AALB009192;alb-e2;4359845;4361551;-;AATE006868;atr-e2;2459204;2460916;-;AGAP001297;gam-e2;2646110;2647858;-;ASTEI05785;stI-e2;2519418;2520859;-
MZ22514658;AALB003606;alb-e2;39773511;39781322;-;AATE010178;atr-e2;35266134;35272750;-;AGAP004339;gam-e2;54826958;54833476;-;ASTEI08671;stI-e2;51675811;51676969;+
MZ22514684;AALB003099;alb-e2;36096416;36099244;-;AATE004369;atr-e2;14195634;14211414;-;AGAP002591;gam-e2;23569476;23656656;+;ASTEI04062;stI-e2;8395046;8404500;-
MZ22514686;AALB003115;alb-e2;36657112;36658381;-;AATE009967;atr-e2;16327850;16331464;+;AGAP003879;gam-e2;45082311;45083822;-;ASTEI00811;stI-e2;41824089;41829328;+
MZ22514731;AALB008136;alb-e2;31542927;31547243;-;AATE003573;atr-e2;42588112;42590866;-;AGAP002979;gam-e2;30511244;30512075;-;ASTEI00528;stI-e2;33880829;33887255;-
MZ22514755;AALB002390;alb-e2;14633033;14637251;+;AATE010507;atr-e2;48952521;48958059;+;AGAP002908;gam-e2;29154310;29159467;+;ASTEI00072;stI-e2;17155338;17159489;+
MZ22514761;AALB008397;alb-e2;27525619;27527269;+;AATE005997;atr-e2;41003534;41005717;-;AGAP004226;gam-e2;52187555;52189723;-;ASTEI03688;stI-e2;23474594;23476230;-
MZ22514765;AALB003152;alb-e2;37001890;37006204;+;AATE010997;atr-e2;32873548;32881557;-;AGAP004458;gam-e2;56695814;56702772;-;ASTEI04895;stI-e2;49671628;49674540;-
