# genome1: genome1
# genome2: genome2
# genome3: genome3
# genome4: genome4
# block_id genome1_chr genome1_start genome1_len genome1_sign genome2_chr genome2_start genome2_len genome2_sign genome3_chr genome3_start genome3_len genome3_sign genome4_chr genome4_start genome4_len genome4_sign
0 2L 94956108 11565 + 2R 41948982 1528 - 3R 161209324 960 + 2R 28500661 63 -
0 2L 94980863 15705 + 2R 41896158 26233 - 3R 161237110 29925 + 2R 28467025 7 -
0 2L 95073631 3796 + 2R 41816014 5257 - 3R 161364971 5706 + 2R 28360275 18 -
0 2L 95134202 3728 + 2R 41742017 3194 - 3R 161445573 3028 + 2R 28284920 559 -
0 2L 95156857 1463 + 2R 41727455 1553 + 3R 161463189 1412 - 2R 28268139 1472 +
0 2L 95159717 1482 + 2R 41731025 1625 + 3R 161459967 1476 - 2R 28273162 125 +
0 2L 95169562 1853 + 2R 41701734 5303 - 3R 161497144 8569 + 2R 28242810 46 -
0 2L 95461606 3139 + 2R 41399728 3207 - 3R 161890283 2438 + 2R 27914041 2390 -
0 2L 95621355 2867 + 2R 41249500 2615 - 3R 162123146 2642 + 2R 27746793 1883 -
0 2L 95848042 3851 + 2R 41030724 2754 - 3R 162407860 2288 - 2R 27532318 88 +
0 2L 95852040 1524 + 2R 41027616 1921 - 3R 162406233 1363 - 2R 27536076 370 +
0 2L 95861192 4178 + 2R 19386433 7260 - 3R 167521067 1178 + 2R 15807973 178 -
0 2L 96511525 4598 + 2R 18724803 7680 - 3R 168505304 1382 + 2R 15232064 62 -
0 2L 96516431 2807 + 2R 18721740 2874 - 3R 168508626 2803 + 2R 15226251 105 -
0 2L 96519609 1315 + 2R 18719778 1813 - 3R 168511739 1483 + 2R 15225655 74 -
0 2L 96796046 1350 + 2R 18464456 1423 - 3R 168836207 1331 + 2R 14962223 175 -
0 2L 96857135 6245 + 2R 18401599 7641 - 3R 168963377 7481 + 2R 14906355 285 -
0 2L 96916732 1882 + 2R 18346129 2827 - 3R 169041159 2382 + 2R 14843566 590 -
0 2L 97215081 3660 + 2R 18063705 3756 - 3R 169432097 978 + 2R 14578562 21 -
0 2L 97410157 1112 + 2R 17877147 1061 - 3R 169711606 938 + 2R 14393639 165 -
0 2L 97411494 2999 + 2R 17873367 3600 - 3R 169712896 4072 + 2R 14392794 48 -
0 2L 97415214 5820 + 2R 17867677 5618 - 3R 169718061 5096 + 2R 14384200 141 -
0 2L 97421562 3096 + 2R 17863909 3409 - 3R 169724480 3291 + 2R 14383095 36 -
0 2L 97427099 423 + 2R 17860166 719 - 3R 169730413 803 + 2R 14375604 1049 +
0 2L 97427628 12051 + 2R 17853723 4209 - 3R 169741249 3865 + 2R 14370937 90 -
0 2L 97441165 7076 + 2R 17845290 1806 - 3R 169753527 1219 + 2R 14363057 732 -
0 2L 97449870 1712 + 2R 17834379 1709 - 3R 169764167 1715 + 2R 14353852 1718 -
0 2L 97452933 7348 + 2R 17824301 8141 - 3R 169775389 2952 + 2R 14345560 875 -
0 2L 97462880 839 + 2R 17822701 809 - 3R 169780878 839 + 2R 14342253 803 -
0 2L 97466141 4223 + 2R 17801265 17821 - 3R 169787795 1602 + 2R 14335372 60 -
0 2L 97620397 2018 + 2R 17672863 1868 - 3R 169979413 1670 + 2R 14203759 1868 -
0 2L 97623147 681 + 2R 17671661 822 - 3R 169982205 611 + 2R 14203233 14 -
0 2L 97629713 659 + 2R 17664670 1201 - 3R 169989445 1195 + 2R 14196087 240 -
0 2L 97630795 1105 + 2R 46694652 1301 + 3R 182351153 1242 - 2R 29484989 59 +
0 2L 97703574 502 + 2R 46799341 1652 + 3R 182275567 1412 - 2R 29585257 1229 +
0 2L 97706647 1879 + 2R 46801521 4578 + 3R 182356948 1914 + 2R 29589222 1454 +
0 2L 97764913 824 + 2R 46884148 824 + 3R 182449799 824 + 2R 29678434 824 +
0 2L 97772510 868 + 2R 46891552 3057 + 3R 182458869 902 + 2R 29686335 63 +
0 2L 97856380 1116 + 2R 46985946 1286 + 3R 182555587 823 + 2R 29796975 170 +
0 2L 97859212 8220 + 2R 46989263 2449 + 3R 182565650 1993 + 2R 29799787 171 +
0 2L 97879120 4469 + 2R 19881425 2921 + 3R 166606573 2437 - 2R 16320852 241 +
0 2L 97960743 1829 + 2R 27683544 2180 - 3R 178838070 903 + 2R 22247016 950 -
0 2L 97969141 6488 + 2R 27674838 1544 - 3R 180676271 1594 + 2R 22239202 221 -
0 2L 98490617 1393 + 3R 131972807 9695 - 2R 35842401 2230 - 3R 55536758 12 -
0 2L 98664802 2261 + 2R 21234847 2249 - 3R 180452457 2219 - 2R 20180742 2258 +
0 2L 98674361 3707 + 2R 21218808 13724 - 3R 180437559 3850 - 2R 20192934 1542 +
0 2L 98680937 2492 + 2R 21209963 1073 + 3R 180424443 9233 - 2R 20202703 167 +
0 2L 99159716 1325 + 2R 39864039 1621 - 3R 140848572 2040 - 2R 27040660 65 -
0 2L 99161206 1163 + 2R 39862669 1344 - 3R 140847231 1314 - 2R 27038106 1082 -
0 2L 99164058 2800 + 2R 39858561 1641 - 3R 140838973 1526 - 2R 27035675 110 -
0 2L 99167101 698 + 2R 26277971 1007 - 3R 145131321 803 - 2R 30898252 237 -
0 2L 99217053 1455 + 2R 26222600 2437 - 3R 145078835 2067 - 2R 30815876 248 -
0 2L 99221673 4713 + 2R 26210024 9326 - 3R 145068982 5127 - 2R 30811620 97 -
0 2L 99235331 10177 + 2R 26182918 12195 - 3R 145047128 16303 - 2R 30781346 364 -
0 2L 99246396 3118 + 2R 26177119 3041 - 3R 145041739 3324 - 2R 30775647 442 -
0 2L 99371686 3482 + 2R 26006162 21670 - 3R 144890699 19551 - 2R 30619475 44 -
0 2L 99427916 3137 + 2R 25947487 5337 - 3R 144757843 3326 - 2R 30502524 199 -
0 2L 99433462 2613 + 2R 25944320 2913 - 3R 144754483 1798 - 2R 30497841 68 -
0 2L 99436100 5145 + 2R 25938852 5414 - 3R 144746616 4899 - 2R 30489639 37 -
0 2L 99817101 36214 + 2R 27553355 1792 + 3R 180782843 1508 - 2R 22117491 140 +
0 2L 99924398 1198 + 2R 35041294 2350 - 3R 163611402 812 + 2R 19435959 155 +
0 2L 100088915 1097 + 2R 16672826 1401 + 3R 137548420 1108 - 2R 13216197 572 +
0 2L 100091013 6483 + 2R 16675390 10603 + 3R 137534585 12249 - 2R 13218610 315 +
0 2L 100099100 3319 + 2R 16686083 3820 + 3R 137528796 3737 - 2R 13231224 398 +
0 2L 100108076 653 + 2R 16714589 1687 + 3R 137492082 22845 - 2R 13252730 488 +
0 2L 100111338 1039 + 2R 16718891 1376 + 3R 137487950 1312 - 2R 13257486 558 +
0 2L 100115405 761 + 2R 16721151 3248 + 3R 137484123 806 - 2R 13261421 761 +
0 2L 100116211 1430 + 2R 16724487 1525 + 3R 137482571 1504 - 2R 13263363 156 +
0 2L 100156294 2346 + 2R 16667006 1463 - 3R 137554590 2640 + 2R 13209877 1466 -
0 2L 100193795 3915 + 2R 16614626 6515 - 3R 137834978 7196 + 2R 13167798 254 -
0 2L 100201715 6043 + 2R 16602043 6781 - 3R 137847766 7374 + 2R 13151854 75 -
0 2L 100210047 13805 + 2R 16585492 8238 - 3R 137859333 14384 + 2R 13145112 574 -
0 2L 100260416 10793 + 2R 16526694 6934 - 3R 137928459 7508 + 2R 13078174 423 -
0 2L 100558595 2098 + 2R 16278510 2452 - 3R 138248094 2344 + 2R 12826813 95 -
0 2L 100585149 3423 + 2R 16254751 3845 - 3R 138267870 1572 + 2R 12805796 392 -
0 2L 100595680 19742 + 2R 16232375 8279 - 3R 138284380 5916 + 2R 12783870 91 -
0 2L 100623322 6064 + 2R 16214067 1939 - 2L 130189725 1677 + 2R 12769323 67 -
0 2L 100719819 2015 + 2R 16146370 2957 - 3R 137690783 1340 + 2R 12710330 1775 -
0 2L 100757945 3120 + 2R 16126603 2593 - 3R 137737258 2729 + 2R 12703161 23 -
0 2L 100766061 2199 + 2R 16728455 6883 + 3R 137476148 2348 - 2R 13270328 12 +
0 2L 100799185 338 + 2R 16763445 579 + 3R 137439550 478 - 2R 13303600 72 +
0 2L 100823871 899 + 2R 16788099 1300 + 3R 137413136 1089 - 2R 13328664 453 +
0 2L 100838762 4070 + 2R 16802836 5091 + 3R 137388386 1968 - 2R 13346048 1576 +
0 2L 100844412 7501 + 2R 16808056 9433 + 3R 137379157 7244 - 2R 13351614 2910 +
0 2L 100871142 2139 + 2R 16836720 4213 - 3R 137351691 1456 + 2R 13377672 356 -
0 2L 101203616 3559 + 2R 17200911 3958 + 3R 170636933 3673 - 2R 13730912 68 +
0 2L 101215923 3326 + 2R 17214802 2186 + 3R 170622983 1897 - 2R 13745968 1309 +
0 2R 12199947 8926 + 3R 103246765 8579 - 2R 24320606 6430 - 3R 53790437 314 +
0 2R 12220410 6904 + 3R 103216558 7397 - 2R 24276223 9512 - 3R 59719477 116 +
0 2R 13531050 4943 + 3R 105134981 5546 - 2R 26355601 4951 - 3R 54756386 125 -
0 2R 13549530 1091 + 3R 105111798 8938 - 2R 26336808 1754 - 3R 54728238 194 -
0 2R 13597480 3771 + 3R 105066266 4307 - 2R 24863371 3389 + 3R 54683754 210 +
0 2R 13606456 957 + 3R 105052300 12594 - 2R 24871539 8031 + 3R 54672216 63 -
0 2R 13617826 1180 + 3R 105046961 1477 - 2R 24883510 1221 + 3R 54667224 80 -
0 2R 13663773 14273 + 3R 104978984 5353 - 2R 24934784 5428 + 3R 54617937 399 -
0 2R 13678219 2974 + 3R 104952338 1348 - 2R 24949838 1258 + 3R 54595639 224 -
0 2R 13685103 9831 + 3R 104940535 7658 - 2R 24968104 8521 + 3R 54594080 45 -
0 2R 13755822 688 + 3R 104872616 935 - 2R 25043436 862 + 3R 54510122 60 -
0 2R 13785691 2687 + 3R 104841263 3205 - 2R 25075096 2649 + 3R 54479299 217 -
0 2R 14100541 877 + 3R 104520225 1643 - 2R 25288480 135305 + 3R 54163817 47 -
0 2R 14107041 1146 + 3R 104514864 1051 - 2R 25428263 1627 + 3R 54158214 512 -
0 2R 14138878 607 + 3R 104478419 8956 - 2R 25461788 648 + 3R 54126285 78 +
0 2R 14173710 7051 + 3R 104444012 6094 - 2R 25503341 6302 + 3R 54084718 45 +
0 2R 14183344 1024 + 3R 104438967 2305 - 2R 25512325 1210 + 3R 54083072 209 -
0 2R 14195360 1388 + 3R 104427502 1379 - 2R 25524753 1373 + 3R 54069515 1340 -
0 2R 14197387 577 + 3R 104425721 1361 - 2R 25526952 1051 + 3R 54068292 282 -
0 2R 14199937 4027 + 3R 104419903 1117 - 2R 25533253 1440 + 3R 54056743 352 +
0 2R 14209788 4974 + 3R 104408183 6696 - 2R 25539285 6333 + 3R 54055137 41 -
0 2R 14322651 1962 + 3R 104304199 2046 - 2R 25657240 1999 + 3R 53949972 178 -
0 2R 14415192 494 + 3R 104220950 500 - 2R 25750941 638 + 3R 53866045 500 -
0 2R 14426455 11128 + 3R 104205726 12022 - 2R 25755731 12628 + 3R 53862606 76 -
0 2R 14452499 2160 + 3R 104189540 4379 - 2R 25781762 1637 + 3R 53839109 74 -
0 2R 14484438 1775 + 3R 104164151 1809 - 2R 25815082 1519 + 3R 53811956 468 -
0 2R 14488484 3400 + 3R 104157492 6378 - 2R 25819180 4290 + 2L 50737347 68 +
0 2R 14511469 1858 + 3R 104134326 1861 - 2R 25844827 1607 + 3R 52955446 279 +
0 2R 14515180 1431 + 3R 104131182 1847 - 2R 25847695 2045 + 3R 52957510 66 +
0 2R 14520763 4482 + 3R 104122542 4607 - 2R 25854219 4096 + 3R 52962542 1026 +
0 2R 14542333 7299 + 3R 104098581 8561 - 2R 25880155 9195 + 3R 52991342 116 +
0 2R 14553290 2078 + 3R 104092463 2072 - 2R 25894109 2072 + 3R 52995561 2072 +
0 2R 14565865 3428 + 3R 104075798 5029 - 2R 25907683 4994 + 3R 53010707 167 -
0 2R 14635820 7001 + 3R 103988364 7439 - 2R 26004485 7066 + 3R 53085828 127 +
0 2R 14643671 4693 + 3R 103982273 6064 - 2R 26012112 6483 + 3R 53095997 80 +
0 2R 14655261 774 + 3R 103972990 844 - 2R 26027090 1210 + 3R 53107342 16 +
0 2R 14668351 11356 + 3R 103935593 17056 - 2R 26033837 35592 + 3R 53118493 74 +
0 2R 14750451 1965 + 3R 103874444 2442 - 2R 26136974 2082 + 3R 53201514 227 +
0 2R 14770306 1220 + 3R 103856850 6977 - 2R 26160025 1013 + 3R 53219945 15 +
0 2R 14795991 4206 + 3R 103832499 3211 - 2R 26188647 4150 + 3R 53241344 8 +
0 2R 14823790 3972 + 3R 103809199 4937 - 2R 26224612 2811 + 3R 53265949 60 +
0 2R 14859890 3126 + 3R 103775528 1337 - 2R 26283819 986 + 3R 53299139 527 +
0 2R 14880939 6262 + 3R 103754139 6336 - 2R 26300448 7168 + 3R 53316084 558 +
0 2R 14902230 1680 + 3R 103736289 1841 - 2R 24820031 1703 - 3R 53339706 33 +
0 2R 14909034 13708 + 3R 103725717 5108 - 2R 24810919 3641 - 3R 53345667 182 +
0 2R 14947464 1370 + 3R 103678535 2450 - 2R 24769113 2643 - 3R 53385607 1379 +
0 2R 15004258 1536 + 3R 103621765 1469 - 2R 24705935 1433 - 3R 53442705 276 +
0 2R 15024393 2529 + 3R 103596464 2923 - 2R 24681170 2762 - 3R 53466261 212 +
0 2R 15059776 5488 + 3R 103561395 2146 - 2R 24628992 9521 - 3R 53500275 640 +
0 2R 15079963 2428 + 3R 103529117 1818 - 2R 24600945 2999 - 3R 53533581 782 +
0 2R 15096047 6064 + 3R 103505893 19945 - 2R 24561610 9830 - 3R 53548379 20 +
0 2R 15119414 14250 + 3R 103467036 18001 - 2R 24527518 12516 - 3R 53589421 21 +
0 2R 15136577 1316 + 3R 103465233 1279 + 2R 24521615 1344 + 3R 53596677 66 -
0 2R 15168658 10743 + 3R 103421049 3839 - 2R 24478074 3938 - 3R 53636616 3929 +
0 2R 15796215 1076 + 3R 135445959 3552 + 2R 29799802 10005 + 3R 58869816 1076 +
0 2R 16065424 17549 + 3R 105165209 5823 + 2R 26394877 4561 + 3R 54785890 77 +
0 2R 16086267 3144 + 3R 105186234 13531 + 2R 26416148 5668 + 3R 54818193 368 +
0 2R 16098278 6616 + 3R 105201395 5050 + 2R 26430621 4184 - 3R 54825382 68 +
0 2R 16105146 449 + 3R 105207543 449 + 2R 26439695 648 + 3R 54826513 449 +
0 2R 16110807 1624 + 3R 105212471 4525 + 2R 26449834 1735 + 3R 54832563 118 +
0 2R 16171566 17199 + 3R 105288997 3738 + 2R 26530446 3457 + 3R 54892418 43 +
0 2R 18130948 12433 + 3R 150544805 5301 + 2R 64661753 17686 + 3R 60672323 140 -
0 2R 18160353 3287 + 3R 150571967 3458 + 2R 57665570 3233 - 3R 60648651 209 -
0 2R 18163766 4517 + 3R 150576825 3949 + 2R 57657832 2205 - 3R 60636364 281 -
0 2R 18559997 1086 + 3L 174580393 3958 + 3L 204938738 997 + 3L 72630428 947 -
0 2R 18732924 4578 + 3R 138443445 5209 + 2R 52467630 3199 + 3R 58369866 579 -
0 2R 18739467 5883 + 3R 138449412 7904 + 3L 205540607 934 - 3R 58357761 109 -
0 2R 19528650 1602 + 3R 138416348 6800 - 2R 52441080 5857 - 3R 58389547 90 +
0 2R 19596274 458 + X 14795825 1254 - 2R 44757050 726 + X 9576132 239 -
0 2R 21334147 938 + 3R 107370820 719 + 2R 35944912 689 + 3R 55630667 650 +
0 2R 21336075 5885 + 3R 107371946 5123 + 2R 35946102 7058 + 3R 55632348 294 +
0 2R 21366753 14548 + 3R 107415655 5427 + 2R 35995968 2986 + 3R 55679302 170 +
0 2R 21382268 3840 + 3R 107421538 6803 + 2R 36003535 28783 + 3R 55685524 44 +
0 2R 21410824 13550 + 3R 107453005 15467 + 2R 36034468 13886 + 3R 55716953 294 +
0 2R 21435658 1754 + 3R 107476449 1725 + 2R 36059968 1641 + 3R 55735846 33 +
0 2R 21449638 1387 + 3R 107490502 2236 + 2R 36076750 1003 + 3R 55747028 332 +
0 2R 21466795 1883 + 3R 107508141 7872 + 2R 36093695 2072 + 3R 55770493 17 +
0 2R 21496783 1211 + 3R 107519068 9309 - 2R 36109355 2684 - 3R 55778117 1136 -
0 2R 21519276 859 + 3R 107562188 967 + 2R 36160385 715 + 3R 55818200 60 +
0 2R 21520300 3597 + 3R 107563345 4198 + 2R 36162041 2324 + 3R 55820244 1120 +
0 2R 21526305 1919 + 3R 107569610 2459 + 2R 36168161 2701 + 3R 55826771 114 +
0 2R 21556392 3632 + 3R 107612641 3364 + 2R 36204786 3299 + 3R 55861920 2782 +
0 2R 21561358 8356 + 3R 107617610 8130 + 2R 36210251 7500 + 3R 55874334 266 +
0 2R 21571079 1694 + 3R 107627117 1691 + 2R 36219571 1884 + 3R 55877635 1679 +
0 2R 21576582 3493 + 3R 107632819 4181 + 2R 36226802 1942 + 3R 55886962 48 +
0 2R 21580120 12051 + 3R 107640036 11003 + 2R 36232723 9437 + 3R 55892050 49 +
0 2R 21592786 16423 + 3R 107652074 5507 + 2R 36247963 5554 + 3R 55902548 3961 +
0 2R 21609284 1584 + 3R 107667355 1653 + 2R 36263850 1648 + 3R 55918364 181 +
0 2R 21611399 800 + 3R 107669591 806 + 2R 36265996 1075 + 3R 55919659 824 +
0 2R 21612671 1335 + 3R 107670932 1352 + 2R 36267331 1374 + 3R 55921268 965 +
0 2R 21618395 1579 + 3R 107674450 4088 + 2R 36275670 2550 + 3R 55926589 76 +
0 2R 21621062 1262 + 3R 107679479 2116 + 2R 36280045 1886 + 3R 55929566 32 +
0 2R 21623192 1536 + 3R 107682055 1509 + 2R 36282920 1541 + 3R 55931881 230 +
0 2R 21667875 13920 + 3R 107727554 16015 + 2R 36330507 12839 + 3R 55976579 182 +
0 2R 21684376 3688 + 3R 107745016 1978 + 2R 36347701 1876 + 3R 55992489 107 +
0 2R 21689225 1298 + 3R 107749873 2351 + 2R 36352284 1982 + 3R 55997116 452 +
0 2R 21697629 2601 + 3R 107756903 2944 + 2R 36358882 2732 + 3R 56004290 103 +
0 2R 21895898 10785 + 3R 107933483 21565 + 2R 36553725 32962 + 3R 56163784 81 +
0 2R 21950287 1217 + 3R 107995219 1229 + 2R 36634759 2496 + 3R 56234742 903 +
0 2R 21961793 1217 + 3R 108004923 2017 + 2R 36644171 2796 + 3R 56244337 1232 +
0 2R 22055588 1071 + 3R 108111580 2033 + 2R 36754151 1037 + 3R 56341742 785 +
0 2R 22152976 7866 + 3R 108211707 8234 + 2R 36789237 86866 + 3R 56438038 1208 +
0 2R 22183763 4885 + 3R 108329043 2133 - 2R 36998741 2140 - 3R 56559394 1493 -
0 2R 22209372 6050 + 3R 108289034 16521 - 2R 36946961 24793 - 3R 56526521 12 -
0 2R 22242284 28430 + 3R 108263839 2633 - 2R 36925924 2356 - 3R 56493978 179 -
0 2R 22298780 2117 + 3R 108356577 3963 + 2R 37029142 2397 + 3R 56586437 1162 +
0 2R 22345323 2171 + 3R 108407111 3058 + 2R 37090921 3701 + 3R 56638093 150 +
0 2R 22351752 3178 + 3R 108411686 7466 + 2R 29507051 9144 + 3R 56643936 161 +
0 2R 22361209 638 + 3R 108426191 632 + 2R 29520774 733 + 3R 56654462 632 +
0 2R 22400173 7778 + 3R 108469040 9574 + 2R 27540362 8365 + 3R 56696590 229 +
0 2R 22421834 3627 + 3R 108496299 2685 + 2R 27563083 2650 + 3R 56716559 167 +
0 2R 22427007 8149 + 3R 108500937 9303 + 2R 27567686 3919 + 3R 56728994 1667 +
0 2R 22436714 6401 + 3R 108510382 7301 + 2R 27579092 5538 + 3R 56731941 884 +
0 2R 22443559 955 + 3R 108517763 374 + 2R 27584758 800 + 3R 56740332 28 +
0 2R 22446457 2104 + 3R 108519974 2389 + 2R 27586339 13234 + 3R 56753130 251 +
0 2R 22730372 2392 + 3R 108841649 2596 + 2R 37225599 2144 + 3R 56856419 92 +
0 2R 22733651 13068 + 3R 108859916 6526 + 2R 37243110 1610 + 3R 56881535 1219 +
0 2R 24293817 1137 + 3R 127549429 1226 - 2R 60771597 1055 - 3R 59629786 202 +
0 2R 24325346 3671 + 3R 127513483 3540 - 2R 60725357 3533 - 3R 59666736 629 +
0 2R 26466812 995 + X 1463880 1874 - X 19935927 1737 - X 10915165 116 -
0 2R 27270162 8362 + 3R 153493434 10596 + 2R 53866776 2321 + 3R 58050904 293 -
0 2R 27279026 654 + 3R 153504632 682 + 2R 53869436 1185 + 3R 58050035 122 -
0 2R 27281475 4438 + 3R 153505613 6305 + 2R 53873615 3458 + 3R 58043887 56 -
0 2R 27286280 17713 + 3R 153521694 12158 + 2R 53891240 38126 + 3R 58032967 24 -
0 2R 27334068 3814 + 3R 153566304 3007 + 2R 53932180 3300 + 3R 57992720 266 -
0 2R 27350677 1418 + 3R 153580360 1922 + 2R 53939038 1702 + 3R 57983550 356 -
0 2R 27356946 18349 + 3R 153588047 19964 + 2R 53946258 18390 + 3R 57974050 217 -
0 2R 27406033 943 + 3R 153649593 1631 + 2R 53997848 1018 + 3R 57928262 785 -
0 2R 27466922 8174 + 3R 153719018 4374 + 2R 64590044 1250 + 3R 57859746 907 -
0 2R 27475931 2543 + 3R 153728099 3652 + 2R 64596754 1946 + 3R 57854353 93 -
0 2R 27479015 11277 + 3R 153739825 5122 + 2R 64609622 6838 + 3R 57841850 161 -
0 2R 28033053 5751 + 3R 138309650 5986 - 2R 52323762 5348 - 3R 58508798 194 +
0 2R 28207205 11974 + 3R 150446792 23448 + 2R 79679320 36305 - 3R 60765507 86 -
0 2R 28256663 5527 + 3R 150513719 11593 + 2R 79626878 22123 - 3R 60697771 71 -
0 2R 28274418 2791 + 3R 150540702 1461 + 2R 79620926 1840 - 3R 60679113 290 -
0 2R 28790210 3611 + 3R 138663789 5845 + 2R 54132760 107121 + 3R 58133444 704 -
0 2R 29948667 2902 + 3R 154468465 3704 - 2R 37660401 3077 + 3R 57254137 1016 +
0 2R 30006726 773 + 3R 154406638 731 - 2R 37723303 802 + 3R 57306910 734 +
0 2R 30366949 1420 + 3R 154034643 2091 - 2R 38090287 1731 + 3R 57597059 190 +
0 2R 30420526 15622 + 3R 153978433 7874 - 2R 38129717 14163 + 3R 57635794 129 +
0 2R 30437664 2729 + 3R 153971038 3190 - 2R 38146885 2823 + 3R 57653218 177 +
0 2R 30460348 849 + 3R 153960072 3298 - 2R 38152885 23405 + 3R 57669094 608 +
0 2R 30466318 4565 + 3R 153927865 4158 - 2R 38182126 4316 + 3R 57676135 4175 +
0 2R 30471580 3013 + 3R 153924204 3064 - 2R 38187103 2742 + 3R 57681826 1779 +
0 2R 30475204 19296 + 3R 153903766 3878 - 2R 38191048 19384 + 3R 57684957 267 +
0 2R 31488339 3970 + 3R 114626820 4448 + 2R 51316700 1315 - 3R 59321856 144 -
0 2R 31494389 4833 + 3R 114634054 5002 + 2R 51308960 4932 - 3R 59310011 202 -
0 2R 31499545 522 + 3R 114639377 682 + 2R 51307993 644 - 3R 59309374 29 -
0 2R 31500129 2108 + 3R 114640063 2082 + 2R 51305890 2103 - 3R 59306865 14 -
0 2R 31508818 335 + 3R 114649749 335 + 2R 51297761 335 - 3R 59298760 335 -
0 2R 31509635 2108 + 3R 114650508 2724 + 2R 51293547 2281 - 3R 59297987 204 -
0 2R 31713445 2362 + 3R 118573986 5551 + 2R 47546364 4205 - 3R 60436298 359 -
0 2R 31895305 4392 + 3R 107313242 16767 - 2R 35895546 47109 - 3R 55581607 300 -
0 2R 31915749 623 + 3R 107311970 611 - 2R 35876557 887 - 3R 55574544 548 -
0 2R 32001779 1475 + 3R 107217598 1448 - 2R 35770918 1481 - 3R 55479371 1433 -
0 2R 32007778 2431 + 3R 107209793 3190 - 2R 35762772 2402 - 3R 55475053 159 -
0 2R 32011673 1133 + 3R 107207507 1115 - 2R 35759074 1939 - 3R 55469628 1100 -
0 2R 32049864 4632 + 3R 107175084 27170 - 2R 35724964 3442 - 3R 55444356 95 -
0 2R 32061972 7038 + 3R 107163694 6114 - 2R 35703423 11757 - 3R 55431959 109 -
0 2R 32069533 1318 + 3R 107162244 1375 - 2R 35701656 1592 - 3R 55421375 71 +
0 2R 32262638 3427 + 3R 107006315 4234 - 2R 35519652 3746 - 3R 55274456 346 -
0 2R 32384836 12114 + 3R 106869784 12720 - 2R 35371103 46609 - 3R 55160487 75 -
0 2R 32604016 685 + 3R 106694109 1190 - 2R 35156608 1257 - 3R 54974735 81 -
0 2R 32606127 4144 + 3R 106689312 2145 - 2R 35152009 1164 - 3R 54970502 135 -
0 2R 32617225 6742 + 3R 106676725 12051 - 2R 35125915 7351 - 3R 54962761 10 -
0 2R 32624836 775 + 3R 106675032 964 - 2R 35124273 987 - 3R 54954476 549 -
0 2R 32643807 1458 + 3R 106654540 2271 - 2R 35095975 2547 - 3R 54933499 126 -
0 2R 32647276 1729 + 3R 124652333 1871 + 2R 35091803 1917 - 3R 54928395 50 -
0 2R 32902143 868 + 3R 154570707 1141 + 2R 37572741 1197 - 3R 57173947 40 -
0 2R 32903371 2462 + 3R 154571983 2360 + 2R 37570032 2505 - 3R 57167861 147 -
0 2R 32975055 2132 + 3R 154653723 5301 + 2R 37489047 2901 - 3R 57098050 172 -
0 2R 32993187 741 + 3R 154674679 1949 + 2R 37469959 1359 - 3R 57080718 40 -
0 2R 33049051 3753 + 3R 109026977 5188 - 2R 37410441 23378 - 3R 57025698 167 -
0 2R 33053839 3903 + 3R 109023096 3856 - 2R 37405171 4007 - 3R 57019941 171 -
0 2R 33062129 10452 + 3R 109008751 3485 - 2R 37387766 2365 - 3R 57004691 72 -
0 2R 33079959 6681 + 3R 108987485 2234 - 2R 37371930 2286 - 3R 56989304 204 -
0 2R 33102063 2257 + 3R 108964080 16804 - 2R 37352492 11885 - 3R 56977534 81 -
0 2R 33108521 3347 + 3R 108956357 4137 - 2R 37341823 5354 - 3R 56966590 104 -
0 2R 33140926 7922 + 3R 108916149 9623 - 2R 37301932 9030 - 3R 56931618 574 -
0 2R 33157535 5915 + 3R 108909694 6149 - 2R 37275073 22080 - 3R 56917643 110 -
0 2R 33177736 1286 + 3R 108887157 1188 - 2R 37273283 1072 - 3R 56902214 54 -
0 2R 33179149 608 + 3R 108886079 1064 - 2R 37272064 1108 - 3R 56901348 170 -
0 2R 33187146 1450 + 3R 108876918 8913 - 2R 37258237 10384 - 3R 56893732 108 -
0 2R 33190378 2586 + 3R 108872965 2399 - 2R 37253989 2001 - 3R 56890824 20 -
0 2R 34935782 4064 + 3R 150158017 2902 + 2R 75210221 5368 + 3R 61046596 253 -
0 2R 34972343 4373 + 3R 150193356 4008 + 2R 75251556 4231 + 3R 61026379 134 -
0 2R 34977904 697 + 3R 150199614 719 + 2R 75257962 629 + 3R 61019335 629 -
0 2R 34999032 1253 + 3R 150224161 1965 + 2R 75279657 1372 + 3R 60994335 41 -
0 2R 35165977 907 + 3R 150410257 1510 + 2R 79767424 765 - 3R 60802765 131 -
0 2R 35576727 305 + 3L 188185516 3585 + X 15728709 2650 + 3L 81515419 272 -
0 2R 36724264 853 + 3R 138509694 884 + 2R 68931083 1326 + 3R 58311881 383 -
0 2R 36736627 3457 + 3R 138523234 3203 + 2R 68948779 2838 + 3R 58295626 84 -
0 2R 36740223 5192 + 3R 138526767 2192 + 2R 68952941 1872 + 3R 58294693 29 -
0 2R 36745932 5505 + 3R 138536001 2552 + 2R 68962463 2453 + 3R 58282955 2534 -
0 2R 36814247 1344 + 3R 138598801 12115 + 2R 68978207 66192 + 3R 58210685 19 -
0 2R 37200891 7688 + 3R 117664775 6771 + 2R 48417386 5515 - 3R 61372107 98 +
0 2R 37222354 945 + 3R 117689998 999 + 2R 48397432 900 - 3R 61404966 244 +
