alb_ID alb_chr alb_start alb_length alb_strand atr_scf atr_start atr_length atr_strand gam_chr gam_start gam_length gam_strand
AALB010630 e5 118760877 4525 1 e5 187433903 3174 1 e5 199952827 3625 1
AALB010806 e5 121640697 6872 -1 e5 163812488 7134 1 e5 226082643 6852 -1
AALB003736 e5 102164995 2864 -1 e5 169537375 1457 1 e5 222785853 1454 -1
AALB004032 e5 123366224 18676 -1 e5 174925449 20171 1 e5 205256781 20175 1
AALB009771 e5 104723321 4916 1 e5 186409544 17988 1 e5 224680601 2550 1
AALB010342 e5 114277695 434 -1 e5 168342589 3875 -1 e5 212180034 491 1
AALB009835 e5 105408571 6574 1 e5 193928769 10319 -1 e5 196954322 3769 -1
AALB007574 e5 130683573 16082 -1 e5 195010227 23654 1 e5 190881395 28356 1
AALB006968 e5 126265297 929 -1 e5 183960619 911 1 e5 205649660 752 -1
AALB007412 e5 129098369 2915 1 e5 192057117 2942 -1 e5 208649738 2915 1
AALB010248 e5 112592815 22000 -1 e5 170208285 18145 -1 e5 221794067 19532 1
AALB006983 e5 126439136 1077 -1 e5 195378488 1085 -1 e5 201478279 1086 -1
AALB006980 e5 126327765 2657 -1 e5 195267381 2318 -1 e5 201347661 2189 -1
AALB007587 e5 130955405 2636 -1 e5 194703367 2850 1 e5 191127178 2673 -1
AALB009790 e5 104905699 8792 -1 e5 191295530 12506 -1 e5 219604613 8494 1
AALB010172 e5 111568411 8688 -1 e5 193115220 2423 -1 e5 200861579 2492 -1
AALB007034 e5 127766930 4532 1 e5 179307218 10897 -1 e5 206245526 2731 -1
AALB010120 e5 110333676 1868 1 e5 176930627 8386 1 e5 224135781 16472 -1
AALB003766 e5 102463324 6467 1 e5 169146725 7649 -1 e5 223349675 7607 1
AALB009814 e5 105176161 6849 -1 e5 164351072 8041 1 e5 212876573 5050 -1
AALB008477 e5 125734657 5733 -1 e5 189848084 8596 -1 e5 209948971 26459 -1
AALB010577 e5 117754719 2362 1 e5 161876360 2871 1 e5 207395232 2261 1
AALB010397 e5 114814990 1691 -1 e5 186013491 1715 1 e5 194520086 2081 -1
AALB004059 e5 123108774 7364 -1 e5 175223695 7331 1 e5 225803966 28432 -1
AALB010736 e5 120283823 29768 1 e5 173935554 34799 1 e5 196013119 29442 -1
AALB010492 e5 116522681 1322 -1 e5 188712013 8305 -1 e5 228464899 1206 1
AALB010799 e5 121627411 3207 1 e5 188333675 3673 1 e5 228670173 2473 -1
AALB010157 e5 111188232 27906 -1 e5 192542444 5250 -1 e5 197694031 4175 1
AALB007580 e5 130892740 2930 1 e5 194776399 2144 -1 e5 190753586 3849 -1
AALB004018 e5 123631278 1296 -1 e5 189539020 1559 -1 e5 209574046 1285 -1
AALB009785 e5 104873413 627 -1 e5 191245454 1229 -1 e5 196165432 1065 1
AALB010079 e5 109395164 5530 -1 e5 181111735 8050 1 e5 227765924 730 -1
AALB010436 e5 115517241 12080 1 e5 181442922 9187 -1 e5 202409344 1981 -1
AALB010841 e5 122094693 7873 -1 e5 162666350 7015 1 e5 208210296 4769 1
AALB010184 e5 111776864 1964 1 e5 185995361 683 1 e5 194530957 689 -1
AALB010500 e5 116856852 1010 1 e5 189309470 880 1 e5 228168679 892 -1
AALB006954 e5 126110037 1757 1 e5 197625812 2141 -1 e5 191885525 2221 -1
AALB010774 e5 121207121 924 -1 e5 183896380 5353 1 e5 205702006 32583 -1
AALB010164 e5 111470939 2406 1 e5 192916696 1899 1 e5 197076959 15876 -1
AALB010049 e5 108999173 1041 -1 e5 184369268 785 1 e5 213421488 515 1
AALB010429 e5 115476898 6784 1 e5 181502588 20628 -1 e5 223572462 5333 1
AALB003739 e5 102170021 7438 1 e5 169533315 1398 -1 e5 222793441 1241 1
AALB010006 e5 108094445 2222 -1 e5 168599355 4859 1 e5 225469632 3845 1
AALB010062 e5 109241159 3277 1 e5 173410058 39942 1 e5 220091969 5297 -1
AALB003869 e5 104487292 3000 1 e5 165698525 6673 -1 e5 215056144 2530 1
AALB007586 e5 130947471 7449 1 e5 194710259 18138 -1 e5 191112502 14436 1
AALB010467 e5 116015820 1871 -1 e5 174834190 3841 1 e5 205184296 3457 1
AALB010591 e5 118179345 7422 -1 e5 162375489 8244 -1 e5 207897404 9148 -1
AALB010390 e5 114756388 2698 1 e5 186083167 2604 -1 e5 194433888 2519 1
AALB010383 e5 114664881 6619 1 e5 170187315 4045 1 e5 221841646 5496 -1
AALB010730 e5 120104916 10444 1 e5 164543540 7408 -1 e5 196352680 5584 1
AALB010777 e5 121247880 1385 -1 e5 183845378 8901 1 e5 205745405 1409 -1
AALB004055 e5 123169328 2513 1 e5 175160206 2504 -1 e5 225870463 1122 1
AALB003771 e5 102515710 539 1 e5 169081299 631 -1 e5 223433245 831 1
AALB004006 e5 123851595 10142 1 e5 197914918 10638 -1 e5 200692186 13050 1
AALB006986 e5 126620277 4899 -1 e5 195557733 6295 -1 e5 201694518 3733 -1
AALB010106 e5 109814212 1685 -1 e5 173047532 2055 -1 e5 215754547 7659 1
AALB003813 e5 102913005 1032 -1 e5 171151730 1352 1 e5 229681158 1382 1
AALB007588 e5 130958591 6909 1 e5 194694307 8243 -1 e5 191139235 1914 1
AALB003980 e5 124208001 1447 -1 e5 197681023 2951 1 e5 191914697 2249 1
AALB007440 e5 128932652 2010 1 e5 172191765 2260 -1 e5 214863793 4626 -1
AALB010110 e5 109983635 1008 1 e5 165213956 54993 1 e5 215513577 263 -1
AALB010005 e5 108091545 1864 1 e5 168604209 1784 -1 e5 225475195 1490 -1
AALB004051 e5 123213493 644 1 e5 175112699 2164 -1 e5 225916635 606 1
AALB010132 e5 110512603 3875 -1 e5 171791801 6955 1 e5 224897800 3862 -1
AALB009922 e5 107080542 2201 1 e5 177539898 2343 -1 e5 202543105 2268 -1
AALB007077 e5 128176431 963 1 e5 187872646 856 -1 e5 226609519 714 -1
AALB010649 e5 119007794 7099 -1 e5 175559480 5858 -1 e5 211548707 7401 1
AALB003784 e5 102612449 4407 1 e5 168968001 4506 -1 e5 229106350 2121 1
AALB003973 e5 124242689 968 -1 e5 175243884 1049 -1 e5 225790875 989 1
AALB010700 e5 119826944 2881 -1 e5 164837251 2863 1 e5 198297743 3307 1
AALB009824 e5 105302353 12493 1 e5 194073323 30919 -1 e5 209114117 32519 -1
AALB010287 e5 113189043 836 -1 e5 170044313 1106 1 e5 222059217 1110 -1
AALB010537 e5 117174677 5509 -1 e5 162721125 18719 1 e5 208365922 12462 1
AALB010792 e5 121581716 5161 -1 e5 188279588 4093 -1 e5 226923415 5094 -1
AALB009933 e5 107131408 3032 -1 e5 177467843 7291 1 e5 202435542 5506 1
AALB010225 e5 112428985 529 1 e5 176685807 927 1 e5 194254132 2452 1
AALB009935 e5 107138941 5982 -1 e5 177457648 7103 1 e5 223625786 6573 -1
AALB009845 e5 105533664 1671 1 e5 193669728 3919 -1 e5 193002591 4393 1
AALB007047 e5 127845757 976 -1 e5 179228927 1156 1 e5 206163294 1113 1
AALB003972 e5 124245305 4749 1 e5 175247910 4563 1 e5 225787397 1553 -1
AALB008466 e5 126044495 3374 1 e5 190179521 1619 1 e5 210275106 1981 1
AALB010341 e5 114199060 758 -1 e5 168260048 923 -1 e5 212296344 734 1
AALB010270 e5 112829384 3009 1 e5 170462105 3044 1 e5 221456461 4268 -1
AALB004054 e5 123172025 7116 -1 e5 175141017 15080 1 e5 225877328 9928 -1
AALB004063 e5 123089118 1578 -1 e5 172224527 1520 1 e5 214901285 1374 1
AALB010395 e5 114809248 4456 -1 e5 186019711 2455 1 e5 194512645 1865 -1
AALB007426 e5 129007268 4187 1 e5 192176039 6234 -1 e5 208522320 4701 1
AALB010357 e5 114485694 2031 1 e5 162419629 3088 1 e5 207956336 2304 1
AALB009817 e5 105186723 8034 1 e5 164338291 4251 -1 e5 212898601 3242 1
AALB010662 e5 119344015 919 1 e5 177130525 2769 -1 e5 223962057 1023 1
AALB009813 e5 105171550 4483 1 e5 164358868 4923 -1 e5 212869416 4615 1
AALB003942 e5 125177954 1274 1 e5 190281326 1497 -1 e5 210389443 1326 1
AALB009956 e5 107480774 1729 1 e5 182438173 3922 -1 e5 227120082 1665 -1
AALB010303 e5 113699614 2759 1 e5 167743878 2591 1 e5 219002248 3322 1
AALB010468 e5 116018536 1685 1 e5 174828318 1828 -1 e5 205182053 1951 -1
AALB010001 e5 108058094 1088 1 e5 168569481 1448 1 e5 225435983 989 1
AALB008505 e5 125287441 3993 1 e5 164273806 4720 1 e5 212955181 4744 -1
AALB010502 e5 116902219 664 1 e5 180422854 3158 1 e5 228128097 477 -1
AALB010153 e5 110975943 7300 -1 e5 171923771 7058 -1 e5 214584536 8059 -1
AALB010433 e5 115489844 7520 1 e5 181474829 13146 -1 e5 223588581 11683 1
AALB010367 e5 114576556 766 1 e5 170077697 1682 1 e5 222005439 1004 -1
AALB010162 e5 111459821 5628 -1 e5 192901306 8745 -1 e5 197101483 9840 1
AALB004026 e5 123552544 990 1 e5 194434734 1731 1 e5 209445500 26217 1
AALB007615 e5 131780558 3466 -1 e5 196024425 3829 1 e5 191819142 3481 -1
AALB007599 e5 131110814 17644 -1 e5 196558728 19258 1 e5 191296261 28326 -1
AALB009782 e5 104835013 8370 -1 e5 191191879 15565 -1 e5 199688385 9803 1
AALB008480 e5 125684986 17294 -1 e5 189786130 23681 -1 e5 209871544 64351 -1
AALB007059 e5 127936523 3561 -1 e5 179111201 4043 1 e5 206058256 4377 1
AALB010165 e5 111475201 5105 -1 e5 192919826 10450 -1 e5 197087123 2326 1
AALB007060 e5 127947069 1176 1 e5 179102912 5943 -1 e5 206050981 5747 -1
AALB010400 e5 114821934 920 1 e5 185996130 3474 -1 e5 194528185 790 1
AALB010546 e5 117249466 260 1 e5 181274871 1301 1 e5 196893311 3245 1
AALB009839 e5 105485553 1075 -1 e5 193719121 1277 1 e5 192897980 1311 -1
AALB007054 e5 127914248 13391 -1 e5 179122120 15390 1 e5 206081140 7635 1
AALB009772 e5 104746308 3502 -1 e5 186439959 2129 -1 e5 224701587 2858 -1
AALB003854 e5 103841807 932 1 e5 166471762 30299 -1 e5 217449206 1034 -1
AALB010236 e5 112488858 4526 1 e5 176767254 2781 1 e5 194392501 3004 -1
AALB003857 e5 103895904 776 1 e5 166415753 16802 -1 e5 217363650 838 -1
AALB009809 e5 105080218 8757 -1 e5 164485518 7894 1 e5 212748719 7196 -1
AALB010658 e5 119253952 1325 1 e5 177221079 1412 -1 e5 223882489 1427 1
AALB007038 e5 127797463 7516 1 e5 179282379 4254 -1 e5 206214457 6469 -1
AALB010263 e5 112701328 1044 -1 e5 170323782 1397 -1 e5 221663223 1255 1
AALB009789 e5 104900430 1667 1 e5 191292054 2265 1 e5 219613358 10167 -1
AALB010579 e5 117762064 1518 1 e5 161885334 2448 1 e5 207405444 1804 1
AALB010513 e5 117026596 3037 -1 e5 180615585 17039 -1 e5 221245581 3686 -1
AALB010471 e5 116041351 849 -1 e5 174778811 28918 1 e5 205149259 24124 1
AALB010313 e5 113823163 2434 1 e5 167863474 2415 1 e5 219222453 2221 1
AALB010407 e5 115169264 715 -1 e5 181692055 646 1 e5 229018951 747 -1
AALB010760 e5 120900289 2853 -1 e5 184258846 3817 1 e5 225966613 4338 1
AALB010163 e5 111468419 2120 -1 e5 192913837 2795 -1 e5 197093294 2171 1
AALB010462 e5 115965032 1483 -1 e5 180673411 2679 -1 e5 228022370 1244 1
AALB010009 e5 108136316 4117 1 e5 168649042 4766 1 e5 225556270 452 1
AALB010773 e5 121159287 3349 1 e5 183953919 3089 -1 e5 205651624 3720 1
AALB010443 e5 115595109 1703 1 e5 163653797 1815 -1 e5 198667016 3408 1
AALB009804 e5 105059409 458 -1 e5 164521369 416 1 e5 212712367 407 -1
AALB009842 e5 105520905 3391 -1 e5 193687559 3797 1 e5 192987389 3548 -1
AALB003729 e5 102066474 1261 -1 e5 169652833 3613 1 e5 222618523 2283 -1
AALB015551 e5 102478373 10219 -1 e5 169124563 12570 1 e5 223371007 2565 -1
AALB007425 e5 129012578 2437 -1 e5 192173005 3029 1 e5 208529896 966 -1
AALB014904 e5 105958415 626 1 e5 182914245 1040 1 e5 195359400 1301 1
AALB007439 e5 128935038 1284 -1 e5 172187813 3962 1 e5 214859620 2615 1
AALB015652 e5 109400892 1986 1 e5 181110442 2260 -1 e5 227771618 815 1
AALB010159 e5 111365287 13756 -1 e5 192765509 31273 -1 e5 197303245 33326 1
AALB009945 e5 107279756 887 -1 e5 177283382 890 1 e5 223816654 887 -1
AALB010778 e5 121249983 1882 1 e5 183819301 2703 -1 e5 205749051 587 1
AALB010229 e5 112455912 3031 1 e5 176738805 4062 1 e5 194282207 23592 1
AALB006959 e5 126170629 1409 1 e5 197563012 2004 -1 e5 200437836 2169 -1
AALB007414 e5 129092274 2140 -1 e5 192064348 2505 1 e5 208640414 4151 -1
AALB010755 e5 120857719 859 -1 e5 174587191 4310 -1 e5 204954567 4021 -1
AALB003952 e5 124705086 7426 1 e5 190867219 10104 -1 e5 210966233 193852 -1
AALB010635 e5 118811728 15707 1 e5 187518369 7531 1 e5 200054020 3729 1
AALB007057 e5 127930932 1510 -1 e5 179117707 1828 1 e5 206068362 1815 1
AALB007416 e5 129066068 5995 -1 e5 192087570 10841 1 e5 208609704 4248 -1
AALB010330 e5 113998001 6476 -1 e5 168048049 9816 -1 e5 212645763 25722 1
AALB010506 e5 116920659 6967 -1 e5 180448621 5959 -1 e5 228083924 23312 1
AALB003806 e5 102854478 3440 -1 e5 171229287 6561 1 e5 229714902 3543 -1
AALB009833 e5 105401148 1750 1 e5 193946161 1715 -1 e5 196968607 1524 -1
AALB007396 e5 129275700 2094 1 e5 191859958 6896 -1 e5 208894118 7177 1
AALB007595 e5 131082783 1334 -1 e5 196615551 2497 1 e5 191265325 2330 -1
AALB003783 e5 102609522 2677 -1 e5 168972741 2910 1 e5 229101300 2057 -1
AALB010328 e5 113945363 15103 -1 e5 167994574 26999 -1 e5 219373292 6858 -1
AALB007569 e5 130642214 3908 1 e5 197559170 3839 1 e5 190971720 3689 -1
AALB007020 e5 127091586 4225 -1 e5 191658732 9352 1 e5 196573056 9574 1
AALB010770 e5 121154751 1749 1 e5 183963984 1666 -1 e5 205645311 1563 1
AALB009916 e5 106937246 833 -1 e5 177729021 8443 1 e5 202720900 815 1
AALB009988 e5 107927080 10934 -1 e5 168471582 22609 -1 e5 211977320 11411 1
AALB010742 e5 120368572 1180 -1 e5 174034789 1428 -1 e5 195896216 1369 1
AALB003982 e5 124192146 11942 -1 e5 197706316 1331 1 e5 191928745 1073 1
AALB010029 e5 108319104 2423 -1 e5 180058778 2576 1 e5 214363558 2195 1
AALB010322 e5 113903270 1784 -1 e5 167944596 1589 -1 e5 219319623 2891 -1
AALB006985 e5 126546619 24411 1 e5 195503985 2366 1 e5 201630144 880 1
AALB003740 e5 102171268 1470 -1 e5 169531003 2329 1 e5 222794720 3666 -1
AALB010656 e5 119231811 785 1 e5 177243585 1056 -1 e5 223855610 2871 1
AALB009968 e5 107648624 2857 1 e5 182168783 3471 -1 e5 228703461 2364 1
AALB010534 e5 117133263 1824 -1 e5 162780178 2112 1 e5 208427221 1435 1
AALB010414 e5 115262482 2311 1 e5 185427729 3092 -1 e5 195112209 2254 1
AALB000838 e4 74851999 8564 -1 e5 193462283 951 1 e4 138244733 2093 -1
AALB015493 e5 102441226 11180 1 e5 169168947 13498 -1 e5 223313711 13270 1
AALB007045 e5 127836566 5792 1 e5 179233324 5586 -1 e5 206168144 3104 -1
AALB003719 e5 102026873 2157 1 e5 171133121 2711 1 e5 229658542 2284 1
AALB010363 e5 114554692 11477 -1 e5 173847714 13652 -1 e5 219652243 22052 1
AALB007402 e5 129212725 7688 -1 e5 191936131 13536 1 e5 208783059 9428 -1
AALB010136 e5 110704604 4817 1 e5 171569493 4897 -1 e5 225139346 1361 1
AALB009940 e5 107162139 6093 1 e5 177428445 3350 -1 e5 223661373 3053 1
AALB010223 e5 112388011 13051 -1 e5 176643245 9596 -1 e5 194214109 8538 -1
AALB015542 e5 102325425 951 -1 e5 169347010 986 1 e5 223090582 916 -1
AALB010862 e5 122681748 4832 1 e5 172770125 8490 -1 e5 215972951 9999 1
AALB010327 e5 113940745 1363 -1 e5 167990941 1825 -1 e5 219367633 1748 -1
AALB003867 e5 104462612 4296 1 e5 165732737 15812 -1 e5 216364724 14059 -1
AALB010477 e5 116187763 419 -1 e5 174625384 440 1 e5 204993634 23046 1
AALB010426 e5 115450852 735 -1 e5 181555047 1073 1 e5 229060009 1064 -1
AALB003957 e5 124490001 7760 -1 e5 187763363 8141 -1 e5 211236374 5995 1
AALB015511 e5 127039809 3522 -1 e5 191668599 3915 1 e5 196583613 6097 1
AALB004031 e5 123407256 993 1 e5 174893621 914 -1 e5 205238192 983 -1
AALB010102 e5 109703744 3543 -1 e5 172861819 9577 -1 e5 215894947 10843 1
AALB004047 e5 123227086 689 -1 e5 175095820 1142 1 e5 225929153 599 -1
AALB009986 e5 107884984 1818 1 e5 185358867 2212 -1 e5 227501579 1005 1
AALB010366 e5 114572331 3702 -1 e5 170728895 4346 1 e5 220916832 3290 -1
AALB009816 e5 105184069 2340 -1 e5 164347828 2372 1 e5 212888606 2695 -1
AALB009961 e5 107515550 2962 1 e5 182372492 21426 -1 e5 227084307 2071 -1
AALB010581 e5 117791162 10313 1 e5 161892488 3053 1 e5 207413123 10787 1
AALB010694 e5 119777553 2728 1 e5 164886627 2838 -1 e5 198368140 2391 -1
AALB010592 e5 118206853 563 1 e5 162405946 893 1 e5 207938401 642 1
AALB010644 e5 118982045 7386 -1 e5 187728666 15774 -1 e5 200250355 14358 -1
AALB007567 e5 130632799 1845 -1 e5 197546781 3723 -1 e5 190977784 1889 1
AALB010820 e5 121826369 16990 1 e5 170712099 3543 -1 e5 220948830 1280 1
AALB010655 e5 119224009 1538 -1 e5 177255259 11480 1 e5 223840383 8824 -1
AALB010331 e5 114036977 549 -1 e5 168078221 23669 -1 e5 212581760 21274 1
AALB010401 e5 114826834 1023 1 e5 185992523 1667 -1 e5 194536443 1021 1
AALB010424 e5 115427934 10614 1 e5 181577609 3550 -1 e5 229030391 2882 1
AALB003956 e5 124502105 7326 -1 e5 187775870 8470 -1 e5 211203487 27101 1
AALB007098 e5 128528318 2206 -1 e5 186750711 5126 -1 e5 220584633 2867 1
AALB010007 e5 108116025 17235 1 e5 168630565 18232 1 e5 225522802 14717 1
AALB009840 e5 105487466 3264 1 e5 193715439 2611 -1 e5 192957146 1052 1
AALB007027 e5 127227670 999 -1 e5 179800757 2854 1 e5 206718612 1059 1
AALB007622 e5 131905439 6846 -1 e5 198024207 11487 1 e5 200560329 11619 -1
AALB010202 e5 111902357 6886 1 e5 176023229 10053 1 e5 193528059 11626 1
AALB010789 e5 121397860 3343 1 e5 188023049 7428 1 e5 226753328 3719 1
AALB007066 e5 128054546 1021 -1 e5 178968179 4833 1 e5 205944230 942 -1
AALB010832 e5 121954718 1180 1 e5 170574925 6408 -1 e5 221160431 5373 1
AALB003777 e5 102555016 6597 -1 e5 169030442 15302 1 e5 223491562 13111 -1
AALB010819 e5 121821415 2444 -1 e5 170717913 2249 1 e5 220938619 1043 -1
AALB007594 e5 131079341 3151 1 e5 196618010 3514 -1 e5 191261648 2193 1
AALB010559 e5 117406864 8690 -1 e5 165022005 8744 1 e5 198545201 9044 1
AALB009975 e5 107725003 5762 -1 e5 182073037 10297 1 e5 228773454 4843 -1
AALB010280 e5 113120794 1510 1 e5 183419330 3477 -1 e5 204096229 1423 1
AALB010825 e5 121882631 4936 1 e5 170656094 4828 -1 e5 221030286 4682 1
AALB015729 e5 128156506 2956 1 e5 178854395 3368 -1 e5 205810540 6219 -1
AALB010276 e5 112928260 5769 1 e5 183661702 7042 -1 e5 203785244 2448 1
AALB009765 e5 104696893 1734 1 e5 186373250 2861 1 e5 224630463 2075 1
AALB010636 e5 118829219 6025 1 e5 187527883 7769 1 e5 200062110 5584 1
AALB008499 e5 125317111 7092 -1 e5 164313899 4674 -1 e5 212921543 6408 1
AALB010632 e5 118771394 3861 -1 e5 187448949 3875 -1 e5 199971931 3711 -1
AALB010385 e5 114673318 19823 -1 e5 170200703 4441 -1 e5 221825162 2786 1
AALB010827 e5 121913253 2033 1 e5 170628676 2011 -1 e5 221073293 1906 1
AALB003780 e5 102590829 9392 -1 e5 168990685 4480 1 e5 229081812 4013 -1
AALB004037 e5 123295126 8382 1 e5 175008596 4975 -1 e5 205344640 6844 -1
AALB006966 e5 126258479 2544 1 e5 195191392 2873 1 e5 200338080 2070 -1
AALB010844 e5 122279755 3544 -1 e5 163245463 24478 1 e5 199203361 16169 -1
AALB009946 e5 107282269 5410 1 e5 177275002 6507 -1 e5 223829562 2037 1
AALB010427 e5 115451831 2810 1 e5 181552358 2604 -1 e5 229061584 2099 1
AALB004070 e5 122964068 8480 1 e5 172344444 11561 -1 e5 216333638 7848 1
AALB010808 e5 121737985 12651 1 e5 186923231 18673 1 e5 226180791 14674 1
AALB015887 e5 120334118 30773 1 e5 174025890 4389 1 e5 195903128 17177 -1
AALB010000 e5 108051914 5720 1 e5 168561216 5577 -1 e5 225415948 2962 -1
AALB007603 e5 131491191 4877 1 e5 196294329 12719 -1 e5 191534426 4275 1
AALB010752 e5 120805087 6716 -1 e5 174533820 3506 -1 e5 204899423 792 -1
AALB003868 e5 104470984 15893 -1 e5 165722016 4982 1 e5 216348923 10512 1
AALB010719 e5 120047283 3275 -1 e5 164607688 7543 1 e5 197832068 2651 1
AALB001247 e5 133612904 3615 -1 e5 198734914 5930 1 e5 190128490 5718 -1
AALB010326 e5 113938476 1692 1 e5 167987976 3099 1 e5 219364605 1691 1
AALB010754 e5 120852364 3005 1 e5 174577836 9110 1 e5 204949517 1626 1
AALB010260 e5 112679475 1550 1 e5 170293092 2009 1 e5 221699826 1497 -1
AALB008496 e5 125333043 7505 1 e5 173828836 7755 -1 e5 219693268 4365 1
AALB010617 e5 118636479 8679 1 e5 187235654 14578 1 e5 226499067 2867 1
AALB010494 e5 116645040 1749 1 e5 188967041 2056 1 e5 228369027 1727 -1
AALB003975 e5 124223533 6879 1 e5 197654081 11495 -1 e5 191895162 8214 -1
AALB003860 e5 104194443 1088 1 e5 166042770 18594 -1 e5 216825714 4760 -1
AALB010309 e5 113818619 1030 -1 e5 167855825 5196 1 e5 219214307 1121 1
AALB007427 e5 129003453 3499 -1 e5 192182723 3766 1 e5 208517923 3332 -1
AALB003773 e5 102518480 5120 -1 e5 169073573 5373 1 e5 223437843 3905 -1
AALB006957 e5 126166777 1543 -1 e5 197568568 5296 1 e5 191832099 1410 1
AALB009828 e5 105355119 2392 -1 e5 194019474 3349 1 e5 197006963 23430 1
AALB007417 e5 129056537 395 1 e5 192112247 798 -1 e5 208587073 408 1
AALB008503 e5 125294775 2026 1 e5 164281818 2438 1 e5 212948878 2657 -1
AALB010442 e5 115591497 2482 1 e5 181350562 4685 -1 e5 202307641 2423 -1
AALB010616 e5 118626645 9731 1 e5 187224783 7146 1 e5 226481140 6493 1
AALB010549 e5 117269976 7501 1 e5 181306691 5455 1 e5 196940044 1507 1
AALB009792 e5 104923919 9682 -1 e5 191315681 10880 -1 e5 219586360 3370 1
AALB010340 e5 114149366 8246 -1 e5 168206339 13281 -1 e5 212337702 24233 1
AALB004050 e5 123219952 1712 -1 e5 175104751 2798 1 e5 225921646 1520 -1
AALB003992 e5 124063401 954 1 e5 197820943 1638 -1 e5 192131039 962 -1
AALB006969 e5 126266372 1462 1 e5 195198851 1369 1 e5 200318364 1195 -1
AALB010209 e5 112116318 668 1 e5 176267233 1132 1 e5 193780790 1076 1
AALB003801 e5 102829794 5140 -1 e5 168692387 6944 1 e5 229785794 1787 1
AALB010337 e5 114101463 889 1 e5 168158728 1121 1 e5 212437597 840 -1
AALB010178 e5 111676347 16951 1 e5 182741469 21855 -1 e5 227369083 2083 -1
AALB007406 e5 129174139 7689 1 e5 191975355 9727 -1 e5 208737379 10760 1
AALB010230 e5 112462504 852 -1 e5 176743397 1928 -1 e5 194328971 1484 -1
AALB010356 e5 114481646 543 -1 e5 162413563 1975 -1 e5 207947918 6363 -1
AALB009976 e5 107811894 2345 -1 e5 181958425 6402 1 e5 228849332 2536 -1
AALB003988 e5 124154998 2685 1 e5 197746028 2814 -1 e5 192015448 2649 -1
AALB008468 e5 125932743 1937 1 e5 190064885 1943 1 e5 210159231 2000 1
AALB008405 e2 39483621 221 1 e5 162490410 221 -1 e5 208031965 4439 -1
AALB009799 e5 105031816 1102 1 e5 191488344 3750 1 e5 212676104 3783 1
AALB004034 e5 123349895 5725 1 e5 174956274 4021 -1 e5 205291401 2583 -1
AALB008476 e5 125756834 1229 1 e5 189867940 1651 1 e5 209976585 2010 1
AALB006375 e1 7400815 4222 -1 e5 181303200 1427 -1 e1 6773087 1706 -1
AALB006783 e1 2044939 1941 -1 e5 193685571 1838 -1 e1 18801785 1600 1
AALB014591 e1 3937854 1443 1 e5 179816850 854 1 e1 18319986 961 1
AALB006650 e1 3958286 9155 -1 e5 166335117 4226 1 e1 9291162 5953 1
AALB006571 e1 4853097 1883 -1 e5 175245861 1576 1 e3 99542433 1569 1
