alb_ID alb_chr alb_start alb_length alb_strand atr_scf atr_start atr_length atr_strand gam_chr gam_start gam_length gam_strand
AALB002784 2R 56811179 7347 1 3R 139115562 1928 -1 2R 66679605 1591 -1
AALB000718 2L 76647330 1546 -1 2R 52273850 4439 1 3R 146235975 1704 -1
AALB010298 3R 113533861 4585 -1 3L 167579174 6251 -1 3L 218770309 3894 -1
AALB005224 3L 157494985 846 1 2L 81000998 1028 1 2L 101318887 943 -1
AALB001764 2L 94033424 613 -1 2R 20133761 742 -1 3R 166109062 461 1
AALB008519 2R 61127415 2560 1 3R 141001494 2991 1 2R 68546428 2736 -1
AALB015858 2R 17275768 13562 -1 3R 133875979 1040 1 2R 30363070 17515 -1
AALB003162 2R 50130456 2390 -1 3R 136609370 2234 1 2R 80601837 26828 1
AALB005040 3L 155382287 991 -1 2L 78886249 593 1 2L 112283047 1008 -1
AALB007946 2L 65547493 4476 1 2R 56139737 4502 -1 3R 183494854 1934 -1
AALB004553 3L 147758157 1229 1 2L 79822168 1749 -1 2L 128085711 1773 -1
AALB010107 3R 109831413 2931 1 3L 173065402 10278 1 3L 215732404 703 -1
AALB009048 2R 18638680 8673 -1 3R 113396616 9133 1 2R 44785222 6951 -1
AALB005880 3L 165306635 5167 -1 2L 86799486 18865 1 2L 95766526 11490 -1
AALB004042 3R 123259666 4908 -1 3L 175062056 7585 1 3L 225952474 4686 -1
AALB008386 2R 39972508 4997 -1 3R 117551704 6098 1 2R 48543861 5908 -1
AALB010273 3R 112909619 1389 1 3L 181152627 1485 -1 3L 196712652 1423 -1
AALB001739 2L 94311811 403 1 2R 37919560 1005 -1 3R 145442300 702 1
AALB001870 2L 92433714 4699 1 2R 17398112 25876 1 3R 170155179 66830 -1
AALB000789 2L 75690800 3973 -1 2R 28596310 4610 -1 3R 177324449 10624 1
AALB010574 3R 117739116 4422 -1 3L 161858687 4182 -1 3L 207374349 2644 -1
AALB002381 2R 27253522 1493 1 3R 153457014 18653 1 2R 53835069 11390 1
AALB003628 2R 51624564 991 1 3R 130949974 1848 -1 2R 59616869 806 -1
AALB008916 2R 20065580 4871 1 3R 115338836 25817 -1 2R 57563334 4613 -1
AALB009519 2R 12611494 2309 -1 3R 125297905 2311 -1 2R 58646564 2282 -1
AALB007202 2R 29351326 13631 -1 3R 155766699 6634 -1 2R 62903579 7052 1
AALB009035 2R 18737247 310 -1 3R 138448542 584 -1 2R 52471018 329 -1
AALB001512 2L 98954196 12666 1 2R 40160495 16301 -1 3R 141000022 15421 -1
AALB005706 3L 163330501 768 -1 2L 62045731 1303 1 2L 124885072 34317 1
AALB007308 3L 136940499 2929 1 2L 90377706 1534 -1 2L 91717175 922 1
AALB000354 2L 83425849 8734 1 2R 35462131 11138 -1 3R 162915140 10527 1
AALB014546 3L 167457090 1616 -1 2L 81422020 2414 1 2L 100693902 1584 1
AALB009880 3R 106043674 3510 -1 3L 183017283 46218 -1 3L 195796790 11961 -1
AALB005834 3L 164737445 1035 -1 2L 94863680 2062 -1 2L 113161997 1293 -1
AALB008574 2R 60325115 1623 1 3R 149960839 1687 1 2R 75034265 1568 1
AALB007280 2R 28256663 5527 -1 3R 150513719 11593 -1 2R 79626878 22123 1
AALB001303 2L 101712191 1413 1 2R 24624797 1986 -1 3R 143329861 1451 -1
AALB000673 2L 77475858 2331 -1 2R 40327735 2353 -1 3R 141161683 1439 -1
AALB004837 3L 152504551 6184 1 2L 71124663 12405 -1 2L 120433923 228252 -1
AALB004176 3L 141554498 4757 1 2L 77091842 14462 1 2L 99478056 13876 -1
AALB010747 3R 120614291 1481 1 3L 174320482 1400 1 3L 204707845 1019 1
AALB002700 2R 22351752 3178 1 3R 108411686 7466 1 2R 29507051 9144 1
AALB000795 2L 75537417 2692 1 2R 28434444 3648 1 3R 177538085 3942 -1
AALB003596 2R 51899940 2964 1 3R 139414736 2446 1 2R 79197295 2619 1
AALB005118 3L 156278724 1665 -1 2L 73863150 1687 1 2L 132156237 1751 -1
AALB009006 2R 19131010 4775 -1 3R 143670407 1642 -1 2R 78127543 1503 1
AALB010134 3R 110690426 616 -1 3L 171580526 11588 1 3L 225111227 10803 -1
AALB002909 2R 63064412 2806 -1 3R 161277339 4907 -1 2R 85025281 9391 -1
AALB001145 2L 69033954 1207 -1 2R 20984243 2016 1 3R 180044087 1443 1
AALB000595 2L 78559570 1393 -1 2R 22494045 1340 -1 3R 146001627 1411 -1
AALB010249 3R 112593347 1353 1 3L 170205385 1211 1 3L 221819821 1191 -1
AALB007908 2L 65007259 8816 1 2R 56891489 4247 -1 3R 184369261 4435 -1
AALB001253 3R 133323744 3730 -1 3L 199046246 3757 1 3L 189909642 3574 -1
AALB000775 2L 75946848 3828 1 2R 54876300 6502 -1 3R 152932546 3021 -1
AALB002651 2R 22964936 17592 -1 3R 128999772 24742 -1 2R 72001758 26379 -1
AALB002805 2R 61651811 4459 -1 3R 141537455 5794 1 2R 65619021 6154 -1
AALB003803 3R 102839884 6011 -1 3L 168679490 7512 1 3L 229695719 6010 -1
AALB005328 3L 158906849 3258 -1 2L 61866522 743 -1 2L 124731461 929 -1
AALB010725 3R 120076383 1520 -1 3L 164584575 1792 1 3L 196297392 1290 -1
AALB000746 2L 76374570 5174 -1 2R 50709702 2902 -1 3R 134923066 5128 1
AALB009947 3R 107296003 1892 1 3L 175780410 518 1 3L 193274325 1474 1
AALB004381 3L 144488815 1575 1 2L 101151716 1657 -1 2L 99316589 1113 -1
AALB006992 3R 126682119 3695 1 3L 195617678 2790 1 3L 201796815 1554 1
AALB003098 2R 48959960 2865 -1 3R 118197080 1049 -1 2R 47919385 829 1
AALB001467 2L 99433462 2613 1 2R 25944320 2913 -1 3R 144599961 1798 -1
AALB000618 2L 78308698 489 -1 2R 22234491 836 -1 3R 145736621 816 -1
AALB000257 2L 84969326 8803 1 2R 33562927 3183 -1 3R 155632145 7906 1
AALB005986 3L 166576718 7875 1 2L 72302885 16633 -1 2L 131805990 15746 1
AALB009505 2R 12759788 5326 -1 3R 125562177 5902 -1 2R 58935186 4375 -1
AALB009844 3R 105530495 2447 -1 3L 193674910 4601 1 3L 192997627 2074 -1
AALB010231 3R 112464036 4372 1 3L 176745562 4641 1 3L 194318420 4545 -1
AALB003717 3R 101997982 4346 1 3L 171074400 5017 1 3L 229587795 1742 1
AALB007977 2L 65902106 3810 -1 2R 33721667 2898 -1 3R 155973604 11592 -1
AALB003068 2R 48429711 1646 1 3R 148708840 1604 -1 2R 34745938 1595 -1
AALB000318 2L 83943481 350 1 2R 51154628 350 -1 3R 138492173 751 -1
AALB003805 3R 102850887 1542 -1 3L 171237263 1673 1 3L 229710930 1502 -1
AALB009408 2R 13678219 2974 -1 3R 104952338 1348 1 2R 24949838 1258 -1
AALB008019 2L 66561766 1089 -1 2R 48229707 9810 -1 3R 135737764 7358 -1
AALB002550 2R 25149939 11082 1 3R 126551295 25061 -1 2R 75969691 53253 -1
AALB010479 3R 116199672 1110 1 3L 174608563 3977 -1 3L 204977769 1139 -1
AALB009276 2R 15502452 293 -1 3R 135102425 1100 -1 2R 64780582 311 1
AALB001434 2L 99952052 25192 1 2R 34981876 5836 -1 3R 163512029 7425 1
AALB002747 2R 57151207 3311 -1 3R 155225237 3161 1 2R 45120731 3162 1
AALB009397 2R 13785691 2687 -1 3R 104841263 3205 1 2R 25075096 2649 -1
AALB006038 3L 167337425 2334 -1 2L 81583093 3085 1 2L 100850091 2237 1
AALB005432 3L 160026929 8369 -1 2L 72572046 10260 1 2L 134837513 5443 1
AALB005562 3L 161424875 2005 1 2L 78680588 1921 -1 2L 126045245 1877 1
AALB009043 2R 18696712 1304 -1 3R 113347126 4129 1 2R 78670477 1681 1
AALB001397 2L 100476868 9739 -1 2R 16335215 18086 1 3R 138013281 19093 -1
AALB009196 2R 16526265 2328 1 3R 105626062 4245 1 2R 26870744 2339 1
AALB000639 2L 78032586 2107 -1 2R 19394365 8858 -1 3R 167222815 1538 1
AALB007858 2L 64293758 835 -1 2R 58234701 863 -1 3R 185705115 859 -1
AALB009678 2R 37314175 5420 -1 3R 117788591 9967 -1 2R 48296045 15376 1
AALB002739 2R 57233808 11771 -1 3R 147639606 9012 -1 2R 41474282 95819 -1
AALB000675 2L 77463934 2079 -1 2R 40311668 1940 -1 3R 141145605 1995 -1
AALB005716 3L 163398014 1167 1 2L 61945034 1266 -1 2L 124827100 1259 -1
AALB010762 3R 120906248 800 -1 3L 184254182 1287 1 3L 225962285 1233 1
AALB009392 2R 14087344 5286 1 3R 104528425 3441 -1 2R 25386405 29170 1
AALB008191 2R 43142752 1682 -1 3R 111941960 1910 -1 2R 54077641 1532 1
AALB002875 2R 62352597 6337 1 3R 148823000 12357 1 2R 34795725 44529 1
AALB003476 2R 53652423 4536 -1 3R 135947641 16252 1 2R 79946496 2689 1
AALB002980 2R 46831592 3263 -1 3R 159185564 4431 1 2R 81769502 4469 1
AALB000450 2L 81530039 6496 1 2R 21446833 7800 1 3R 178718091 4498 1
AALB003034 2R 47736780 1979 1 3R 115225952 1268 -1 2R 67076164 1874 1
AALB005979 3L 166547531 1391 -1 2L 74129755 2281 -1 2L 131846364 3571 1
AALB009313 2R 15004258 1536 -1 3R 103621765 1469 1 2R 24705935 1433 1
AALB008651 2R 59047759 743 -1 3R 120971148 743 -1 2R 31279584 1018 -1
AALB001522 2L 98866370 3415 -1 2R 40292369 1665 1 3R 141127156 1912 1
AALB000320 2L 83937489 4576 1 2R 51156644 5605 -1 3R 138494723 4684 -1
AALB010618 3R 118646380 8328 -1 3L 187250214 17735 -1 3L 226504743 6629 -1
AALB008713 2R 58288144 1994 1 3R 141969556 3213 -1 2R 73537749 3069 1
AALB008073 2R 45261063 840 1 3R 130539731 1355 -1 2R 32475765 908 -1
AALB010830 3R 121922227 11780 1 3L 170609673 12960 -1 3L 221121360 3913 1
AALB003535 2R 53006916 2221 1 3R 159842511 3947 -1 2R 82377242 2430 1
AALB005943 3L 166061222 19219 1 2L 93661184 3809 1 2L 127836274 78942 1
AALB000186 2L 86052702 4050 -1 2R 23287676 9003 -1 3R 142011688 9830 -1
AALB006962 3R 126233013 1776 -1 3L 195170458 1986 -1 3L 200371137 1059 1
AALB004666 3L 149455340 4966 1 2L 64933829 5973 1 2L 103588563 4904 1
AALB005838 3L 164744487 803 -1 2L 94850887 6315 1 2L 113150062 808 1
AALB005734 3L 163562076 4940 -1 2L 97364486 5003 -1 2L 125728622 5056 -1
AALB005499 3L 160756526 2894 1 2L 85109260 2681 -1 2L 130571661 2590 -1
AALB001929 2L 91570633 2330 1 2R 31316770 3795 1 3R 139555025 65115 1
AALB015475 2R 17644495 1397 1 3R 122553828 3805 -1 2R 54979553 1414 -1
AALB001419 2L 100116211 1430 -1 2R 16724487 1525 -1 3R 137328049 1504 1
AALB008530 2R 61017455 1277 -1 3R 143202050 1436 1 2R 65256399 1420 1
AALB000470 2L 81190252 9220 -1 2R 49573268 11110 1 3R 154223135 20436 1
AALB001185 2L 68344807 3305 -1 2R 46015642 3196 -1 3R 153405776 21105 1
AALB008381 2R 40181062 4837 -1 3R 117345408 22578 1 2R 48751183 31863 -1
AALB001656 2L 96507466 1251 -1 2R 18732853 2009 1 3R 168344339 1618 -1
AALB000958 2L 72878402 1041 -1 2R 37434957 1110 -1 3R 150685879 897 1
AALB009286 2R 15427072 845 1 3R 135004153 5315 1 2R 39485943 876 1
AALB000323 2L 83920669 1835 -1 2R 51193323 1386 1 3R 138513741 1413 1
AALB005264 3L 158006076 2758 1 2L 82079009 4150 1 2L 123671929 2459 1
AALB001564 2L 98109221 9437 1 2R 35173278 20306 -1 3R 163233725 8595 -1
AALB001150 2L 69025533 2425 1 2R 20995668 2777 -1 3R 180052048 2446 -1
AALB008135 2R 43770528 1442 1 3R 146612066 1646 1 2R 40361059 3291 1
AALB002948 2R 46557051 8541 -1 3R 132100794 6002 1 2R 45684954 4248 -1
AALB008299 2R 41577821 3079 -1 3R 139823816 3432 -1 2R 29041548 2840 1
AALB015562 3R 125307950 2014 1 3L 164292968 2438 1 3L 212936994 1974 -1
AALB004857 3L 152830877 2216 -1 X 10995823 4943 1 X 803396 7100 1
AALB004668 3L 149472202 1589 -1 2L 64957693 1604 -1 2L 126556767 1710 -1
AALB001532 2L 98701951 16196 -1 2R 49328704 30225 -1 3R 159291638 30919 1
AALB005308 3L 158665268 4042 1 2L 82748890 11594 1 2L 124424764 35789 1
AALB009002 2R 19175548 12147 1 3R 112852994 9088 1 2R 52831114 11314 -1
AALB001913 2L 91703330 5467 1 2R 31464372 10871 1 3R 139704560 6071 1
AALB004324 3L 143792894 17232 -1 2L 99687535 28856 1 2L 98672102 31201 1
AALB008654 2R 59037187 4243 1 3R 120957557 8505 1 2R 31266748 7990 1
AALB000410 2L 82341448 19973 -1 2R 32712248 34720 -1 3R 147584238 47750 1
AALB006207 3L 169543118 2008 -1 2L 75010255 2221 -1 2L 133496348 2080 1
AALB005353 3L 159143957 3713 1 2L 96877439 4003 1 2L 122176018 4000 1
AALB004390 3L 144564856 20891 -1 2L 101007942 4627 1 2L 99197282 21016 1
AALB000726 2L 76605540 1079 1 2R 49053008 1529 -1 3R 171869132 2199 -1
AALB010409 3R 115216658 2054 1 3L 185521525 12672 -1 3L 195025204 2651 1
AALB002397 2R 26742300 1437 -1 3R 122978075 1618 1 2R 55436886 1621 1
AALB009932 3R 107128475 1961 1 3L 177475754 2140 -1 3L 202441802 1818 -1
AALB008137 2R 43758875 3968 1 3R 146601360 3517 1 2R 54757714 2749 1
AALB002033 2L 90112514 1892 1 2R 31606822 779 1 3R 139839738 953 1
AALB002399 2R 26727001 1244 -1 3R 122995801 1679 1 2R 55453897 1678 1
AALB010011 3R 108162660 1533 1 3L 171242770 1562 1 3L 225590799 1827 1
AALB006030 3L 167285099 1314 -1 2L 81653082 1517 1 2L 100929732 1604 1
AALB001846 2L 92908040 9478 1 2R 22947489 11257 -1 3R 141640029 10682 -1
AALB001176 2L 68622106 1747 1 2R 46281758 2491 1 3R 153154875 1836 -1
AALB007332 3L 137577417 1222 -1 2L 88770928 1320 -1 2L 93587162 58034 1
AALB000211 2L 85691859 779 -1 2R 51579813 2008 -1 3R 138856379 2060 -1
AALB001761 2L 94035600 22521 -1 2R 20139485 21756 -1 3R 166072012 31660 1
AALB008416 2R 39357288 2241 1 3R 110394800 2631 -1 2R 45604730 2201 -1
AALB009416 2R 13624119 17652 -1 3R 105022152 18318 1 2R 24891464 18008 -1
AALB004368 3L 144397233 1890 1 2L 101253931 2771 -1 2L 97867870 1871 -1
AALB015713 2L 100152166 3584 1 2R 16669325 3474 -1 3R 137395616 3386 1
AALB001779 2L 93688549 11682 -1 2R 22675418 5745 1 3R 146189426 4888 1
AALB009281 2R 15467909 14317 -1 3R 135069737 7689 -1 2R 64809960 8920 1
AALB000496 2L 80808995 6345 -1 2R 53281498 7053 -1 3R 171115793 5218 1
AALB001405 2L 100260416 10793 -1 2R 16526694 6934 1 3R 137773937 7508 -1
AALB009923 3R 107082766 1268 -1 3L 177537677 2850 1 3L 202540826 1771 1
AALB005355 3L 159148328 3121 -1 2L 96885028 3175 -1 2L 122184113 1544 -1
AALB010695 3R 119780361 13716 -1 3L 164870723 16104 1 3L 198354545 13122 1
AALB004814 3L 151568287 1775 -1 2L 97930456 3569 -1 2L 100483361 3081 1
AALB003753 3R 102344927 6294 -1 3L 169294218 2104 1 3L 223129626 1629 -1
AALB003243 3L 139193417 5772 -1 2L 68966420 14593 -1 2L 114159086 12933 -1
AALB008475 3R 125758373 7048 -1 3L 189874272 2562 -1 3L 209982033 2047 -1
AALB008694 2R 58514543 5628 -1 3R 141741937 3382 1 2R 73774914 1948 -1
AALB000947 2L 73156723 10088 -1 2R 37716173 10306 -1 3R 150267432 11510 1
AALB003141 2R 49794709 6563 -1 3R 137004483 6980 1 2R 67722479 5992 1
AALB008067 2R 45391664 921 1 3R 130366505 22221 -1 2R 32314906 39444 -1
AALB001037 2L 71265271 1592 1 2R 27141519 2218 -1 3R 164890611 1887 -1
AALB009562 2R 35863324 6731 1 3R 151787803 5191 1 2R 70867682 7091 -1
AALB008820 2R 21573221 3274 1 3R 107629325 3390 1 2R 36221816 3805 1
AALB008741 2R 57911297 15282 -1 3R 137585283 9446 1 2R 57715972 11679 -1
AALB009689 2R 37550881 1661 -1 3R 118023398 1553 -1 2R 48073177 1580 1
AALB001173 2L 68723748 2242 -1 2R 36532794 1997 1 3R 152005510 2033 -1
AALB010831 3R 121934218 1542 1 3L 170606731 1775 -1 3L 221130030 1583 1
AALB000194 2L 85964072 1308 1 2R 17628999 1808 -1 3R 169886841 1626 1
AALB002332 2R 27837471 1761 1 3R 139279592 2000 -1 2R 79077035 1840 -1
AALB009848 3R 105541079 1919 -1 3L 193656644 4128 1 3L 193015373 2189 -1
AALB003400 2R 54755132 4471 -1 3R 132528203 6301 1 2R 30944363 64993 -1
AALB010769 3R 121124551 1293 1 3L 180613202 1877 -1 3L 221241225 1484 -1
AALB001084 2L 70342187 1094 -1 2R 36580832 17854 1 3R 151944691 869 -1
AALB002675 2R 22578205 2533 -1 3R 108670852 1636 -1 2R 29469493 1529 -1
AALB008967 2R 19659402 12916 1 3R 115771924 16600 -1 2R 50405214 12864 1
AALB007200 2R 29388275 1910 -1 3R 155801367 2802 -1 2R 62861287 1462 1
AALB008415 2R 39362688 5327 -1 3R 144321972 17964 1 2R 42598251 13312 -1
AALB002195 2R 32974684 286 -1 3R 154619848 38297 -1 2R 37466440 25242 1
AALB009847 3R 105539388 1502 1 3L 193660051 6632 -1 3L 193013459 1375 1
AALB004800 3L 151367966 7352 -1 2L 92197801 17017 1 2L 105161884 11770 -1
AALB006158 3L 168824907 3083 -1 2L 95544602 7844 -1 2L 111645421 9367 -1
AALB002658 2R 22850540 3810 1 3R 128843988 4094 1 2R 71851236 3913 1
AALB000576 2L 78880601 5300 -1 2R 43155474 5859 -1 3R 181435940 3463 1
AALB010124 3R 110412673 2411 -1 3L 177024763 2810 1 3L 224047147 3160 -1
AALB003536 2R 52996796 9724 -1 3R 159640888 2249 -1 2R 82234441 4781 -1
AALB002885 2R 62422069 5187 -1 3R 160511452 3659 -1 2R 83210005 14264 -1
AALB003030 2R 47724465 3111 -1 3R 115240226 3351 1 2R 67064799 2358 -1
AALB009255 2R 15633245 5695 1 3R 135268221 4940 1 2R 29627884 5033 1
AALB009722 2R 38141246 3473 1 3R 131691421 2294 -1 2R 46079743 1891 1
AALB003267 3L 139505387 2366 -1 2L 63632924 2700 -1 2L 114529936 2486 -1
AALB006000 3L 166850457 2357 1 2L 93181069 1790 1 2L 107944974 2104 1
AALB008525 2R 61064808 853 -1 3R 143134664 1109 1 2R 65179453 998 1
AALB008128 2R 44038622 350 -1 3R 146853324 1335 -1 2R 40628528 554 -1
AALB000555 2L 79567340 9563 1 2R 52550129 12299 1 3R 141318721 10318 1
AALB004356 3L 144276101 3408 -1 2L 69115176 5311 -1 2L 98031164 4799 1
AALB009763 3R 104693705 1142 1 3L 186369658 1404 1 3L 224626272 1513 1
AALB000707 2L 76920803 11560 1 2R 51995171 16507 -1 3R 146563947 18819 -1
AALB005735 3L 163574834 1659 -1 2L 97378971 2645 -1 2L 125742652 1789 -1
AALB007236 2R 28929527 12082 1 3R 155262444 4624 1 2R 45160478 3733 1
AALB003477 2R 53641021 5932 1 3R 135966973 9873 -1 2R 79966616 5774 -1
AALB001277 2R 63787427 14268 1 2R 58915439 6978 -1 3R 186644853 6383 1
AALB003844 3R 103556356 3741 1 3L 166842503 22632 -1 3L 217838807 3017 -1
AALB007861 2L 64303454 2262 -1 2R 58243626 2746 -1 3R 185713666 2728 -1
AALB010300 3R 113544120 3840 1 3L 167592780 2078 1 3L 218784366 1941 1
AALB001696 2L 94939237 2578 1 2R 41966282 4862 -1 3R 161029931 4455 1
AALB002443 2R 26437460 5745 1 3R 123376127 34978 -1 2R 32999549 30449 1
AALB004293 3L 143353709 3483 -1 2L 67097898 3082 1 2L 110416276 4411 -1
AALB007283 2R 28183390 16072 1 3R 138127378 22049 -1 2R 61617588 36799 1
AALB000389 2L 82792321 2049 1 2R 48556905 5254 1 3R 135964901 2267 1
AALB000265 2L 84882325 1201 1 2R 33668256 2057 -1 3R 155490923 1757 1
AALB005954 3L 166185362 4513 -1 2L 80297628 3241 -1 2L 102161850 3927 1
AALB002841 2R 61977229 4464 1 3R 156532675 6062 1 2R 61968082 3098 -1
AALB003828 3R 103183907 1512 1 3L 167311183 5516 -1 3L 218411980 1507 -1
AALB007502 3R 134435520 5471 1 2R 60301099 1637 -1 2L 88481491 2036 -1
AALB001257 3R 133301881 2694 -1 3L 197942003 2708 1 3L 200667062 2283 -1
AALB007196 2R 29412198 706 1 3R 140173313 1224 -1 2R 74317802 943 1
AALB006226 3L 169750852 2796 -1 2L 72808996 3933 -1 2L 133228554 3842 1
AALB009189 2R 16562273 1208 1 3R 105666207 1943 1 2R 26911117 1488 1
AALB004417 3L 145423643 3875 1 2L 66197247 4760 1 2L 111511249 14531 -1
AALB004207 3L 141857860 6292 -1 2L 84424735 3230 -1 2L 130020728 3567 -1
AALB002466 2R 26014393 455 -1 3R 156551490 458 1 2R 30733213 657 -1
AALB015657 2R 38658944 1680 1 3R 149398481 1707 1 2R 56201925 1717 -1
AALB005513 3L 160935062 4422 1 2L 84841470 1798 -1 2L 130332844 1693 -1
AALB010837 3R 122057526 1883 1 3L 170478917 5037 -1 3L 221430053 823 1
AALB003725 3R 102046644 3572 1 3L 169675525 1075 -1 3L 222588202 1060 1
AALB008740 2R 57929779 3637 -1 3R 137573262 5324 1 2R 57735094 6978 -1
AALB007441 3R 128927721 3972 1 3L 172194618 3295 -1 3L 214871150 19754 -1
AALB009982 3R 107855365 3226 1 3L 185395672 4526 -1 3L 227467451 3327 1
AALB008378 2R 40261884 2078 1 3R 117288523 2939 -1 2R 48819220 2595 1
AALB003605 2R 51780129 2718 1 3R 139292467 839 1 2R 29038415 1208 -1
AALB009781 3R 104830125 2040 1 3L 191185639 3453 1 3L 199698890 7111 -1
AALB015762 3R 130023751 46290 -1 3L 196992924 4751 -1 3L 188721231 65666 1
AALB003439 2R 54249831 15658 1 3R 110674375 7687 1 2R 57115829 10203 1
AALB010557 3R 117353637 4761 -1 3L 163691203 6544 -1 3L 198615497 16496 1
AALB003064 2R 48370818 9775 1 3R 154872707 13000 1 2R 78893860 11115 -1
AALB003499 2R 53401764 3908 -1 3R 116696801 3373 1 2R 49464514 2914 -1
AALB001429 2L 100036728 522 1 2R 34913222 857 -1 3R 163611752 904 1
AALB007970 2L 65819373 3212 -1 2R 55987531 3200 1 3R 183275407 3215 1
AALB008840 2R 21382268 3840 -1 3R 107421538 6803 -1 2R 36003535 28783 -1
AALB005165 3L 156696890 1201 -1 2L 73410935 1468 1 2L 132637231 1308 -1
AALB004431 3L 145711621 954 1 2L 66482162 1006 1 2L 111182878 464 -1
AALB006086 3L 167892891 18385 -1 2L 69427331 19581 -1 2L 94403037 18072 1
AALB015766 3L 148119414 72336 1 2L 66690161 20356 -1 2L 110872526 70904 1
AALB004506 3L 147210980 5368 -1 2L 71796360 19728 -1 2L 131259171 42555 -1
AALB003613 2R 51743283 2294 1 3R 140484983 3233 -1 2R 73977807 1820 1
AALB001364 2L 100762612 6745 1 2R 16121022 3056 -1 3R 137587611 2934 1
AALB008528 2R 61043865 8372 1 3R 143155559 3914 -1 2R 65210547 3806 -1
AALB009819 3R 105195826 897 1 3L 164336101 973 -1 3L 212903218 1001 1
AALB001589 2L 97772510 868 1 2R 46891552 3057 1 3R 182304347 902 1
AALB004855 3L 152797687 8896 1 2L 102451745 12738 1 2L 89752565 8600 -1
AALB004696 3L 149865369 8373 -1 2L 65379843 5027 -1 2L 125790097 4677 1
AALB001307 2L 101616065 3111 1 2R 24769676 2053 -1 3R 143441010 2001 -1
AALB009977 3R 107817381 2091 -1 3L 181950916 2808 1 3L 228855388 2574 -1
AALB007844 2L 64141256 5144 1 2R 57904902 6218 1 3R 185461650 6233 1
AALB008584 2R 60204519 1876 -1 3R 112570743 4810 1 2R 33290280 2220 1
AALB015852 2R 17726336 2192 -1 3R 122422826 2784 1 2R 54893317 2139 1
AALB000933 2L 73523434 9913 -1 2R 42801469 17503 -1 3R 149741815 14180 1
AALB009830 3R 105391618 2570 1 3L 193974430 1797 -1 3L 196980868 1881 -1
AALB004728 3L 150380560 2712 -1 2L 102155912 978 1 2L 90269786 1220 -1
AALB000708 2L 76903587 4547 1 2R 52012243 6967 -1 3R 146549639 8876 1
AALB009374 2R 14322651 1962 1 3R 104304199 2046 -1 2R 25657240 1999 1
AALB001413 2L 100178607 4612 1 2R 16630017 13725 -1 3R 137665477 5073 1
AALB004083 3L 139941425 2641 -1 2L 64052875 2638 -1 2L 115093787 3579 -1
AALB002322 2R 28026916 6407 1 3R 138315694 7344 -1 2R 52329193 7144 -1
AALB008464 2R 38662432 719 -1 3R 149402222 719 -1 2R 56199085 847 1
AALB006218 3L 169700526 461 1 2L 72745929 606 1 2L 133301122 615 -1
AALB003225 3L 139106469 5259 -1 2L 99992210 8587 1 2L 89992542 6798 1
AALB008931 2R 19956374 2056 1 3R 115453157 15673 -1 2R 81004751 1422 1
AALB001108 2L 69698601 2315 -1 2R 37277421 2387 -1 3R 150926256 2459 1
AALB004763 3L 150829995 593 1 2L 100181699 616 -1 2L 89340425 400 -1
AALB010018 3R 108255995 2922 1 3L 171332848 1328 1 3L 225700418 909 1
AALB007405 3R 129184606 1608 -1 3L 191969366 4636 1 3L 208751030 954 -1
AALB004060 3R 123106169 814 1 3L 175233919 1054 -1 3L 225799919 1061 1
AALB008170 2R 43263423 22457 1 3R 110946921 20385 1 2R 70522263 16570 -1
AALB010375 3R 114648774 2077 1 3L 170152430 8888 1 3L 221889091 1855 -1
AALB007359 3R 130153261 595 1 3L 197086910 899 1 3L 188629872 917 -1
AALB000192 2L 85985091 4344 1 2R 17607987 4279 -1 3R 169915068 4373 1
AALB001653 2L 96516431 2807 -1 2R 18721740 2874 1 3R 168354104 2803 -1
AALB005288 3L 158472980 3433 1 2L 82533997 935 1 2L 124187084 1351 1
AALB009149 2R 17044438 441 -1 3R 111541081 647 1 2R 30113085 645 -1
AALB009836 3R 105461288 1553 -1 3L 193879320 1532 1 3L 192822058 1514 -1
AALB003200 3L 138280531 18198 1 2L 76193534 25512 -1 2L 96887245 26810 1
AALB000657 2L 77727246 462 1 2R 40665106 1032 1 3R 157559629 1738 -1
AALB004807 3L 151503399 5012 -1 2L 97818521 816 -1 2L 100563682 20309 1
AALB000647 2L 77813975 263 -1 2R 40758424 632 -1 3R 162553872 2525 1
AALB000025 2L 89444407 1001 -1 2R 44126394 1131 -1 3R 173265682 679 -1
AALB008336 2R 40930933 1785 1 3R 129373426 2474 1 2R 31535823 1935 1
AALB010550 3R 117276882 394 -1 3L 181311942 802 -1 3L 196941595 497 -1
AALB006047 3L 167444001 1005 1 2L 81440840 925 -1 2L 100719097 815 -1
AALB004302 3L 143557315 3712 -1 2L 74232569 1386 1 2L 134396211 1429 -1
AALB005538 3L 161265344 6711 1 2L 98726911 12676 -1 2L 104157757 21912 1
AALB008339 2R 40905802 1445 1 3R 129399816 2604 -1 2R 31563312 1703 -1
AALB008341 2R 40895147 701 1 3R 129412604 1729 -1 2R 31578084 1269 -1
AALB004980 3L 154243751 3467 -1 2L 69833637 6120 1 2L 91691676 5874 1
AALB004893 3L 153348138 7464 -1 2L 93688862 16010 -1 2L 116516965 6377 1
AALB000642 2L 77953746 4184 -1 2R 40923204 1815 -1 3R 162370046 1208 1
AALB002871 2R 62311706 3216 1 3R 148778812 2825 -1 2R 34772352 2269 -1
AALB003582 2R 52372409 1305 1 3R 149862278 1452 1 2R 33117287 14459 1
